,name,studio,runtime_minutes,genres,original_language,popularity,release_date_x,vote_average,vote_count,production_budget,domestic_gross_y,worldwide_gross
1029,The Rover,A24,103.0,"Action,Crime,Drama",en,13.528,2014-07-18,6.2,435,"$8,500,000","$1,109,199","$3,180,252"
1030,Rosewater,ORF,103.0,"Biography,Drama",en,9.019,2014-11-07,6.7,121,"$10,000,000","$3,128,941","$3,185,717"
1031,Obvious Child,A24,84.0,"Comedy,Drama,Romance",en,8.232,2014-06-06,6.7,256,"$1,000,000","$3,122,616","$3,324,070"
1032,Kill the Messenger,Focus,112.0,"Biography,Crime,Drama",en,10.062,2014-10-10,6.6,507,"$5,000,000","$2,450,846","$6,656,705"
1033,The Homesman,Saban,122.0,"Drama,Western",en,8.232,2014-08-29,6.5,389,"$16,000,000","$2,429,989","$8,217,571"
1034,Tusk,A24,102.0,"Comedy,Drama,Horror",en,8.655,2014-09-19,5.3,601,"$3,000,000","$1,821,983","$1,887,554"
1035,Locke,A24,85.0,Drama,en,9.128,2014-04-25,6.9,1370,"$2,000,000","$1,370,646","$2,088,390"
1038,Jackpot,DR,86.0,"Action,Comedy,Crime",en,0.6,2012-07-14,6.0,1,"$400,000","$44,452","$44,452"
1039,Jackpot,DR,86.0,"Action,Comedy,Crime",no,2.864,2014-06-27,6.1,18,"$400,000","$44,452","$44,452"
1040,Jackpot,DR,95.0,Drama,en,0.6,2012-07-14,6.0,1,"$400,000","$44,452","$44,452"
1041,Jackpot,DR,95.0,Drama,no,2.864,2014-06-27,6.1,18,"$400,000","$44,452","$44,452"
1042,Jackpot,DR,132.0,"Comedy,Thriller",en,0.6,2012-07-14,6.0,1,"$400,000","$44,452","$44,452"
1043,Jackpot,DR,132.0,"Comedy,Thriller",no,2.864,2014-06-27,6.1,18,"$400,000","$44,452","$44,452"
1044,Jackpot,DR,92.0,Comedy,en,0.6,2012-07-14,6.0,1,"$400,000","$44,452","$44,452"
1045,Jackpot,DR,92.0,Comedy,no,2.864,2014-06-27,6.1,18,"$400,000","$44,452","$44,452"
1046,Jackpot,DR,11.0,"Biography,Documentary",en,0.6,2012-07-14,6.0,1,"$400,000","$44,452","$44,452"
1047,Jackpot,DR,11.0,"Biography,Documentary",no,2.864,2014-06-27,6.1,18,"$400,000","$44,452","$44,452"
1048,Jackpot,DR,150.0,"Comedy,Romance",en,0.6,2012-07-14,6.0,1,"$400,000","$44,452","$44,452"
1049,Jackpot,DR,150.0,"Comedy,Romance",no,2.864,2014-06-27,6.1,18,"$400,000","$44,452","$44,452"
1050,Palo Alto,Trib.,100.0,Drama,en,7.262,2014-05-09,6.4,528,"$1,000,000","$767,732","$1,156,309"
1051,Palo Alto,Trib.,100.0,Drama,en,7.262,2014-05-09,6.4,528,"$1,000,000","$767,732","$1,156,309"
1052,Dom Hemingway,FoxS,93.0,"Comedy,Crime,Drama",en,7.254,2014-04-03,5.8,302,"$7,000,000","$523,511","$1,857,458"
1053,The Face of Love,IFC,92.0,"Drama,Mystery,Romance",en,5.519,2014-03-07,6.1,68,"$4,000,000","$385,069","$1,158,877"
1054,I Origins,FoxS,106.0,"Drama,Romance,Sci-Fi",en,8.459,2014-07-18,7.6,1814,"$1,000,000","$336,472","$852,399"
1055,Rudderless,Gold.,105.0,"Comedy,Drama,Music",en,8.03,2014-10-17,7.4,149,"$5,000,000","$56,001","$567,219"
1056,Two Night Stand,EOne,86.0,"Comedy,Romance",en,9.191,2014-09-26,6.5,1241,"$1,600,000","$15,600","$868,081"
1057,13 Sins,RTWC,93.0,"Horror,Thriller",en,10.899,2014-04-18,6.3,576,"$4,000,000","$9,134","$47,552"
1058,Camp X-Ray,IFC,117.0,"Drama,War",en,15.237,2014-10-17,6.8,618,"$1,000,000","$9,837","$101,053"
1059,Wolves,KE,91.0,"Action,Fantasy,Horror",en,8.627,2014-11-14,5.8,151,"$18,000,000",$0,"$94,953"
1060,Wolves,KE,91.0,"Action,Fantasy,Horror",en,4.27,2016-10-25,5.8,22,"$18,000,000",$0,"$94,953"
1061,Wolves,KE,91.0,"Action,Fantasy,Horror",en,4.27,2016-10-25,5.8,22,"$18,000,000",$0,"$94,953"
1062,Wolves,KE,109.0,"Drama,Sport",en,8.627,2014-11-14,5.8,151,"$18,000,000",$0,"$94,953"
1063,Wolves,KE,109.0,"Drama,Sport",en,4.27,2016-10-25,5.8,22,"$18,000,000",$0,"$94,953"
1064,Wolves,KE,109.0,"Drama,Sport",en,4.27,2016-10-25,5.8,22,"$18,000,000",$0,"$94,953"
1065,Falcon Rising,Free,103.0,"Action,Adventure",en,10.059,2014-09-05,5.8,126,"$4,500,000","$11,774","$11,774"
1066,Anna,VE,99.0,"Drama,Mystery,Sci-Fi",en,1.463,2017-10-17,3.1,8,"$4,357,373",$0,"$1,200,000"
1067,Anna,VE,80.0,"Biography,Documentary",en,1.463,2017-10-17,3.1,8,"$4,357,373",$0,"$1,200,000"
1068,Anna,VE,96.0,Drama,en,1.463,2017-10-17,3.1,8,"$4,357,373",$0,"$1,200,000"
1069,Anna,VE,109.0,"Crime,Drama,Thriller",en,1.463,2017-10-17,3.1,8,"$4,357,373",$0,"$1,200,000"
1070,Anna,VE,110.0,Drama,en,1.463,2017-10-17,3.1,8,"$4,357,373",$0,"$1,200,000"
1071,Anna,VE,142.0,Biography,en,1.463,2017-10-17,3.1,8,"$4,357,373",$0,"$1,200,000"
1072,Anna,VE,97.0,Horror,en,1.463,2017-10-17,3.1,8,"$4,357,373",$0,"$1,200,000"
1074,Jurassic World,Uni.,124.0,"Action,Adventure,Sci-Fi",en,20.709,2015-06-12,6.6,14056,"$215,000,000","$652,270,625","$1,648,854,864"
1075,Furious 7,Uni.,137.0,"Action,Crime,Thriller",en,20.396,2015-04-03,7.3,6538,"$190,000,000","$353,007,020","$1,518,722,794"
1076,Avengers: Age of Ultron,BV,141.0,"Action,Adventure,Sci-Fi",en,44.383,2015-05-01,7.3,13457,"$330,600,000","$459,005,868","$1,403,013,963"
1077,Minions,Uni.,91.0,"Adventure,Animation,Comedy",en,9.338,2015-07-10,6.4,7343,"$74,000,000","$336,045,770","$1,160,336,173"
1078,Spectre,Sony,148.0,"Action,Adventure,Thriller",en,30.318,2015-11-06,6.4,6719,"$300,000,000","$200,074,175","$879,620,923"
1079,Spectre,Sony,148.0,"Action,Adventure,Thriller",en,30.318,2015-11-06,6.4,6719,"$300,000,000","$200,074,175","$879,620,923"
1080,Inside Out,BV,93.0,"Crime,Drama",en,4.758,2011-09-27,4.4,18,"$175,000,000","$356,461,711","$854,235,992"
1081,Inside Out,BV,93.0,"Crime,Drama",en,24.797,2015-06-19,8.0,12691,"$175,000,000","$356,461,711","$854,235,992"
1082,Inside Out,BV,74.0,Documentary,en,4.758,2011-09-27,4.4,18,"$175,000,000","$356,461,711","$854,235,992"
1083,Inside Out,BV,74.0,Documentary,en,24.797,2015-06-19,8.0,12691,"$175,000,000","$356,461,711","$854,235,992"
1086,Inside Out,BV,59.0,Family,en,4.758,2011-09-27,4.4,18,"$175,000,000","$356,461,711","$854,235,992"
1087,Inside Out,BV,59.0,Family,en,24.797,2015-06-19,8.0,12691,"$175,000,000","$356,461,711","$854,235,992"
1088,Inside Out,BV,95.0,"Adventure,Animation,Comedy",en,4.758,2011-09-27,4.4,18,"$175,000,000","$356,461,711","$854,235,992"
1089,Inside Out,BV,95.0,"Adventure,Animation,Comedy",en,24.797,2015-06-19,8.0,12691,"$175,000,000","$356,461,711","$854,235,992"
1090,Inside Out,BV,75.0,"Biography,Documentary,History",en,4.758,2011-09-27,4.4,18,"$175,000,000","$356,461,711","$854,235,992"
1091,Inside Out,BV,75.0,"Biography,Documentary,History",en,24.797,2015-06-19,8.0,12691,"$175,000,000","$356,461,711","$854,235,992"
1096,The Hunger Games: Mockingjay - Part 2,LGF,137.0,"Action,Adventure,Sci-Fi",en,19.487,2015-11-18,6.8,7609,"$160,000,000","$281,723,902","$648,986,787"
1097,The Hunger Games: Mockingjay - Part 2,LGF,137.0,"Action,Adventure,Sci-Fi",en,19.487,2015-11-18,6.8,7609,"$160,000,000","$281,723,902","$648,986,787"
1098,The Martian,Fox,144.0,"Adventure,Drama,Sci-Fi",en,22.856,2015-10-02,7.7,12172,"$108,000,000","$228,433,663","$655,271,443"
1099,The Martian,Fox,144.0,"Adventure,Drama,Sci-Fi",en,22.856,2015-10-02,7.7,12172,"$108,000,000","$228,433,663","$655,271,443"
1100,Fifty Shades of Grey,Uni.,125.0,"Drama,Romance,Thriller",en,21.229,2015-02-13,5.4,6451,"$40,000,000","$166,167,230","$570,998,101"
1101,The Revenant,Fox,156.0,"Action,Adventure,Biography",en,19.41,2015-12-25,7.4,11064,"$135,000,000","$183,637,894","$532,938,302"
1102,The Revenant,Fox,156.0,"Action,Adventure,Biography",en,19.41,2015-12-25,7.4,11064,"$135,000,000","$183,637,894","$532,938,302"
1103,The Revenant,Fox,80.0,Horror,en,19.41,2015-12-25,7.4,11064,"$135,000,000","$183,637,894","$532,938,302"
1104,The Revenant,Fox,80.0,Horror,en,19.41,2015-12-25,7.4,11064,"$135,000,000","$183,637,894","$532,938,302"
1105,Ant-Man,BV,117.0,"Action,Adventure,Comedy",en,32.715,2015-07-17,7.1,11949,"$130,000,000","$180,202,163","$518,858,449"
1106,Hotel Transylvania 2,Sony,89.0,"Animation,Comedy,Family",en,16.553,2015-09-25,6.7,3184,"$80,000,000","$169,700,110","$469,500,298"
1107,San Andreas,WB (NL),114.0,"Action,Adventure,Drama",en,27.414,2015-05-29,6.1,5125,"$110,000,000","$155,190,832","$456,258,539"
1108,Kingsman: The Secret Service,Fox,129.0,"Action,Adventure,Comedy",en,26.103,2015-02-13,7.6,10287,"$94,000,000","$128,261,724","$404,561,724"
1109,Kingsman: The Secret Service,Fox,129.0,"Action,Adventure,Comedy",en,26.103,2015-02-13,7.6,10287,"$94,000,000","$128,261,724","$404,561,724"
1110,Mad Max: Fury Road,WB,120.0,"Action,Adventure,Sci-Fi",en,28.099,2015-05-15,7.4,14454,"$150,000,000","$153,636,354","$370,098,020"
1111,The Good Dinosaur,BV,93.0,"Adventure,Animation,Comedy",en,17.675,2015-11-25,6.7,3135,"$187,500,000","$123,087,120","$333,771,037"
1112,The Good Dinosaur,BV,93.0,"Adventure,Animation,Comedy",en,17.675,2015-11-25,6.7,3135,"$187,500,000","$123,087,120","$333,771,037"
1113,Taken 3,Fox,108.0,"Action,Thriller",en,27.679,2015-01-09,6.1,3406,"$48,000,000","$89,256,424","$327,656,424"
1114,The SpongeBob Movie: Sponge Out of Water,Par.,92.0,"Adventure,Animation,Comedy",en,13.815,2015-02-06,5.7,1165,"$74,000,000","$162,994,032","$311,013,181"
1115,Maze Runner: The Scorch Trials,Fox,131.0,"Action,Sci-Fi,Thriller",en,17.31,2015-09-18,6.6,6365,"$61,000,000","$81,697,192","$310,566,162"
1116,Pitch Perfect 2,Uni.,115.0,"Comedy,Music",en,18.469,2015-05-15,6.8,3599,"$29,000,000","$184,296,230","$287,625,468"
1117,Paddington,W/Dim.,95.0,"Adventure,Comedy,Family",en,13.565,2015-01-16,7.0,1904,"$55,000,000","$76,223,578","$258,789,097"
1118,The Peanuts Movie,Fox,88.0,"Adventure,Animation,Comedy",en,11.344,2015-11-01,6.6,894,"$99,000,000","$130,178,411","$250,091,610"
1119,The Peanuts Movie,Fox,88.0,"Adventure,Animation,Comedy",en,11.344,2015-11-01,6.6,894,"$99,000,000","$130,178,411","$250,091,610"
1120,Pixels,Sony,100.0,"Action,Comedy",en,2.172,2010-04-01,7.1,35,"$90,000,000","$78,765,986","$244,041,804"
1121,Pixels,Sony,100.0,"Action,Comedy",en,23.029,2015-07-24,5.6,4423,"$90,000,000","$78,765,986","$244,041,804"
1122,Pixels,Sony,105.0,"Action,Comedy,Sci-Fi",en,2.172,2010-04-01,7.1,35,"$90,000,000","$78,765,986","$244,041,804"
1123,Pixels,Sony,105.0,"Action,Comedy,Sci-Fi",en,23.029,2015-07-24,5.6,4423,"$90,000,000","$78,765,986","$244,041,804"
1124,Alvin and the Chipmunks: The Road Chip,Fox,92.0,"Adventure,Animation,Comedy",en,14.973,2015-12-18,5.8,852,"$90,000,000","$85,886,987","$249,517,956"
1125,Ted 2,Uni.,115.0,Comedy,en,17.684,2015-06-26,6.1,4227,"$68,000,000","$81,476,385","$217,214,143"
1126,Tomorrowland,BV,130.0,"Action,Adventure,Family",en,20.136,2015-05-22,6.2,4610,"$170,000,000","$93,436,322","$206,627,518"
1127,Tomorrowland,BV,70.0,Documentary,en,20.136,2015-05-22,6.2,4610,"$170,000,000","$93,436,322","$206,627,518"
1128,Straight Outta Compton,Uni.,147.0,"Biography,Drama,History",en,11.731,2015-08-14,7.7,2048,"$28,000,000","$161,197,785","$202,182,981"
1129,Straight Outta Compton,Uni.,147.0,"Biography,Drama,History",en,11.731,2015-08-14,7.7,2048,"$28,000,000","$161,197,785","$202,182,981"
1131,The Intern,WB,121.0,"Comedy,Drama",en,14.377,2015-09-25,7.1,3373,"$40,000,000","$75,764,672","$197,115,710"
1132,Jupiter Ascending,WB,127.0,"Action,Adventure,Sci-Fi",en,24.058,2015-02-27,5.3,4401,"$179,000,000","$47,482,519","$181,982,519"
1133,Creed,WB (NL),77.0,Horror,en,16.356,2015-11-25,7.3,4010,"$37,000,000","$109,767,581","$173,567,581"
1134,Creed,WB (NL),77.0,Horror,en,16.356,2015-11-25,7.3,4010,"$37,000,000","$109,767,581","$173,567,581"
1135,Creed,WB (NL),133.0,"Drama,Sport",en,16.356,2015-11-25,7.3,4010,"$37,000,000","$109,767,581","$173,567,581"
1136,Creed,WB (NL),133.0,"Drama,Sport",en,16.356,2015-11-25,7.3,4010,"$37,000,000","$109,767,581","$173,567,581"
1137,Creed,WB (NL),80.0,"Crime,Drama",en,16.356,2015-11-25,7.3,4010,"$37,000,000","$109,767,581","$173,567,581"
1138,Creed,WB (NL),80.0,"Crime,Drama",en,16.356,2015-11-25,7.3,4010,"$37,000,000","$109,767,581","$173,567,581"
1139,Fantastic Four,Fox,100.0,"Action,Adventure,Drama",en,16.36,2015-08-07,4.4,3837,"$120,000,000","$56,117,548","$167,849,187"
1140,Fantastic Four,Fox,100.0,"Action,Adventure,Drama",en,16.36,2015-08-07,4.4,3837,"$87,500,000","$154,696,080","$333,132,750"
1141,Bridge of Spies,BV,142.0,"Drama,History,Thriller",en,12.836,2015-10-16,7.2,4313,"$40,000,000","$72,313,754","$162,498,338"
1142,Bridge of Spies,BV,142.0,"Drama,History,Thriller",en,12.836,2015-10-16,7.2,4313,"$40,000,000","$72,313,754","$162,498,338"
1143,The Hateful Eight,Wein.,168.0,"Crime,Drama,Mystery",en,20.681,2015-12-25,7.7,8065,"$62,000,000","$54,117,416","$147,864,886"
1144,The Hateful Eight,Wein.,168.0,"Crime,Drama,Mystery",en,20.681,2015-12-25,7.7,8065,"$62,000,000","$54,117,416","$147,864,886"
1145,Goosebumps,Sony,103.0,"Adventure,Comedy,Family",en,18.957,2015-10-16,6.2,2147,"$58,000,000","$80,069,458","$158,905,324"
1146,Goosebumps,Sony,103.0,"Adventure,Comedy,Family",en,18.957,2015-10-16,6.2,2147,"$58,000,000","$80,069,458","$158,905,324"
1147,The Last Witch Hunter,LG/S,106.0,"Action,Adventure,Fantasy",en,16.685,2015-10-23,5.8,2193,"$80,000,000","$27,367,660","$130,818,912"
1148,The Last Witch Hunter,LG/S,106.0,"Action,Adventure,Fantasy",en,16.685,2015-10-23,5.8,2193,"$80,000,000","$27,367,660","$130,818,912"
1149,Trainwreck,Uni.,125.0,"Comedy,Drama,Romance",en,18.423,2015-07-17,5.8,1731,"$35,000,000","$110,212,700","$141,123,897"
1150,The Big Short,Par.,130.0,"Biography,Comedy,Drama",en,14.327,2015-12-11,7.3,4657,"$28,000,000","$70,259,870","$133,162,752"
1151,Pan,WB,111.0,"Adventure,Comedy,Family",en,13.054,2015-10-09,5.9,1701,"$150,000,000","$35,088,320","$151,525,973"
1152,Magic Mike XXL,WB,115.0,"Comedy,Drama,Music",en,8.681,2015-07-01,6.2,1110,"$14,500,000","$66,013,057","$123,660,597"
1153,Seventh Son,Uni.,102.0,"Action,Adventure,Fantasy",en,22.856,2015-02-06,5.3,1549,"$95,000,000","$17,725,785","$108,874,967"
1154,Get Hard,WB,100.0,"Comedy,Crime",en,12.129,2015-03-27,6.0,1469,"$40,000,000","$90,411,453","$106,511,453"
1155,Get Hard,WB,90.0,Comedy,en,12.129,2015-03-27,6.0,1469,"$40,000,000","$90,411,453","$106,511,453"
1156,Paul Blart: Mall Cop 2,Sony,94.0,"Action,Comedy,Crime",en,15.941,2015-04-17,5.0,900,"$38,000,000","$71,091,594","$107,650,646"
1157,Sisters,Uni.,118.0,Comedy,en,10.993,2015-12-18,5.9,922,"$30,000,000","$87,044,645","$106,030,660"
1158,Sisters,Uni.,84.0,Drama,en,10.993,2015-12-18,5.9,922,"$30,000,000","$87,044,645","$106,030,660"
1159,Sisters,Uni.,53.0,"Biography,Documentary,Music",en,10.993,2015-12-18,5.9,922,"$30,000,000","$87,044,645","$106,030,660"
1160,Sisters,Uni.,102.0,Drama,en,10.993,2015-12-18,5.9,922,"$30,000,000","$87,044,645","$106,030,660"
1162,Sisters,Uni.,72.0,"Biography,Comedy,Documentary",en,10.993,2015-12-18,5.9,922,"$30,000,000","$87,044,645","$106,030,660"
1164,Vacation,WB (NL),99.0,"Adventure,Comedy",hu,0.6,2011-04-10,7.0,1,"$31,000,000","$58,884,188","$102,306,500"
1165,Vacation,WB (NL),99.0,"Adventure,Comedy",en,14.227,2015-07-29,6.2,1934,"$31,000,000","$58,884,188","$102,306,500"
1166,Chappie,Sony,120.0,"Action,Crime,Drama",en,24.52,2015-03-06,6.7,4995,"$49,000,000","$31,569,268","$105,002,056"
1168,Joy,Fox,75.0,Drama,en,10.305,2015-12-25,6.5,2723,"$60,000,000","$56,451,232","$101,134,059"
1169,Joy,Fox,53.0,Documentary,en,10.305,2015-12-25,6.5,2723,"$60,000,000","$56,451,232","$101,134,059"
1170,Joy,Fox,124.0,Drama,en,10.305,2015-12-25,6.5,2723,"$60,000,000","$56,451,232","$101,134,059"
1172,Joy,Fox,80.0,Drama,en,10.305,2015-12-25,6.5,2723,"$60,000,000","$56,451,232","$101,134,059"
1173,Joy,Fox,4.0,Documentary,en,10.305,2015-12-25,6.5,2723,"$60,000,000","$56,451,232","$101,134,059"
1174,Joy,Fox,99.0,Drama,en,10.305,2015-12-25,6.5,2723,"$60,000,000","$56,451,232","$101,134,059"
1175,Black Mass,WB,123.0,"Biography,Crime,Drama",en,14.646,2015-09-18,6.4,2020,"$53,000,000","$62,575,678","$98,837,872"
1176,Black Mass,WB,123.0,"Biography,Crime,Drama",en,0.959,2017-05-01,10.0,1,"$53,000,000","$62,575,678","$98,837,872"
1177,The Visit,Uni.,90.0,"Comedy,Drama,Romance",en,10.196,2015-09-11,6.2,2634,"$5,000,000","$65,206,105","$98,677,816"
1178,The Visit,Uni.,90.0,"Comedy,Drama,Romance",en,0.631,2015-05-01,8.0,1,"$5,000,000","$65,206,105","$98,677,816"
1179,The Visit,Uni.,50.0,Thriller,en,10.196,2015-09-11,6.2,2634,"$5,000,000","$65,206,105","$98,677,816"
1180,The Visit,Uni.,50.0,Thriller,en,0.631,2015-05-01,8.0,1,"$5,000,000","$65,206,105","$98,677,816"
1181,The Visit,Uni.,52.0,"Documentary,Drama",en,10.196,2015-09-11,6.2,2634,"$5,000,000","$65,206,105","$98,677,816"
1182,The Visit,Uni.,52.0,"Documentary,Drama",en,0.631,2015-05-01,8.0,1,"$5,000,000","$65,206,105","$98,677,816"
1183,The Visit,Uni.,94.0,"Horror,Mystery,Thriller",en,10.196,2015-09-11,6.2,2634,"$5,000,000","$65,206,105","$98,677,816"
1184,The Visit,Uni.,94.0,"Horror,Mystery,Thriller",en,0.631,2015-05-01,8.0,1,"$5,000,000","$65,206,105","$98,677,816"
1185,Spotlight,ORF,129.0,"Crime,Drama",en,16.354,2015-11-06,7.8,4935,"$20,000,000","$45,055,776","$92,088,460"
1186,Spotlight,ORF,129.0,"Crime,Drama",en,16.354,2015-11-06,7.8,4935,"$20,000,000","$45,055,776","$92,088,460"
1187,Spotlight,ORF,129.0,"Crime,Drama",en,0.6,2018-01-28,10.0,1,"$20,000,000","$45,055,776","$92,088,460"
1188,Spotlight,ORF,99.0,Drama,en,16.354,2015-11-06,7.8,4935,"$20,000,000","$45,055,776","$92,088,460"
1189,Spotlight,ORF,99.0,Drama,en,16.354,2015-11-06,7.8,4935,"$20,000,000","$45,055,776","$92,088,460"
1190,Spotlight,ORF,99.0,Drama,en,0.6,2018-01-28,10.0,1,"$20,000,000","$45,055,776","$92,088,460"
1191,In the Heart of the Sea,WB,122.0,"Action,Adventure,Biography",en,14.33,2015-12-11,6.6,2137,"$100,000,000","$25,020,758","$89,693,309"
1192,In the Heart of the Sea,WB,122.0,"Action,Adventure,Biography",en,14.33,2015-12-11,6.6,2137,"$100,000,000","$25,020,758","$89,693,309"
1193,Southpaw,Wein.,124.0,"Drama,Sport",en,25.305,2015-07-24,7.4,3424,"$30,000,000","$52,421,953","$94,156,456"
1194,The Second Best Exotic Marigold Hotel,FoxS,122.0,"Comedy,Drama",en,7.731,2015-03-06,6.4,420,"$10,000,000","$33,078,266","$90,384,306"
1195,Paper Towns,Fox,109.0,"Comedy,Drama,Mystery",en,11.564,2015-07-24,6.0,3587,"$12,000,000","$32,000,304","$85,450,484"
1196,Sicario,LGF,121.0,"Action,Crime,Drama",en,20.468,2015-09-18,7.3,4475,"$30,000,000","$46,889,293","$84,393,749"
1197,Sicario,LGF,121.0,"Action,Crime,Drama",en,20.468,2015-09-18,7.3,4475,"$30,000,000","$46,889,293","$84,393,749"
1198,Hitman: Agent 47,Fox,96.0,"Action,Adventure,Crime",en,14.082,2015-08-21,5.6,1764,"$35,000,000","$22,467,450","$82,182,803"
1199,The Wedding Ringer,SGem,101.0,Comedy,en,15.876,2015-01-16,6.5,961,"$23,000,000","$64,460,211","$80,171,596"
1200,Paranormal Activity: The Ghost Dimension,Par.,88.0,"Horror,Mystery,Thriller",en,8.157,2015-10-23,5.2,774,"$10,000,000","$18,297,124","$77,959,374"
1201,Crimson Peak,Uni.,119.0,"Drama,Fantasy,Horror",en,9.897,2015-10-16,6.5,2986,"$55,000,000","$31,090,320","$74,966,854"
1202,Crimson Peak,Uni.,119.0,"Drama,Fantasy,Horror",en,9.897,2015-10-16,6.5,2986,"$55,000,000","$31,090,320","$74,966,854"
1203,The Transporter Refueled,EC,96.0,"Action,Adventure,Crime",en,13.428,2015-09-04,5.4,836,"$22,000,000","$16,029,670","$69,698,495"
1204,Run All Night,WB,114.0,"Action,Drama,Thriller",en,17.592,2015-03-13,6.4,1684,"$50,000,000","$26,461,644","$66,961,644"
1205,War Room,TriS,120.0,Drama,en,7.419,2015-08-28,7.5,171,"$3,000,000","$67,790,117","$73,975,239"
1206,The Age of Adaline,LGF,112.0,"Drama,Fantasy,Romance",en,8.559,2015-04-24,7.4,3853,"$30,000,000","$42,629,776","$68,984,536"
1207,Unfriended,Uni.,83.0,"Horror,Mystery,Thriller",en,8.12,2015-04-17,5.4,2019,"$1,000,000","$32,789,645","$64,364,198"
1208,The Longest Ride,Fox,123.0,"Drama,Romance",en,11.168,2015-04-10,7.5,1908,"$34,000,000","$37,446,117","$63,802,928"
1209,Brooklyn,FoxS,117.0,"Drama,Romance",en,12.083,2015-11-04,7.3,1912,"$11,000,000","$38,322,743","$62,076,141"
1210,Brooklyn,FoxS,117.0,"Drama,Romance",fr,0.916,2017-08-05,6.0,1,"$11,000,000","$38,322,743","$62,076,141"
1211,Brooklyn,FoxS,83.0,"Drama,Music,Musical",en,12.083,2015-11-04,7.3,1912,"$11,000,000","$38,322,743","$62,076,141"
1212,Brooklyn,FoxS,83.0,"Drama,Music,Musical",fr,0.916,2017-08-05,6.0,1,"$11,000,000","$38,322,743","$62,076,141"
1213,Woman in Gold,Wein.,109.0,"Biography,Drama,History",en,7.76,2015-04-10,7.4,787,"$11,000,000","$33,307,793","$58,586,407"
1214,Krampus,Uni.,98.0,"Comedy,Fantasy,Horror",en,9.417,2015-12-04,6.0,1046,"$15,000,000","$42,725,475","$61,788,393"
1215,The Walk,TriS,89.0,"Crime,Thriller",en,11.754,2015-10-02,6.9,1906,"$35,000,000","$10,161,183","$61,492,104"
1216,The Walk,TriS,123.0,"Adventure,Biography,Drama",en,11.754,2015-10-02,6.9,1906,"$35,000,000","$10,161,183","$61,492,104"
1217,The Perfect Guy,SGem,100.0,"Crime,Drama,Horror",en,6.727,2015-09-11,5.7,211,"$18,000,000","$57,027,435","$60,278,166"
1218,No Escape,Wein.,103.0,"Action,Thriller",en,19.005,2015-08-26,6.8,1296,"$5,000,000","$27,288,872","$42,844,516"
1219,No Escape,Wein.,27.0,"Documentary,Music",en,19.005,2015-08-26,6.8,1296,"$5,000,000","$27,288,872","$42,844,516"
1220,Sinister 2,Focus,97.0,"Horror,Mystery,Thriller",en,9.916,2015-08-21,5.8,1142,"$10,000,000","$27,740,955","$54,104,225"
1221,The Boy Next Door,Uni.,91.0,"Horror,Thriller",en,0.6,2008-11-14,5.7,6,"$4,000,000","$36,006,065","$53,401,938"
1222,The Boy Next Door,Uni.,91.0,"Horror,Thriller",en,7.062,2015-01-23,4.4,1382,"$4,000,000","$36,006,065","$53,401,938"
1223,The Night Before,Sony,101.0,"Adventure,Comedy,Fantasy",en,9.014,2015-11-20,6.1,956,"$25,000,000","$43,035,725","$52,427,346"
1224,The Night Before,Sony,101.0,"Adventure,Comedy,Fantasy",en,9.014,2015-11-20,6.1,956,"$25,000,000","$43,035,725","$52,427,346"
1225,The Night Before,Sony,81.0,Horror,en,9.014,2015-11-20,6.1,956,"$25,000,000","$43,035,725","$52,427,346"
1226,The Night Before,Sony,81.0,Horror,en,9.014,2015-11-20,6.1,956,"$25,000,000","$43,035,725","$52,427,346"
1227,The Night Before,Sony,86.0,Documentary,en,9.014,2015-11-20,6.1,956,"$25,000,000","$43,035,725","$52,427,346"
1228,The Night Before,Sony,86.0,Documentary,en,9.014,2015-11-20,6.1,956,"$25,000,000","$43,035,725","$52,427,346"
1229,Hot Pursuit,WB (NL),87.0,"Action,Comedy,Crime",en,9.607,2015-05-08,5.6,1000,"$35,000,000","$34,580,201","$45,671,512"
1230,Entourage,WB,104.0,Comedy,en,13.802,2015-06-03,6.2,647,"$30,000,000","$32,363,404","$46,438,538"
1231,Mortdecai,LGF,107.0,"Action,Comedy,Crime",en,13.263,2015-01-23,5.4,1666,"$60,000,000","$7,696,134","$30,396,134"
1232,"McFarland, USA",BV,129.0,"Biography,Drama,Sport",en,8.197,2015-02-20,7.3,358,"$17,000,000","$44,480,275","$45,707,924"
1233,Still Alice,SPC,101.0,Drama,en,10.747,2014-12-05,7.5,1946,"$5,000,000","$18,656,400","$41,699,612"
1234,Legend,Uni.,134.0,Horror,en,10.542,1986-04-18,6.2,509,"$25,000,000","$15,502,112","$23,506,237"
1235,Legend,Uni.,134.0,Horror,en,10.542,1986-04-18,6.2,509,"$25,000,000","$1,872,994","$42,425,450"
1236,Legend,Uni.,134.0,Horror,en,10.542,1986-04-18,6.2,509,"$25,000,000","$15,502,112","$23,506,237"
1237,Legend,Uni.,134.0,Horror,en,10.542,1986-04-18,6.2,509,"$25,000,000","$1,872,994","$42,425,450"
1238,Legend,Uni.,134.0,Horror,en,10.195,2015-11-20,6.8,1692,"$25,000,000","$15,502,112","$23,506,237"
1239,Legend,Uni.,134.0,Horror,en,10.195,2015-11-20,6.8,1692,"$25,000,000","$1,872,994","$42,425,450"
1240,Legend,Uni.,134.0,Horror,en,10.542,1986-04-18,6.2,509,"$25,000,000","$15,502,112","$23,506,237"
