,name,studio,runtime_minutes,genres,original_language,popularity,release_date_x,vote_average,vote_count,production_budget,domestic_gross_y,worldwide_gross
0,Toy Story 3,BV,103.0,"Adventure,Animation,Comedy",en,24.445,2010-06-17,7.7,8340,"$200,000,000","$415,004,880","$1,068,879,522"
1,Inception,WB,148.0,"Action,Adventure,Sci-Fi",en,27.92,2010-07-16,8.3,22186,"$160,000,000","$292,576,195","$835,524,642"
2,Shrek Forever After,P/DW,93.0,"Adventure,Animation,Comedy",en,15.041,2010-05-16,6.1,3843,"$165,000,000","$238,736,787","$756,244,673"
3,The Twilight Saga: Eclipse,Sum.,124.0,"Adventure,Drama,Fantasy",en,20.34,2010-06-23,6.0,4909,"$68,000,000","$300,531,751","$706,102,828"
4,Iron Man 2,Par.,124.0,"Action,Adventure,Sci-Fi",en,28.515,2010-05-07,6.8,12368,"$170,000,000","$312,433,331","$621,156,389"
5,Tangled,BV,100.0,"Adventure,Animation,Comedy",en,21.511,2010-11-24,7.5,6407,"$260,000,000","$200,821,936","$586,477,240"
6,Despicable Me,Uni.,95.0,"Animation,Comedy,Family",en,23.673,2010-07-09,7.2,10057,"$69,000,000","$251,513,985","$543,464,573"
7,How to Train Your Dragon,P/DW,98.0,"Action,Adventure,Animation",en,28.734,2010-03-26,7.7,7610,"$165,000,000","$217,581,232","$494,870,992"
8,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,113.0,"Adventure,Family,Fantasy",en,17.382,2010-12-10,6.3,3196,"$155,000,000","$104,386,950","$418,186,950"
9,The Karate Kid,Sony,140.0,"Action,Drama,Family",en,12.256,2010-06-10,6.3,3140,"$40,000,000","$176,591,618","$351,774,938"
10,The Karate Kid,Sony,140.0,"Action,Drama,Family",en,12.256,2010-06-10,6.3,3140,"$8,000,000","$90,815,558","$90,815,558"
11,Black Swan,FoxS,108.0,"Drama,Thriller",en,13.745,2010-12-03,7.6,8374,"$13,000,000","$106,954,678","$331,266,710"
12,Megamind,P/DW,95.0,"Action,Animation,Comedy",en,22.855,2010-11-04,6.8,3635,"$130,000,000","$148,415,853","$321,887,208"
13,Robin Hood,Uni.,140.0,"Action,Adventure,Drama",en,15.444,2010-05-14,6.3,2569,"$210,000,000","$105,487,148","$322,459,006"
14,Robin Hood,Uni.,140.0,"Action,Adventure,Drama",en,15.444,2010-05-14,6.3,2569,"$99,000,000","$30,824,628","$84,747,441"
15,Robin Hood,Uni.,140.0,"Action,Adventure,Drama",en,0.68,2013-01-31,5.7,3,"$210,000,000","$105,487,148","$322,459,006"
16,Robin Hood,Uni.,140.0,"Action,Adventure,Drama",en,0.68,2013-01-31,5.7,3,"$99,000,000","$30,824,628","$84,747,441"
17,Robin Hood,Uni.,140.0,"Action,Adventure,Drama",en,39.975,2018-11-21,5.8,1194,"$210,000,000","$105,487,148","$322,459,006"
18,Robin Hood,Uni.,140.0,"Action,Adventure,Drama",en,39.975,2018-11-21,5.8,1194,"$99,000,000","$30,824,628","$84,747,441"
19,Robin Hood,Uni.,92.0,"Action,Drama",en,15.444,2010-05-14,6.3,2569,"$210,000,000","$105,487,148","$322,459,006"
20,Robin Hood,Uni.,92.0,"Action,Drama",en,15.444,2010-05-14,6.3,2569,"$99,000,000","$30,824,628","$84,747,441"
21,Robin Hood,Uni.,92.0,"Action,Drama",en,0.68,2013-01-31,5.7,3,"$210,000,000","$105,487,148","$322,459,006"
22,Robin Hood,Uni.,92.0,"Action,Drama",en,0.68,2013-01-31,5.7,3,"$99,000,000","$30,824,628","$84,747,441"
23,Robin Hood,Uni.,92.0,"Action,Drama",en,39.975,2018-11-21,5.8,1194,"$210,000,000","$105,487,148","$322,459,006"
24,Robin Hood,Uni.,92.0,"Action,Drama",en,39.975,2018-11-21,5.8,1194,"$99,000,000","$30,824,628","$84,747,441"
25,Robin Hood,Uni.,116.0,"Action,Adventure,Thriller",en,15.444,2010-05-14,6.3,2569,"$210,000,000","$105,487,148","$322,459,006"
26,Robin Hood,Uni.,116.0,"Action,Adventure,Thriller",en,15.444,2010-05-14,6.3,2569,"$99,000,000","$30,824,628","$84,747,441"
27,Robin Hood,Uni.,116.0,"Action,Adventure,Thriller",en,0.68,2013-01-31,5.7,3,"$210,000,000","$105,487,148","$322,459,006"
28,Robin Hood,Uni.,116.0,"Action,Adventure,Thriller",en,0.68,2013-01-31,5.7,3,"$99,000,000","$30,824,628","$84,747,441"
29,Robin Hood,Uni.,116.0,"Action,Adventure,Thriller",en,39.975,2018-11-21,5.8,1194,"$210,000,000","$105,487,148","$322,459,006"
30,Robin Hood,Uni.,116.0,"Action,Adventure,Thriller",en,39.975,2018-11-21,5.8,1194,"$99,000,000","$30,824,628","$84,747,441"
37,Robin Hood,Uni.,60.0,"Action,Adventure,History",en,15.444,2010-05-14,6.3,2569,"$210,000,000","$105,487,148","$322,459,006"
38,Robin Hood,Uni.,60.0,"Action,Adventure,History",en,15.444,2010-05-14,6.3,2569,"$99,000,000","$30,824,628","$84,747,441"
39,Robin Hood,Uni.,60.0,"Action,Adventure,History",en,0.68,2013-01-31,5.7,3,"$210,000,000","$105,487,148","$322,459,006"
40,Robin Hood,Uni.,60.0,"Action,Adventure,History",en,0.68,2013-01-31,5.7,3,"$99,000,000","$30,824,628","$84,747,441"
41,Robin Hood,Uni.,60.0,"Action,Adventure,History",en,39.975,2018-11-21,5.8,1194,"$210,000,000","$105,487,148","$322,459,006"
42,Robin Hood,Uni.,60.0,"Action,Adventure,History",en,39.975,2018-11-21,5.8,1194,"$99,000,000","$30,824,628","$84,747,441"
43,The Last Airbender,Par.,103.0,"Action,Adventure,Family",en,16.595,2010-07-01,4.6,2143,"$150,000,000","$131,772,187","$319,713,881"
44,Little Fockers,Uni.,98.0,"Comedy,Romance",en,12.153,2010-12-21,5.6,1883,"$100,000,000","$148,438,600","$310,650,574"
45,Resident Evil: Afterlife,SGem,96.0,"Action,Adventure,Horror",en,0.667,2010-09-10,5.9,2119,"$57,500,000","$60,128,566","$295,874,190"
46,Shutter Island,Par.,138.0,"Mystery,Thriller",en,18.06,2010-02-18,8.1,12625,"$80,000,000","$128,012,934","$299,461,782"
47,Salt,Sony,100.0,"Action,Mystery,Thriller",en,13.025,2010-07-23,6.3,3240,"$130,000,000","$118,311,368","$290,650,494"
48,Salt,Sony,100.0,"Action,Mystery,Thriller",en,0.632,2012-08-06,1.0,1,"$130,000,000","$118,311,368","$290,650,494"
49,Sex and the City 2,WB (NL),146.0,"Comedy,Drama,Romance",en,9.986,2010-05-27,5.9,809,"$95,000,000","$95,347,692","$294,680,778"
50,The Tourist,Sony,103.0,"Action,Adventure,Thriller",en,10.307,2010-12-10,6.1,3133,"$100,000,000","$67,631,157","$278,731,369"
51,The Expendables,LGF,103.0,"Action,Adventure,Thriller",en,21.517,2010-08-03,6.1,4647,"$82,000,000","$103,068,524","$268,268,174"
52,Grown Ups,Sony,102.0,Comedy,en,14.291,2010-06-24,6.1,3171,"$75,000,000","$162,001,186","$272,223,430"
53,True Grit,Par.,110.0,"Adventure,Drama,Western",en,13.118,2010-12-22,7.2,2816,"$35,000,000","$171,243,005","$252,276,928"
54,Gulliver's Travels,Fox,85.0,"Adventure,Comedy,Family",en,10.768,2010-12-25,5.1,1282,"$112,000,000","$42,779,261","$232,017,848"
55,The Social Network,Sony,120.0,"Biography,Drama",en,15.889,2010-10-01,7.2,6116,"$40,000,000","$96,962,694","$224,922,135"
56,Valentine's Day,WB (NL),125.0,"Comedy,Romance",en,11.187,2010-02-11,5.8,1907,"$52,000,000","$110,485,654","$217,569,328"
57,The Sorcerer's Apprentice,BV,109.0,"Action,Adventure,Family",en,14.463,2010-07-13,5.9,2879,"$160,000,000","$63,150,991","$217,986,320"
58,Due Date,WB,95.0,"Adventure,Comedy",en,12.445,2010-11-04,6.3,2973,"$65,000,000","$100,539,043","$211,739,043"
59,Eat Pray Love,Sony,133.0,"Drama,Romance",en,9.991,2010-08-12,6.0,1208,"$60,000,000","$80,574,010","$206,598,789"
60,Yogi Bear,WB,80.0,"Adventure,Animation,Comedy",en,9.096,2010-12-17,5.3,387,"$80,000,000","$100,246,011","$204,774,690"
62,Red,Sum.,26.0,"Biography,Documentary,Drama",en,0.6,2014-01-01,5.0,1,"$60,000,000","$90,380,162","$196,439,693"
63,Red,Sum.,82.0,"Documentary,History",en,0.6,2014-01-01,5.0,1,"$60,000,000","$90,380,162","$196,439,693"
64,Red,Sum.,107.0,Drama,en,0.6,2014-01-01,5.0,1,"$60,000,000","$90,380,162","$196,439,693"
65,Red,Sum.,90.0,Drama,en,0.6,2014-01-01,5.0,1,"$60,000,000","$90,380,162","$196,439,693"
66,Paranormal Activity 2,Par.,91.0,Horror,en,8.163,2010-10-21,5.7,1342,"$3,000,000","$84,752,907","$177,512,032"
67,The A-Team,Fox,117.0,"Action,Adventure,Thriller",en,17.097,2010-06-11,6.3,2703,"$110,000,000","$77,222,099","$177,241,171"
68,The Other Guys,Sony,107.0,"Action,Comedy,Crime",en,13.508,2010-08-06,6.2,2187,"$100,000,000","$119,219,978","$170,936,470"
69,Unstoppable,Fox,98.0,"Action,Thriller",en,14.01,2010-11-12,6.4,1913,"$95,000,000","$81,562,942","$165,720,921"
70,Unstoppable,Fox,98.0,"Action,Thriller",en,0.6,2013-09-24,1.6,4,"$95,000,000","$81,562,942","$165,720,921"
71,Unstoppable,Fox,53.0,"Biography,Documentary,History",en,14.01,2010-11-12,6.4,1913,"$95,000,000","$81,562,942","$165,720,921"
72,Unstoppable,Fox,53.0,"Biography,Documentary,History",en,0.6,2013-09-24,1.6,4,"$95,000,000","$81,562,942","$165,720,921"
73,Unstoppable,Fox,65.0,Documentary,en,14.01,2010-11-12,6.4,1913,"$95,000,000","$81,562,942","$165,720,921"
74,Unstoppable,Fox,65.0,Documentary,en,0.6,2013-09-24,1.6,4,"$95,000,000","$81,562,942","$165,720,921"
75,Unstoppable,Fox,12.0,Documentary,en,14.01,2010-11-12,6.4,1913,"$95,000,000","$81,562,942","$165,720,921"
76,Unstoppable,Fox,12.0,Documentary,en,0.6,2013-09-24,1.6,4,"$95,000,000","$81,562,942","$165,720,921"
77,Unstoppable,Fox,116.0,"Action,Crime",en,14.01,2010-11-12,6.4,1913,"$95,000,000","$81,562,942","$165,720,921"
78,Unstoppable,Fox,116.0,"Action,Crime",en,0.6,2013-09-24,1.6,4,"$95,000,000","$81,562,942","$165,720,921"
79,Unstoppable,Fox,52.0,Documentary,en,14.01,2010-11-12,6.4,1913,"$95,000,000","$81,562,942","$165,720,921"
80,Unstoppable,Fox,52.0,Documentary,en,0.6,2013-09-24,1.6,4,"$95,000,000","$81,562,942","$165,720,921"
81,Unstoppable,Fox,84.0,Documentary,en,14.01,2010-11-12,6.4,1913,"$95,000,000","$81,562,942","$165,720,921"
82,Unstoppable,Fox,84.0,Documentary,en,0.6,2013-09-24,1.6,4,"$95,000,000","$81,562,942","$165,720,921"
83,The Book of Eli,WB,118.0,"Action,Adventure,Drama",en,18.985,2010-01-11,6.7,3495,"$80,000,000","$94,835,059","$158,750,817"
84,The Town,WB,125.0,"Crime,Drama,Thriller",en,13.476,2010-09-17,7.1,2386,"$37,000,000","$92,186,262","$152,566,881"
85,The Town,WB,101.0,Horror,en,13.476,2010-09-17,7.1,2386,"$37,000,000","$92,186,262","$152,566,881"
86,Date Night,Fox,88.0,"Comedy,Crime,Romance",en,12.498,2010-04-08,6.0,1743,"$55,000,000","$98,711,404","$152,269,033"
87,Legend of the Guardians: The Owls of Ga'Hoole,WB,97.0,"Action,Adventure,Animation",en,10.754,2010-09-24,6.6,1223,"$100,000,000","$55,675,313","$139,716,717"
88,The Wolfman,Uni.,103.0,"Drama,Fantasy,Horror",en,14.03,2010-02-12,5.7,1009,"$150,000,000","$62,189,884","$142,634,358"
89,The Bounty Hunter,Sony,110.0,"Action,Comedy,Romance",en,9.861,2010-03-19,5.7,1627,"$45,000,000","$67,061,228","$135,808,837"
91,The Fighter,Par.,116.0,"Biography,Drama,Sport",en,10.395,2010-12-17,7.3,2325,"$11,000,000","$93,617,009","$129,262,388"
92,Predators,Fox,107.0,"Action,Adventure,Sci-Fi",en,16.216,2010-07-03,6.1,1979,"$40,000,000","$52,000,688","$127,234,389"
93,Dear John,SGem,108.0,"Drama,Romance,War",en,12.048,2010-02-04,6.8,2676,"$25,000,000","$80,014,842","$142,033,509"
94,Cats & Dogs: The Revenge of Kitty Galore,WB,82.0,"Action,Comedy,Family",en,10.544,2010-07-30,4.9,273,"$85,000,000","$43,585,753","$113,026,383"
95,Tooth Fairy,Fox,101.0,"Comedy,Family,Fantasy",en,12.65,2010-01-22,5.3,1058,"$48,000,000","$60,022,256","$112,610,386"
96,Tooth Fairy,Fox,86.0,Horror,en,12.65,2010-01-22,5.3,1058,"$48,000,000","$60,022,256","$112,610,386"
97,Hereafter,WB,129.0,"Drama,Fantasy,Romance",en,7.886,2010-10-22,5.9,848,"$50,000,000","$32,746,941","$108,660,270"
98,The Girl with the Dragon Tattoo,MBox,158.0,"Crime,Drama,Mystery",en,17.823,2011-12-14,7.3,3971,"$90,000,000","$102,515,793","$239,373,970"
99,Killers,LGF,100.0,"Action,Comedy,Romance",en,10.221,2010-06-04,5.8,1314,"$75,000,000","$47,059,963","$95,572,749"
100,Killers,LGF,137.0,"Action,Crime,Drama",en,10.221,2010-06-04,5.8,1314,"$75,000,000","$47,059,963","$95,572,749"
101,Kick-Ass,LGF,117.0,"Action,Comedy",en,13.08,2010-04-16,7.1,7540,"$28,000,000","$48,071,303","$97,531,134"
102,Green Zone,Uni.,115.0,"Action,Drama,Thriller",en,11.519,2010-03-11,6.4,1176,"$100,000,000","$35,497,337","$97,523,020"
103,Get Him to the Greek,Uni.,109.0,"Adventure,Comedy,Music",en,8.485,2010-06-04,5.9,980,"$40,000,000","$61,153,526","$91,455,875"
104,Burlesque,SGem,119.0,"Drama,Music,Musical",en,8.676,2010-11-23,7.1,1195,"$55,000,000","$39,440,655","$90,552,675"
106,The Last Song,BV,107.0,"Drama,Music,Romance",en,9.237,2010-03-31,7.2,2199,"$20,000,000","$62,950,384","$92,678,948"
107,Dinner for Schmucks,P/DW,114.0,Comedy,en,6.632,2010-07-30,5.6,920,"$69,000,000","$73,026,337","$86,796,502"
108,Marmaduke,Fox,87.0,"Comedy,Family",en,8.487,2010-06-04,5.1,367,"$50,000,000","$33,644,788","$89,895,930"
109,Piranha 3D,W/Dim.,88.0,"Comedy,Horror",en,11.302,2010-08-20,5.3,1029,"$24,000,000","$25,003,155","$83,660,160"
110,Edge of Darkness,WB,117.0,"Crime,Drama,Mystery",en,11.252,2010-01-29,6.3,794,"$60,000,000","$43,313,890","$82,812,456"
111,Edge of Darkness,WB,117.0,"Crime,Drama,Mystery",en,0.6,2015-11-01,7.0,1,"$60,000,000","$43,313,890","$82,812,456"
112,Vampires Suck,Fox,82.0,Comedy,en,8.992,2010-08-18,4.1,658,"$20,000,000","$36,661,504","$81,424,988"
113,Letters to Juliet,Sum.,105.0,"Adventure,Comedy,Drama",en,9.394,2010-05-14,6.9,1706,"$30,000,000","$53,032,453","$82,148,538"
114,Diary of a Wimpy Kid,Fox,94.0,"Comedy,Drama,Family",en,12.256,2010-03-19,6.0,736,"$15,000,000","$64,003,625","$76,954,311"
115,Easy A,SGem,92.0,"Comedy,Drama,Romance",en,14.69,2010-09-17,6.8,4168,"$8,000,000","$58,401,464","$76,200,721"
116,Takers,SGem,107.0,"Action,Crime,Thriller",en,8.969,2010-08-26,6.2,605,"$32,000,000","$57,744,720","$70,587,268"
117,The American,Focus,105.0,"Crime,Drama,Thriller",en,9.042,2010-09-01,5.8,690,"$20,000,000","$35,606,376","$67,950,723"
118,The Last Exorcism,LGF,87.0,"Drama,Horror,Thriller",en,9.35,2010-08-27,5.6,519,"$1,800,000","$41,034,350","$70,165,900"
119,The Next Three Days,LGF,133.0,"Action,Crime,Drama",en,11.147,2010-11-19,7.0,1469,"$30,000,000","$21,148,651","$67,255,916"
120,Skyline,Uni.,92.0,"Action,Sci-Fi,Thriller",en,8.847,2010-11-12,4.8,833,"$10,000,000","$21,416,355","$68,264,973"
121,Hot Tub Time Machine,MGM,101.0,"Comedy,Sci-Fi",en,10.15,2010-03-26,6.0,1383,"$36,000,000","$50,269,859","$65,967,750"
122,Devil,Uni.,80.0,"Horror,Mystery,Thriller",en,10.203,2010-09-17,5.9,1516,"$10,000,000","$33,679,655","$63,354,114"
123,Devil,Uni.,89.0,Drama,en,10.203,2010-09-17,5.9,1516,"$10,000,000","$33,679,655","$63,354,114"
124,127 Hours,FoxS,94.0,"Adventure,Biography,Drama",en,11.435,2010-11-05,7.0,4469,"$18,000,000","$18,335,230","$60,217,171"
125,Secretariat,BV,123.0,"Biography,Drama,Family",en,9.059,2010-10-08,7.0,200,"$35,000,000","$59,699,513","$60,376,247"
126,The Ghost Writer,Sum.,128.0,"Drama,Mystery,Thriller",en,7.829,2010-02-12,6.8,1135,"$45,000,000","$15,541,549","$65,532,491"
127,Morning Glory,Par.,107.0,"Comedy,Drama,Romance",en,10.595,2010-11-10,6.3,717,"$40,000,000","$31,011,732","$59,795,070"
128,Remember Me,Sum.,113.0,"Drama,Romance",en,11.453,2010-03-12,7.1,2079,"$16,000,000","$19,068,240","$56,506,120"
129,Remember Me,Sum.,85.0,Comedy,en,11.453,2010-03-12,7.1,2079,"$16,000,000","$19,068,240","$56,506,120"
132,Cop Out,WB,107.0,"Action,Comedy,Crime",en,8.82,2010-02-26,5.4,796,"$37,000,000","$44,875,481","$55,909,910"
133,The Crazies,Over.,101.0,"Horror,Thriller",en,12.246,2010-02-26,6.2,1036,"$19,000,000","$39,123,589","$56,445,534"
134,The Switch,Mira.,101.0,"Comedy,Drama,Romance",en,7.745,2010-08-20,6.1,1008,"$19,000,000","$27,758,465","$49,858,465"
135,She's Out of My League,Par.,104.0,"Comedy,Romance",en,7.775,2010-03-12,6.1,970,"$20,000,000","$32,010,860","$48,680,977"
136,Charlie St. Cloud,Uni.,99.0,"Drama,Fantasy,Romance",en,9.454,2010-05-01,6.9,1398,"$44,000,000","$31,206,263","$48,478,084"
137,The Spy Next Door,LGF,94.0,"Action,Comedy,Family",en,10.746,2010-01-15,5.7,650,"$28,000,000","$24,307,106","$46,752,858"
138,Machete,Fox,105.0,"Action,Crime,Thriller",en,12.557,2010-09-03,6.3,1862,"$12,500,000","$26,593,646","$46,370,970"
139,Going the Distance,WB (NL),102.0,"Comedy,Romance",en,8.281,2010-09-03,6.0,394,"$32,000,000","$17,804,299","$43,603,990"
140,Going the Distance,WB (NL),65.0,Comedy,en,8.281,2010-09-03,6.0,394,"$32,000,000","$17,804,299","$43,603,990"
142,For Colored Girls,LGF,133.0,Drama,en,2.858,2010-11-05,6.8,33,"$21,000,000","$37,729,698","$38,017,873"
143,Furry Vengeance,Sum.,92.0,"Comedy,Family",en,9.45,2010-04-02,4.6,283,"$35,000,000","$17,630,465","$39,340,177"
144,Faster,CBS,98.0,"Action,Crime,Drama",en,14.172,2010-11-23,6.2,895,"$24,000,000","$23,240,020","$35,792,945"
145,The Kids Are All Right,Focus,106.0,"Comedy,Drama,Romance",en,8.426,2010-07-09,6.6,854,"$4,000,000","$20,811,365","$36,275,469"
146,You Will Meet a Tall Dark Stranger,SPC,98.0,"Comedy,Drama,Romance",en,6.209,2010-05-23,5.8,431,"$15,000,000","$3,247,816","$34,247,816"
147,Leap Year,Uni.,100.0,"Comedy,Romance",en,11.821,2010-01-08,6.7,990,"$19,000,000","$25,918,920","$32,618,920"
148,Leap Year,Uni.,100.0,"Comedy,Romance",es,2.563,2011-06-24,5.6,30,"$19,000,000","$25,918,920","$32,618,920"
149,Leap Year,Uni.,94.0,"Drama,Romance",en,11.821,2010-01-08,6.7,990,"$19,000,000","$25,918,920","$32,618,920"
150,Leap Year,Uni.,94.0,"Drama,Romance",es,2.563,2011-06-24,5.6,30,"$19,000,000","$25,918,920","$32,618,920"
151,You Again,BV,105.0,"Comedy,Family,Romance",en,10.208,2010-09-24,6.2,734,"$20,000,000","$25,702,053","$32,838,945"
152,The Losers,WB,97.0,"Action,Adventure,Crime",en,10.202,2010-04-23,6.2,844,"$25,000,000","$23,591,432","$29,863,840"
153,The Losers,WB,112.0,Drama,en,10.202,2010-04-23,6.2,844,"$25,000,000","$23,591,432","$29,863,840"
154,Ramona and Beezus,Fox,103.0,"Adventure,Comedy,Family",en,7.442,2010-07-23,6.3,460,"$15,000,000","$26,167,002","$27,469,621"
155,Let Me In,Over.,116.0,"Drama,Fantasy,Horror",en,9.716,2010-10-01,6.7,1061,"$20,000,000","$12,134,935","$28,270,399"
156,Let Me In,Over.,116.0,"Drama,Fantasy,Horror",en,0.675,2016-06-20,7.0,2,"$20,000,000","$12,134,935","$28,270,399"
157,Let Me In,Over.,74.0,Horror,en,9.716,2010-10-01,6.7,1061,"$20,000,000","$12,134,935","$28,270,399"
158,Let Me In,Over.,74.0,Horror,en,0.675,2016-06-20,7.0,2,"$20,000,000","$12,134,935","$28,270,399"
159,Just Wright,FoxS,100.0,"Comedy,Romance,Sport",en,7.047,2010-05-14,6.2,211,"$12,000,000","$21,540,363","$21,867,665"
160,Our Family Wedding,FoxS,103.0,"Comedy,Romance",en,5.025,2010-03-12,5.5,57,"$14,000,000","$20,255,281","$21,410,546"
161,My Soul to Take,Uni.,107.0,"Horror,Mystery,Thriller",en,9.808,2010-10-08,5.4,247,"$25,000,000","$14,744,435","$16,727,470"
162,Country Strong,SGem,117.0,"Drama,Music",en,7.567,2010-12-22,6.3,126,"$15,000,000","$20,218,921","$20,601,987"
163,Another Year,SPC,129.0,"Comedy,Drama",en,9.394,2010-12-29,7.0,150,"$8,000,000","$3,205,706","$20,005,613"
164,Another Year,SPC,129.0,"Comedy,Drama",ru,1.004,2014-03-08,6.3,4,"$8,000,000","$3,205,706","$20,005,613"
165,Another Year,SPC,107.0,"Drama,Romance",en,9.394,2010-12-29,7.0,150,"$8,000,000","$3,205,706","$20,005,613"
166,Another Year,SPC,107.0,"Drama,Romance",ru,1.004,2014-03-08,6.3,4,"$8,000,000","$3,205,706","$20,005,613"
167,Another Year,SPC,181.0,Documentary,en,9.394,2010-12-29,7.0,150,"$8,000,000","$3,205,706","$20,005,613"
168,Another Year,SPC,181.0,Documentary,ru,1.004,2014-03-08,6.3,4,"$8,000,000","$3,205,706","$20,005,613"
169,Buried,LGF,95.0,"Drama,Mystery,Thriller",en,10.888,2010-09-24,6.6,1487,"$1,987,650","$1,044,143","$21,270,290"
170,Buried,LGF,88.0,Documentary,en,10.888,2010-09-24,6.6,1487,"$1,987,650","$1,044,143","$21,270,290"
171,Buried,LGF,95.0,Thriller,en,10.888,2010-09-24,6.6,1487,"$1,987,650","$1,044,143","$21,270,290"
172,Repo Men,Uni.,111.0,"Action,Crime,Sci-Fi",en,12.437,2010-03-19,6.2,976,"$32,000,000","$13,942,007","$18,195,238"
173,The Nutcracker in 3D,Free,110.0,"Action,Family,Fantasy",en,7.566,2010-11-24,5.5,97,"$90,000,000","$195,459","$20,466,016"
174,Sea Rex 3D: Journey to a Prehistoric World,3D,41.0,Documentary,en,2.746,2010-05-14,7.4,12,"$5,000,000","$6,096,582","$16,515,203"
175,Extraordinary Measures,CBS,106.0,Drama,en,6.3,2010-01-21,6.3,153,"$31,000,000","$12,482,741","$15,826,984"
176,Somewhere,Focus,97.0,"Comedy,Drama",en,7.596,2010-12-22,6.1,376,"$7,000,000","$1,785,645","$17,023,121"
177,Winter's Bone,RAtt.,100.0,"Drama,Mystery",en,9.824,2010-06-11,6.9,931,"$2,000,000","$6,531,503","$16,131,551"
178,Made in Dagenham,SPC,113.0,"Biography,Comedy,Drama",en,7.275,2010-11-19,6.6,150,"$8,000,000","$1,095,369","$15,644,196"
179,Blue Valentine,Wein.,112.0,"Drama,Romance",en,8.994,2010-12-29,6.9,1677,"$1,000,000","$9,737,892","$16,566,240"
180,Blue Valentine,Wein.,112.0,"Drama,Romance",en,8.994,2010-12-29,6.9,1677,"$1,000,000","$9,737,892","$16,566,240"
181,Chloe,SPC,73.0,"Drama,Music,Romance",en,8.807,2010-03-26,5.9,940,"$13,000,000","$3,075,255","$11,831,131"
182,Chloe,SPC,6.0,"Documentary,Family",en,8.807,2010-03-26,5.9,940,"$13,000,000","$3,075,255","$11,831,131"
183,The Warrior's Way,Rela.,100.0,"Action,Fantasy,Western",en,8.259,2010-12-03,6.1,203,"$42,000,000","$5,666,340","$8,514,325"
184,Jonah Hex,WB,81.0,"Action,Drama,Fantasy",en,13.467,2010-06-18,4.6,708,"$47,000,000","$10,547,117","$11,022,696"
185,Cyrus,FoxS,87.0,"Crime,Horror,Mystery",en,7.735,2010-06-18,6.0,201,"$7,000,000","$7,468,936","$10,062,896"
186,Cyrus,FoxS,91.0,"Comedy,Drama,Romance",en,7.735,2010-06-18,6.0,201,"$7,000,000","$7,468,936","$10,062,896"
187,Conviction,FoxS,107.0,"Biography,Crime,Drama",en,7.51,2010-10-15,7.2,297,"$12,500,000","$6,797,696","$11,826,980"
189,Conviction,FoxS,110.0,Drama,en,7.51,2010-10-15,7.2,297,"$12,500,000","$6,797,696","$11,826,980"
190,Stone,Over.,105.0,"Drama,Thriller",en,8.401,2010-10-22,5.2,334,"$22,000,000","$1,810,078","$4,065,020"
191,Stone,Over.,105.0,"Drama,Thriller",ru,2.84,2012-06-06,4.9,8,"$22,000,000","$1,810,078","$4,065,020"
192,Stone,Over.,90.0,"Crime,Drama,Thriller",en,8.401,2010-10-22,5.2,334,"$22,000,000","$1,810,078","$4,065,020"
193,Stone,Over.,90.0,"Crime,Drama,Thriller",ru,2.84,2012-06-06,4.9,8,"$22,000,000","$1,810,078","$4,065,020"
194,Stone,Over.,114.0,"Action,Sci-Fi",en,8.401,2010-10-22,5.2,334,"$22,000,000","$1,810,078","$4,065,020"
195,Stone,Over.,114.0,"Action,Sci-Fi",ru,2.84,2012-06-06,4.9,8,"$22,000,000","$1,810,078","$4,065,020"
196,Never Let Me Go,FoxS,103.0,"Drama,Romance,Sci-Fi",en,10.012,2010-09-15,6.8,1294,"$15,000,000","$2,434,652","$11,173,718"
198,MacGruber,Uni.,90.0,"Action,Comedy,Romance",en,7.666,2010-05-21,5.3,270,"$10,000,000","$8,525,600","$8,629,895"
199,Inside Job,SPC,109.0,"Crime,Documentary",en,9.514,2010-10-08,7.8,466,"$2,000,000","$4,311,834","$7,799,257"
200,The Joneses,RAtt.,117.0,"Comedy,Drama",en,6.424,2010-04-16,6.2,312,"$10,000,000","$1,475,746","$3,541,565"
201,The Joneses,RAtt.,117.0,"Comedy,Drama",en,0.634,2016-04-28,6.0,1,"$10,000,000","$1,475,746","$3,541,565"
202,The Joneses,RAtt.,80.0,"Biography,Documentary",en,6.424,2010-04-16,6.2,312,"$10,000,000","$1,475,746","$3,541,565"
203,The Joneses,RAtt.,80.0,"Biography,Documentary",en,0.634,2016-04-28,6.0,1,"$10,000,000","$1,475,746","$3,541,565"
204,Centurion,Magn.,97.0,"Action,Adventure,Drama",en,13.548,2010-02-15,6.1,673,"$15,000,000","$123,570","$7,885,048"
205,Animal Kingdom,SPC,113.0,"Crime,Drama",en,10.188,2010-08-13,6.8,399,"$4,200,000","$1,044,039","$8,078,683"
206,Animal Kingdom,SPC,121.0,"Drama,Fantasy,Horror",en,10.188,2010-08-13,6.8,399,"$4,200,000","$1,044,039","$8,078,683"
207,It's Kind of a Funny Story,Focus,101.0,"Comedy,Drama,Romance",en,10.01,2010-10-08,7.0,1324,"$8,000,000","$6,363,628","$6,632,950"
208,Rabbit Hole,LGF,91.0,Drama,en,9.389,2010-12-16,6.8,292,"$5,000,000","$2,229,058","$6,205,034"
