movie_id,movie_name,release_year_movies,runtime_minutes,genres,averagerating,numvotes,release_date,production_budget,domestic_gross,worldwide_gross
tt1270761,don't be afraid of the dark,1970,99,"fantasy,horror,thriller",5.6,44490,2011-08-26,25000000,24046682,39126427
tt1270798,x-men: first class,1970,131,"action,adventure,sci-fi",7.7,608930,2011-06-03,160000000,146408305,355408305
tt1272878,2 guns,1970,109,"action,comedy,crime",6.7,182025,2013-08-02,61000000,75612460,132493015
tt1273221,london fields,1970,118,"crime,mystery,thriller",4.3,2871,2018-10-26,8000000,252676,433732
tt1273678,the spy next door,1970,94,"action,comedy,family",5.5,36767,2010-01-15,28000000,24307106,46752858
tt1274586,dying of the light,1970,94,"drama,thriller",4.4,8888,2014-12-05,5000000,0,74639
tt1276104,looper,1970,113,"action,crime,drama",7.4,500595,2012-09-28,30000000,66486205,170466405
tt1277953,madagascar 3: europe's most wanted,1970,93,"adventure,animation,comedy",6.8,146858,2012-06-08,145000000,216391482,746921271
tt1279935,date night,1970,88,"comedy,crime,romance",6.3,144683,2010-04-09,55000000,98711404,152269033
tt1282140,easy a,1970,92,"comedy,drama,romance",7.1,330125,2010-09-17,8000000,58401464,76200721
tt1284575,bad teacher,1970,92,"comedy,romance",5.7,181189,2011-06-24,19000000,100292856,215448997
tt1285016,the social network,1970,120,"biography,drama",7.7,568578,2010-10-01,40000000,96962694,224922135
tt1288558,evil dead,1970,91,"fantasy,horror,thriller",6.5,146399,2013-04-05,17000000,54239856,97778356
tt1291584,warrior,1970,140,"drama,sport",8.2,403755,2011-09-09,25000000,13657115,24215385
tt1292566,how to be single,1970,110,"comedy,drama,romance",6.1,74329,2016-02-12,37000000,46843513,100003780
tt1293847,xxx: return of xander cage,1970,107,"action,adventure,thriller",5.2,77976,2017-01-20,85000000,44898413,345033359
tt1294226,the last song,1970,107,"drama,music,romance",6.0,74914,2010-03-31,20000000,62950384,92678948
tt1298649,the watch,1970,102,"action,comedy,horror",5.7,115757,2012-07-27,55000000,34353000,67130045
tt1298650,pirates of the caribbean: on stranger tides,1970,136,"action,adventure,fantasy",6.6,447624,2011-05-20,410600000,241063875,1045663875
tt1300854,iron man 3,1970,130,"action,adventure,sci-fi",7.2,692794,2013-05-03,200000000,408992272,1215392272
tt1302011,kung fu panda 2,1970,90,"action,adventure,animation",7.2,228465,2011-05-26,150000000,165249063,664837547
tt1303803,standing ovation,1970,105,musical,3.3,658,2010-07-16,5600000,531806,531806
tt1305583,our family wedding,1970,103,"comedy,romance",4.9,6417,2010-03-12,14000000,20255281,21410546
tt1305591,mars needs moms,1970,88,"adventure,animation,family",5.4,19823,2011-03-11,150000000,21392758,39549758
tt1306980,50/50,1970,100,"comedy,drama,romance",7.7,300475,2011-09-30,8000000,35016118,41334735
tt1307068,seeking a friend for the end of the world,1970,101,"adventure,comedy,drama",6.7,102047,2012-06-22,10000000,7078738,11766959
tt1307926,go for it!,1970,105,"drama,musical",3.9,1072,2011-05-13,2450000,180237,182358
tt1308729,bullet to the head,1970,92,"action,crime,thriller",5.7,44816,2013-02-01,55000000,9489829,22597969
tt1316616,there be dragons,1970,122,"biography,drama,war",5.8,4326,2011-05-06,36000000,1069334,4020990
tt1318514,rise of the planet of the apes,1970,105,"action,drama,sci-fi",7.6,473020,2011-08-05,93000000,176760185,470986200
tt1319716,it's a wonderful afterlife,1970,100,"comedy,drama,fantasy",5.4,1361,2010-10-08,10000000,0,1642939
tt1320244,the last exorcism,1970,87,"drama,horror,thriller",5.6,45815,2010-08-27,1800000,41034350,70165900
tt1320253,the expendables,1970,103,"action,adventure,thriller",6.5,307897,2010-08-13,82000000,103068524,268268174
tt1320291,the reef,1970,94,"adventure,drama,horror",5.8,15194,2010-12-31,10000000,0,15037867
tt1321511,oldboy,1970,104,"action,drama,mystery",5.8,63231,2005-03-25,3000000,707391,6239723
tt1321860,the beaver,1970,91,drama,6.7,45173,2011-05-06,21000000,970816,5046038
tt1321870,gangster squad,1970,113,"action,crime,drama",6.7,195560,2013-01-11,60000000,46000903,104100903
tt1322269,august: osage county,1970,121,"comedy,drama",7.2,79383,2013-12-25,25000000,37738810,50738810
tt1322312,going the distance,1970,102,"comedy,romance",6.3,54421,2010-09-03,32000000,17804299,43603990
tt1323594,despicable me,1970,95,"animation,comedy,family",7.7,464511,2010-07-09,69000000,251513985,543464573
tt1325004,the twilight saga: eclipse,1970,124,"adventure,drama,fantasy",5.0,211733,2010-06-30,68000000,300531751,706102828
tt1327194,the lucky one,1970,101,"drama,romance",6.5,94359,2012-04-20,25000000,60457138,96633833
tt1327709,cyrus,1970,87,"crime,horror,mystery",4.7,944,2010-06-18,7000000,7468936,10062896
tt1327773,lee daniels' the butler,1970,132,"biography,drama",7.2,102468,2013-08-16,30000000,116632095,177025498
tt1333125,movie 43,1970,94,comedy,4.3,92980,2013-01-25,10000000,8840453,31164747
tt1334260,never let me go,1970,103,"drama,romance,sci-fi",7.1,130084,2010-09-15,15000000,2434652,11173718
tt1334512,arthur,1970,110,"comedy,romance",5.7,49013,2011-04-08,40000000,33035397,47787943
tt1334553,the perfect host,1970,93,"comedy,crime,thriller",6.8,23378,2011-07-01,1000000,48764,51587
tt1335975,47 ronin,1970,128,"action,adventure,drama",6.3,135754,2013-12-25,175000000,38362475,151716815
tt1336608,rock of ages,1970,123,"comedy,drama,musical",5.9,69910,2012-06-15,70000000,38518613,61031932
tt1340800,tinker tailor soldier spy,1970,122,"drama,mystery,thriller",7.1,174890,2011-12-09,21000000,24149393,81452811
tt1341167,four lions,1970,97,"comedy,crime,drama",7.3,66209,2010-11-05,3750000,310007,2436111
tt1343727,dredd,1970,95,"action,crime,sci-fi",7.1,234616,2012-09-21,45000000,13414714,41467606
tt1345836,the dark knight rises,1970,164,"action,thriller",8.4,1387769,2012-07-20,275000000,448139099,1084439099
tt1351685,jack the giant slayer,1970,114,"adventure,fantasy",6.3,123127,2013-03-01,195000000,65187603,197687603
tt1355630,if i stay,1970,107,"drama,fantasy,music",6.8,107625,2014-08-22,11000000,50474843,78356170
tt1355631,the infiltrator,1970,127,"biography,crime,drama",7.0,61547,2016-07-13,47500000,15436808,20718104
tt1355644,passengers,1970,116,"drama,romance,sci-fi",7.0,311083,2016-12-21,110000000,100014699,302239672
tt1355683,black mass,1970,123,"biography,crime,drama",6.9,155847,2015-09-18,53000000,62575678,98837872
tt1361313,the extra man,1970,108,comedy,5.9,4580,2010-07-30,7000000,453377,492108
tt1365519,tomb raider,1970,119,"action,adventure,fantasy",6.3,163560,2018-03-16,90000000,58250803,273477501
tt1366338,lowriders,1970,98,"adventure,crime,drama",5.7,1954,2017-05-12,916000,6179955,6188421
tt1366365,the cold light of day,1970,93,"action,thriller",4.9,33039,2012-09-07,20000000,3763583,25361206
tt1371111,cloud atlas,1970,172,"action,drama,mystery",7.4,326473,2012-10-26,102000000,27108272,130673154
tt1371150,this is where i leave you,1970,103,"comedy,drama",6.6,65202,2014-09-19,20000000,34296320,41296320
tt1371155,made in dagenham,1970,113,"biography,comedy,drama",7.2,13121,2010-11-19,8000000,1095369,15644196
tt1372689,stranded,1970,103,"horror,mystery",5.1,800,2013-07-26,1900000,0,285593
tt1374989,pride and prejudice and zombies,1970,108,"action,comedy,horror",5.8,46187,2016-02-05,28000000,10907291,16638300
tt1374992,upside down,1970,109,"drama,fantasy,romance",6.4,66347,2013-03-15,50000000,102118,26387039
tt1375666,inception,1970,148,"action,adventure,sci-fi",8.8,1841066,2010-07-16,160000000,292576195,835524642
tt1375670,grown ups,1970,102,comedy,6.0,210377,2010-06-25,75000000,162001186,272223430
tt1376195,gunless,1970,89,"action,comedy,drama",6.5,3376,2010-04-30,9900000,458054,458054
tt1385826,the adjustment bureau,1970,106,"romance,sci-fi,thriller",7.1,227616,2011-03-04,50200000,62495645,126931325
tt1385867,cop out,1970,107,"action,comedy,crime",5.6,81656,2010-02-26,37000000,44875481,55909910
tt1386588,the other guys,1970,107,"action,comedy,crime",6.7,221664,2010-08-06,100000000,119219978,170936470
tt1386697,suicide squad,1970,123,"action,adventure,fantasy",6.0,533039,2016-08-05,175000000,325100054,746059887
tt1389072,downsizing,1970,135,"drama,sci-fi",5.7,74815,2017-12-22,68000000,24449754,54462971
tt1389137,we bought a zoo,1970,124,"comedy,drama,family",7.1,126849,2011-12-23,50000000,75624550,118729073
tt1389139,when the bough breaks,1970,107,"crime,drama,horror",5.1,4729,2016-09-09,10000000,29747603,30768449
tt1390411,in the heart of the sea,1970,122,"action,adventure,biography",6.9,108628,2015-12-11,100000000,25020758,89693309
tt1390539,the lost medallion: the adventures of billy stone,1970,97,"adventure,family,fantasy",4.9,1502,2013-03-01,2500000,549632,549632
tt1391137,why did i get married too?,1970,121,"comedy,drama,romance",4.6,8653,2010-04-02,20000000,60095852,60831067
tt1392170,the hunger games,1970,142,"action,adventure,sci-fi",7.2,795227,2012-03-23,80000000,408010692,677923379
tt1392190,mad max: fury road,1970,120,"action,adventure,sci-fi",8.1,780910,2015-05-15,150000000,153636354,370098020
tt1392197,marmaduke,1970,87,"comedy,family",4.2,13283,2010-06-04,50000000,33644788,89895930
tt1392214,prisoners,1970,153,"crime,drama,mystery",8.1,526273,2013-09-20,46000000,61002302,113402302
tt1396484,it,1970,135,"horror,thriller",7.4,359123,2017-09-08,35000000,327481748,697457969
tt1397280,taken 2,1970,92,"action,thriller",6.3,273106,2012-10-05,45000000,139854287,377807404
tt1397514,journey 2: the mysterious island,1970,94,"action,adventure,comedy",5.8,83507,2012-02-10,79000000,103860290,318146162
tt1398426,straight outta compton,1970,147,"biography,drama,history",7.9,165307,2015-08-14,28000000,161197785,202182981
tt1399103,transformers: dark of the moon,1970,154,"action,adventure,sci-fi",6.2,366409,2011-06-29,195000000,352390543,1123790543
tt1399683,winter's bone,1970,100,"drama,mystery",7.2,127751,2010-06-11,2000000,6531503,16131551
tt1402488,happy feet two,1970,100,"adventure,animation,comedy",5.9,38396,2011-11-18,135000000,64006466,157956466
tt1403177,hesher,1970,106,"comedy,crime,drama",7.0,48483,2011-05-13,7000000,382946,382946
tt1403865,true grit,1970,110,"adventure,drama,western",7.6,284034,2010-12-22,35000000,171243005,252276928
tt1403981,remember me,1970,113,"drama,romance",7.1,129443,2010-03-12,16000000,19068240,56506120
tt1405500,for colored girls,1970,133,drama,6.1,6728,2010-11-05,21000000,37729698,38017873
tt1407061,just wright,1970,100,"comedy,romance,sport",5.9,12466,2010-05-14,12000000,21540363,21867665
tt1408101,star trek into darkness,1970,132,"action,adventure,sci-fi",7.7,445535,2013-05-16,190000000,228778661,467381584
tt1409024,men in black 3,1970,106,"action,adventure,comedy",6.8,309879,2012-05-25,215000000,179020854,654213485
tt1411238,no strings attached,1970,108,"comedy,romance",6.2,197663,2011-01-21,25000000,70662220,149228078
tt1411250,riddick,1970,119,"action,adventure,sci-fi",6.4,144821,2013-09-06,38000000,42025135,94763758
tt1411664,bucky larson: born to be a star,1970,97,comedy,3.3,10648,2011-09-09,10000000,2529395,2529395
tt1411697,the hangover part ii,1970,102,"comedy,mystery",6.5,432800,2011-05-26,80000000,254464305,586464305
tt1411704,hop,1970,95,"adventure,animation,comedy",5.4,28893,2011-04-01,63000000,108085305,188657593
tt1412386,the best exotic marigold hotel,1970,124,"comedy,drama,romance",7.3,85811,2012-05-04,10000000,46383639,134639780
tt1412528,table 19,1970,87,"comedy,drama,romance",5.8,22751,2017-03-03,5000000,3614896,4620399
tt1413492,12 strong,1970,130,"action,drama,history",6.6,50155,2018-01-19,35000000,45819713,71118378
tt1414378,tracker,1970,102,"action,adventure,drama",6.5,3460,2011-12-31,6500000,0,3149
tt1414382,you again,1970,105,"comedy,family,romance",5.8,46690,2010-09-24,20000000,25702053,32838945
tt1416801,kill the irishman,1970,106,"biography,crime,drama",7.1,41504,2011-03-11,12000000,1188194,1188194
tt1418377,"i, frankenstein",1970,92,"action,fantasy,horror",5.1,74910,2014-01-24,65000000,19075290,74575290
tt1418646,beneath hill 60,1970,122,"drama,history,war",7.1,6903,2014-06-17,9000000,0,3440939
tt1421051,somewhere,1970,97,"comedy,drama",6.3,40250,2010-12-22,7000000,1785645,17023121
tt1422136,a lonely place to die,1970,99,"adventure,crime,thriller",6.3,25547,2012-03-20,4000000,0,442550
tt1423894,barney's version,1970,134,"comedy,drama",7.3,23058,2011-01-14,30000000,7502560,8845575
tt1424381,predators,1970,107,"action,adventure,sci-fi",6.4,199764,2010-07-09,40000000,52000688,127234389
tt1425922,black nativity,1970,93,"drama,family,music",4.6,1901,2013-11-27,17500000,7018188,7285135
tt1428538,hansel & gretel: witch hunters,1970,88,"action,fantasy,horror",6.1,183387,2013-01-25,50000000,55703475,214949716
tt1430132,the wolverine,1970,126,"action,adventure,sci-fi",6.7,401286,2013-07-26,115000000,132556852,416456852
tt1430607,arthur christmas,1970,97,"adventure,animation,comedy",7.1,45439,2011-11-23,85000000,46462469,149717124
tt1430612,brick mansions,1970,90,"action,crime",5.7,37528,2014-04-25,28000000,20396829,73421224
tt1430615,big miracle,1970,107,"biography,drama,family",6.5,17585,2012-02-03,40000000,20157300,25268680
tt1430626,the pirates! band of misfits,1970,88,"adventure,animation,comedy",6.7,41958,2012-04-27,55000000,31051126,136143605
tt1431045,deadpool,1970,108,"action,adventure,comedy",8.0,820847,2016-02-12,58000000,363070709,801025593
tt1433108,faster,1970,98,"action,crime,drama",6.5,93618,2010-11-24,24000000,23240020,35792945
tt1438176,fright night,1970,106,"comedy,horror",6.4,94555,2011-08-19,30000000,18298649,40520649
tt1438254,charlie st. cloud,1970,99,"drama,fantasy,romance",6.5,55016,2010-07-30,44000000,31206263,48478084
tt1440129,battleship,1970,131,"action,adventure,sci-fi",5.8,225342,2012-05-18,220000000,65233400,313477717
tt1440161,a little bit of heaven,1970,106,"comedy,drama,fantasy",6.3,26441,2012-05-04,12500000,10011,1100287
tt1440292,submarine,1970,97,"comedy,drama,romance",7.3,79810,2011-06-03,1900000,467602,4581937
tt1440728,the american,1970,105,"crime,drama,thriller",6.3,86863,2010-09-01,20000000,35606376,67950723
tt1441326,martha marcy may marlene,1970,102,"drama,mystery,thriller",6.9,45873,2011-10-21,1000000,2981038,5438911
tt1441395,under the skin,1970,108,"drama,horror,sci-fi",6.3,113196,2014-04-04,13300000,2614251,7229933
tt1441951,quartet,1970,94,"comedy,drama",6.8,17979,2013-01-11,11000000,18388357,56178935
tt1441953,testament of youth,1970,129,"biography,drama,history",7.3,23632,2015-06-05,10000000,1822250,6646669
tt1446192,rise of the guardians,1970,97,"action,adventure,animation",7.3,145281,2012-11-21,145000000,103412758,306900902
tt1446714,prometheus,1970,124,"adventure,mystery,sci-fi",7.0,538720,2012-06-08,125000000,126477084,402448265
tt1448755,killer elite,1970,116,"action,crime,thriller",6.5,117711,2011-09-23,70000000,25124986,65409046
tt1450328,mooz-lum,1970,94,"drama,family",6.8,970,2011-02-11,1500000,362239,372239
tt1453405,monsters university,1970,104,"adventure,animation,comedy",7.3,291887,2013-06-21,200000000,268488329,743588329
tt1454029,the help,1970,146,drama,8.1,392699,2011-08-10,25000000,169705587,213120004
tt1454468,gravity,1970,91,"drama,sci-fi,thriller",7.7,710018,2013-10-04,110000000,274092705,693698673
tt1456660,no man's land,1970,118,"adventure,crime,drama",7.3,1756,2001-12-07,1000000,1067481,2684207
tt1457767,the conjuring,1970,112,"horror,mystery,thriller",7.5,397233,2013-07-19,20000000,137400141,318000141
tt1458169,kidnap,1970,95,"crime,drama,thriller",5.9,28898,2017-08-04,21000000,30718107,34836080
tt1458175,the next three days,1970,133,"action,crime,drama",7.4,168066,2010-11-19,30000000,21148651,67255916
tt1460743,reign of assassins,1970,117,"action,adventure",6.9,6990,2016-11-01,14000000,0,11354230
tt1462054,letters to god,1970,110,"drama,family",6.3,4443,2010-04-09,3000000,2848587,3237452
tt1462769,the odd life of timothy green,1970,105,"comedy,drama,family",6.6,42770,2012-08-15,40000000,51853450,55249159
tt1464174,"big mommas: like father, like son",1970,107,"action,comedy,crime",4.4,23520,2011-02-18,32000000,37915414,82332450
tt1464540,i am number four,1970,111,"action,adventure,sci-fi",6.1,217762,2011-02-18,50000000,55100437,146195159
tt1464580,stake land,1970,98,"drama,horror,sci-fi",6.5,38749,2011-04-22,4000000,33245,679482
tt1469304,baywatch,1970,116,"action,comedy,crime",5.6,137528,2017-05-25,60000000,58060186,175863783
tt1470023,macgruber,1970,90,"action,comedy,romance",5.5,39782,2010-05-21,10000000,8525600,8629895
tt1472584,max steel,1970,92,"action,adventure,family",4.6,16788,2016-10-14,10000000,3818664,4563080
tt1477834,aquaman,1970,143,"action,adventure,fantasy",7.1,263328,2018-12-21,160000000,335061807,1146894640
tt1477837,cedar rapids,1970,87,comedy,6.3,34759,2011-02-11,10000000,6861102,7862131
tt1478338,bridesmaids,1970,125,"comedy,romance",6.8,249501,2011-05-13,32500000,169211718,289632023
tt1478964,attack the block,1970,88,"action,comedy,sci-fi",6.7,93868,2011-07-29,13000000,1024175,6459183
tt1480658,eddie: the sleepwalking cannibal,1970,90,"comedy,horror",5.6,1364,2013-04-05,1400000,1632,1632
tt1485796,the greatest showman,1970,105,"biography,drama,musical",7.6,199663,2017-12-20,84000000,174340174,386665550
tt1486185,red riding hood,1970,100,"fantasy,horror,mystery",5.5,102369,2011-03-11,42000000,37662162,91678442
tt1486192,the raven,1970,110,"crime,mystery,thriller",6.4,79578,2012-04-27,26000000,16008272,30601801
tt1486193,5 days of war,1970,113,"action,drama,war",5.6,13089,2011-08-19,12000000,17479,87793
tt1488555,the change-up,1970,112,"comedy,fantasy",6.3,155374,2011-08-05,52000000,37243418,75997067
tt1489889,central intelligence,1970,107,"action,comedy,crime",6.3,138872,2016-06-17,50000000,127440871,217194805
tt1490017,the lego movie,1970,100,"action,adventure,animation",7.8,304179,2014-02-07,60000000,257784718,457729388
tt1491044,the iceman,1970,106,"biography,crime,drama",6.9,65571,2013-05-03,10000000,1930282,3623609
tt1496422,the paperboy,1970,107,"crime,drama,mystery",5.8,33940,2012-10-05,12500000,677200,4027663
tt1498569,restless,1970,91,"drama,romance",6.8,16736,2011-09-16,8000000,163753,2772511
tt1499658,horrible bosses,1970,98,"comedy,crime",6.9,398695,2011-07-08,35000000,117538559,212417601
tt1500906,vampires,1970,88,"comedy,fantasy,horror",6.2,851,1998-10-30,20000000,20268825,20268825
tt1502404,drive angry,1970,104,"action,fantasy,thriller",5.4,90203,2011-02-25,50000000,10721033,41042583
tt1506999,haywire,1970,93,"action,drama,thriller",5.8,78681,2012-01-20,23000000,18942396,36374700
tt1508675,le havre,1970,93,"comedy,drama",7.2,18490,2011-10-21,5500000,611709,13480196
tt1509803,griff the invisible,1970,90,"comedy,drama,romance",6.1,4478,2011-08-19,2900000,20778,25935
tt1515091,sherlock holmes: a game of shadows,1970,129,"action,adventure,crime",7.5,394189,2011-12-16,125000000,186848418,535663443
tt1517260,the host,1970,125,"action,adventure,drama",5.9,105633,2013-03-29,50000000,26623701,64477051
tt1517451,a star is born,1970,136,"drama,music,romance",7.8,249245,2018-10-05,36000000,215288866,433449571
tt1518812,meek's cutoff,1970,104,"drama,western",6.6,10439,2011-04-08,2000000,977772,1869928
tt1519461,area 51,1970,91,"horror,sci-fi,thriller",4.2,11537,2015-05-15,5000000,7556,7556
tt1520498,the oogieloves in the big balloon adventure,1970,88,"adventure,family,fantasy",6.0,14723,2012-08-29,20000000,1065907,1065907
tt1521197,anonymous,1970,130,"drama,thriller",6.9,37932,2011-10-28,27500000,4463292,15815509
tt1524137,contraband,1970,109,"action,crime,drama",6.5,111709,2012-01-13,25000000,66528000,98406855
tt1524575,the vatican tapes,1970,91,"horror,thriller",5.0,14822,2015-07-24,13000000,1784763,14929184
tt1524930,vacation,1970,99,"adventure,comedy",6.1,87582,2015-07-29,31000000,58884188,102306500
tt1525366,grabbers,1970,94,"comedy,horror,sci-fi",6.3,15727,2013-07-19,5300000,0,440821
tt1527186,melancholia,1970,135,"drama,sci-fi",7.2,153434,2011-11-11,9400000,3030848,21817298
tt1528100,exodus: gods and kings,1970,150,"action,adventure,drama",6.0,150858,2014-12-12,140000000,65014513,268314513
tt1531663,everything must go,1970,97,"comedy,drama",6.4,45799,2011-05-13,5000000,2712131,2821010
tt1532503,beginners,1970,105,"comedy,drama,romance",7.2,83770,2011-06-03,3200000,5790894,14314407
tt1532958,battle of the year,1970,110,"drama,music",5.1,8769,2013-09-20,20000000,8888355,16723377
tt1533013,beautiful boy,1970,100,drama,6.6,6058,2018-10-12,25000000,7634767,13031424
tt1534085,beyond the black rainbow,1970,110,"horror,sci-fi,thriller",6.0,10765,2012-05-18,1100000,56491,56491
tt1535108,elysium,1970,109,"action,drama,sci-fi",6.6,395572,2013-08-09,120000000,93050117,286192091
tt1535109,captain phillips,1970,134,"biography,drama,thriller",7.8,387402,2013-10-11,55000000,107136417,220648184
tt1535438,hope springs,1970,100,"comedy,drama,romance",6.3,38667,2012-08-08,30000000,63536011,133085295
tt1535612,the son of no one,1970,90,"action,crime,drama",5.1,15743,2011-11-04,15000000,30680,1148578
tt1535616,the divide,1970,112,"drama,horror,sci-fi",5.8,33603,2012-01-13,3000000,18000,156362
tt1536044,paranormal activity 2,1970,91,horror,5.7,93122,2010-10-20,3000000,84752907,177512032
tt1538403,the mortal instruments: city of bones,1970,130,"action,fantasy,horror",5.9,121936,2013-08-21,60000000,31165421,75965567
tt1540011,blair witch,1970,89,"horror,mystery,thriller",5.0,36867,2016-09-16,10000000,20777061,38985577
tt1540128,playing for keeps,1970,105,"comedy,romance,sport",5.7,27389,1986-10-03,35000000,2000000,2000000
tt1540133,the guard,1970,96,"comedy,crime,thriller",7.3,75183,2011-07-29,6000000,5359774,21197454
tt1541995,snow flower and the secret fan,1970,104,"drama,history",6.1,3429,2011-07-15,6000000,1348205,11348205
tt1542344,127 hours,1970,94,"adventure,biography,drama",7.6,323949,2010-11-05,18000000,18335230,60217171
tt1544600,the grace card,1970,101,drama,6.6,2488,2011-02-25,200000,2430735,2430735
tt1547234,premium rush,1970,91,"action,crime,thriller",6.5,105279,2012-08-24,35000000,20275446,31393201
tt1549572,another earth,1970,92,"drama,romance,sci-fi",7.0,85839,2011-07-22,175000,1321194,2102779
tt1551641,winnie mandela,1970,104,"biography,drama,history",6.0,695,2013-09-06,15000000,61847,61847
tt1554091,a better life,1970,98,"drama,romance",7.2,14602,2011-06-24,10000000,1759252,1884251
tt1555064,country strong,1970,117,"drama,music",6.3,16296,2010-12-22,15000000,20218921,20601987
tt1559547,beautiful creatures,1970,124,"drama,fantasy,romance",6.2,79764,2013-02-14,50000000,19452138,60282876
tt1560747,the master,1970,138,drama,7.1,131365,2012-09-14,37500000,16247159,50647416
tt1560957,i want your money,1970,92,documentary,5.1,1244,2010-10-15,400000,433588,433588
tt1562568,higher ground,1970,109,drama,6.3,2869,2011-08-23,1800000,841056,842693
tt1563742,overboard,1970,112,"comedy,romance",5.9,25607,2018-05-04,12000000,50316123,85369830
tt1564349,dolphin tale,1970,113,"drama,family",6.9,20746,2011-09-23,37000000,72286779,96068724
tt1564367,just go with it,1970,117,"comedy,romance",6.4,200932,2011-02-11,80000000,103028109,214974953
tt1564585,skyline,1970,92,"action,sci-fi,thriller",4.4,83710,2010-11-12,10000000,21416355,68264973
tt1564916,head over heels,1970,101,comedy,5.7,1952,2001-02-02,14000000,10397365,10397365
tt1566501,for greater glory: the true story of cristiada,1970,145,"drama,history,war",6.6,4202,2012-06-01,12000000,5669081,10026255
tt1568139,you got served: beat the world,1970,91,"drama,music",4.6,1789,2011-06-21,10000000,0,1230542
tt1568338,man on a ledge,1970,102,"action,adventure,crime",6.6,137507,2012-01-27,42000000,18620000,49621440
tt1568346,the girl with the dragon tattoo,1970,158,"crime,drama,mystery",7.8,387580,2011-12-20,90000000,102515793,239373970
tt1568911,war horse,1970,146,"drama,history,war",7.2,136447,2011-12-25,70000000,79883359,156815529
tt1570989,tiny furniture,1970,98,"comedy,drama,romance",6.2,13397,2010-11-12,50000,391674,424149
tt1571222,a dangerous method,1970,99,"biography,drama,romance",6.4,93259,2011-11-23,20000000,5702083,14807531
tt1571234,mortal engines,1970,128,"action,adventure,fantasy",6.1,70193,2018-12-14,100000000,15951040,85287417
tt1571249,the skeleton twins,1970,93,"comedy,drama,romance",6.8,36793,2014-09-12,1000000,5284309,5797192
tt1572315,texas chainsaw 3d,1970,92,"horror,thriller",4.8,41784,2013-01-04,20000000,34341945,47666013
tt1573072,housefull,1970,144,comedy,5.5,11089,2010-04-30,10100000,1183658,18726300
tt1578275,the dilemma,1970,111,"comedy,drama",5.3,48148,2011-01-14,70000000,48475290,70546865
tt1582507,house at the end of the street,1970,101,"drama,horror,thriller",5.6,66303,2012-09-21,6900000,31611916,44103982
tt1583420,larry crowne,1970,98,"comedy,drama,romance",6.1,58927,2011-07-01,30000000,35608245,61449135
tt1583421,g.i. joe: retaliation,1970,110,"action,adventure,sci-fi",5.8,165536,2013-03-27,140000000,122523060,375740705
tt1584131,the last godfather,1970,100,"comedy,crime,romance",3.7,1071,2011-04-01,13400000,164247,164247
tt1586265,what to expect when you're expecting,1970,110,"comedy,drama,romance",5.7,65890,2012-05-18,37500000,41152203,88473016
tt1586752,machine gun preacher,1970,129,"action,biography,crime",6.8,60074,2011-09-23,30000000,538690,3721988
tt1587310,maleficent,1970,97,"action,adventure,family",7.0,305832,2014-05-30,180000000,241407328,758536735
tt1588173,warm bodies,1970,98,"comedy,horror,romance",6.9,208709,2013-02-01,30000000,66380662,115121608
tt1590193,the commuter,1970,105,"action,mystery,thriller",6.3,83114,2018-01-12,40000000,36343858,101985431
tt1591095,insidious,1970,103,"horror,mystery,thriller",6.9,254197,2011-04-01,1500000,54009150,99870886
tt1591479,act of valor,1970,110,"action,adventure,drama",6.5,63787,2012-02-24,12000000,70012847,82497035
tt1592525,lockout,1970,95,"action,sci-fi,thriller",6.1,89554,2012-04-13,20000000,14326865,33943049
tt1592873,lol,1970,97,"comedy,drama,romance",4.4,51424,2012-05-04,11000000,0,10431506
tt1594562,the innkeepers,1970,101,"drama,horror,mystery",5.5,31089,2012-02-03,750000,78396,1011535
tt1594972,norm of the north,1970,90,"adventure,animation,comedy",3.6,7951,2016-01-15,18000000,17062499,30535660
tt1596343,fast five,1970,130,"action,crime,thriller",7.3,329892,2011-04-29,125000000,210031325,630163454
tt1596346,soul surfer,1970,112,"biography,drama,family",7.1,41659,2011-04-08,18000000,43853424,47158652
tt1596350,this means war,1970,103,"action,comedy,romance",6.3,167438,2012-02-17,65000000,54760791,156974557
tt1596363,the big short,1970,130,"biography,comedy,drama",7.8,309227,2015-12-11,28000000,70259870,133162752
tt1596365,the woman in black,1970,95,"drama,fantasy,horror",6.4,165357,2012-02-03,15000000,54333290,128955898
tt1598778,contagion,1970,106,"action,drama,thriller",6.6,201536,2011-09-09,60000000,75658097,137551594
tt1598828,one for the money,1970,91,"action,comedy,crime",5.3,38473,2012-01-27,42000000,26414527,36197221
tt1599348,safe house,1970,115,"action,adventure,crime",6.8,192655,2012-02-10,85000000,126181630,208542162
tt1600196,the drop,1970,106,"crime,drama",7.1,132161,2014-09-12,12600000,10724389,19054534
tt1601913,the grey,1970,117,"action,adventure,drama",6.8,228798,2012-01-27,25000000,51580136,81249176
tt1602098,albert nobbs,1970,113,"drama,romance",6.7,22213,2011-12-21,7500000,3014696,8539003
tt1602613,only god forgives,1970,90,"crime,drama",5.7,100318,2013-07-19,4800000,775849,4494560
tt1602620,amour,1970,127,"drama,romance",7.9,84960,2012-12-19,9700000,6738954,36787044
tt1604171,prom,1970,104,"comedy,drama,family",5.4,14279,2011-04-29,8000000,10130219,10763183
tt1605630,american reunion,1970,113,comedy,6.7,192250,2012-04-06,50000000,56758835,236799211
