,name,studio,domestic_gross_x,foreign_gross,year,movie_id,original_title_x,start_year,runtime_minutes,genres,Unnamed: 0,genre_ids,id_x,original_language,original_title_y,popularity,release_date_x,vote_average,vote_count,id_y,release_date_y,production_budget,domestic_gross_y,worldwide_gross
200,The Joneses,RAtt.,1500000.0,5500000,2010,tt1152830,The Joneses,2011,117.0,"Comedy,Drama",349,"[35, 18]",41479,en,The Joneses,6.424,2010-04-16,6.2,312,88,"Apr 16, 2010","$10,000,000","$1,475,746","$3,541,565"
201,The Joneses,RAtt.,1500000.0,5500000,2010,tt1152830,The Joneses,2011,117.0,"Comedy,Drama",19757,[99],392180,en,The Joneses,0.634,2016-04-28,6.0,1,88,"Apr 16, 2010","$10,000,000","$1,475,746","$3,541,565"
202,The Joneses,RAtt.,1500000.0,5500000,2010,tt4360484,The Joneses,2016,80.0,"Biography,Documentary",349,"[35, 18]",41479,en,The Joneses,6.424,2010-04-16,6.2,312,88,"Apr 16, 2010","$10,000,000","$1,475,746","$3,541,565"
203,The Joneses,RAtt.,1500000.0,5500000,2010,tt4360484,The Joneses,2016,80.0,"Biography,Documentary",19757,[99],392180,en,The Joneses,0.634,2016-04-28,6.0,1,88,"Apr 16, 2010","$10,000,000","$1,475,746","$3,541,565"
204,Centurion,Magn.,124000.0,6700000,2010,tt1020558,Centurion,2010,97.0,"Action,Adventure,Drama",50,"[12, 28, 18]",23759,en,Centurion,13.548,2010-02-15,6.1,673,46,"Aug 27, 2010","$15,000,000","$123,570","$7,885,048"
205,Animal Kingdom,SPC,1000000.0,5700000,2010,tt1313092,Animal Kingdom,2010,113.0,"Crime,Drama",127,"[18, 53, 80, 9648]",44629,en,Animal Kingdom,10.188,2010-08-13,6.8,399,71,"Aug 13, 2010","$4,200,000","$1,044,039","$8,078,683"
206,Animal Kingdom,SPC,1000000.0,5700000,2010,tt7016298,Animal Kingdom,2017,121.0,"Drama,Fantasy,Horror",127,"[18, 53, 80, 9648]",44629,en,Animal Kingdom,10.188,2010-08-13,6.8,399,71,"Aug 13, 2010","$4,200,000","$1,044,039","$8,078,683"
207,It's Kind of a Funny Story,Focus,6400000.0,128000,2010,tt0804497,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",135,"[35, 18]",43923,en,It's Kind of a Funny Story,10.01,2010-10-08,7.0,1324,1,"Oct 8, 2010","$8,000,000","$6,363,628","$6,632,950"
208,Rabbit Hole,LGF,2200000.0,2900000,2010,tt0935075,Rabbit Hole,2010,91.0,Drama,163,[18],27585,en,Rabbit Hole,9.389,2010-12-16,6.8,292,52,"Dec 17, 2010","$5,000,000","$2,229,058","$6,205,034"
209,The Runaways,App.,3600000.0,1100000,2010,tt1017451,The Runaways,2010,106.0,"Biography,Drama,Music",226,"[18, 10402]",27586,en,The Runaways,8.19,2010-03-19,6.4,448,57,"Mar 19, 2010","$9,500,000","$3,573,673","$5,278,632"
210,The Runaways,App.,3600000.0,1100000,2010,tt6168914,The Runaways,2019,108.0,Adventure,226,"[18, 10402]",27586,en,The Runaways,8.19,2010-03-19,6.4,448,57,"Mar 19, 2010","$9,500,000","$3,573,673","$5,278,632"
211,Four Lions,Drft.,305000.0,4400000,2010,tt1341167,Four Lions,2010,97.0,"Comedy,Crime,Drama",138,"[35, 80, 18]",37495,en,Four Lions,9.968,2010-11-05,7.0,621,79,"Nov 5, 2010","$3,750,000","$310,007","$2,436,111"
212,Please Give,SPC,4000000.0,280000,2010,tt0878835,Please Give,2010,87.0,"Comedy,Drama",385,"[35, 18]",40247,en,Please Give,5.945,2010-01-22,6.3,81,15,"Apr 30, 2010","$3,000,000","$4,033,574","$4,570,178"
213,Monsters,Magn.,237000.0,4000000,2010,tt1470827,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",129,"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,6.2,848,50,"Oct 29, 2010","$500,000","$237,301","$5,639,730"
214,Monsters,Magn.,237000.0,4000000,2010,tt1470827,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",15788,"[12, 18, 878]",382890,en,Monsters,1.122,2015-10-28,7.4,5,50,"Oct 29, 2010","$500,000","$237,301","$5,639,730"
215,Monsters,Magn.,237000.0,4000000,2010,tt2620288,Monsters,2013,45.0,"Documentary,Drama,History",129,"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,6.2,848,50,"Oct 29, 2010","$500,000","$237,301","$5,639,730"
216,Monsters,Magn.,237000.0,4000000,2010,tt2620288,Monsters,2013,45.0,"Documentary,Drama,History",15788,"[12, 18, 878]",382890,en,Monsters,1.122,2015-10-28,7.4,5,50,"Oct 29, 2010","$500,000","$237,301","$5,639,730"
217,Monsters,Magn.,237000.0,4000000,2010,tt5253186,Yi zhong,2015,87.0,Horror,129,"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,6.2,848,50,"Oct 29, 2010","$500,000","$237,301","$5,639,730"
218,Monsters,Magn.,237000.0,4000000,2010,tt5253186,Yi zhong,2015,87.0,Horror,15788,"[12, 18, 878]",382890,en,Monsters,1.122,2015-10-28,7.4,5,50,"Oct 29, 2010","$500,000","$237,301","$5,639,730"
219,Monsters,Magn.,237000.0,4000000,2010,tt6449400,Monsters,2015,,,129,"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,6.2,848,50,"Oct 29, 2010","$500,000","$237,301","$5,639,730"
220,Monsters,Magn.,237000.0,4000000,2010,tt6449400,Monsters,2015,,,15788,"[12, 18, 878]",382890,en,Monsters,1.122,2015-10-28,7.4,5,50,"Oct 29, 2010","$500,000","$237,301","$5,639,730"
221,Monsters,Magn.,237000.0,4000000,2010,tt8254042,Monsters,2018,97.0,"Drama,Thriller",129,"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,6.2,848,50,"Oct 29, 2010","$500,000","$237,301","$5,639,730"
222,Monsters,Magn.,237000.0,4000000,2010,tt8254042,Monsters,2018,97.0,"Drama,Thriller",15788,"[12, 18, 878]",382890,en,Monsters,1.122,2015-10-28,7.4,5,50,"Oct 29, 2010","$500,000","$237,301","$5,639,730"
223,The Killer Inside Me,IFC,217000.0,3800000,2010,tt0954947,The Killer Inside Me,2010,109.0,"Crime,Drama,Horror",309,"[80, 18, 53]",37414,en,The Killer Inside Me,7.087,2010-04-27,5.9,304,11,"Jun 18, 2010","$13,000,000","$217,277","$3,617,277"
224,Wild Target,Free,109000.0,3300000,2010,tt1235189,Wild Target,2010,98.0,"Action,Comedy,Crime",164,"[28, 35]",44147,en,Wild Target,9.355,2010-10-29,6.4,356,28,"Oct 29, 2010","$8,000,000","$109,338","$5,314,194"
225,Kites,Relbig.,1600000.0,1300000,2010,tt1198101,Kites,2010,123.0,"Action,Drama,Romance",378,"[18, 28, 10749]",37737,hi,Kites,6.058,2010-05-21,5.8,67,66,"May 21, 2010","$9,200,000","$1,685,269","$17,155,193"
226,Letters to God,Viv.,2800000.0,60300,2010,tt1462054,Letters to God,2010,110.0,"Drama,Family",487,"[18, 10751]",35691,en,Letters to God,4.242,2010-04-09,6.9,71,25,"Apr 9, 2010","$3,000,000","$2,848,587","$3,237,452"
227,Flipped,WB,1800000.0,,2010,tt0817177,Flipped,2010,90.0,"Comedy,Drama,Romance",145,"[10749, 18]",43949,en,Flipped,9.781,2010-08-06,7.4,859,22,"Aug 6, 2010","$14,000,000","$1,755,212","$4,289,993"
228,Flipped,WB,1800000.0,,2010,tt0817177,Flipped,2010,90.0,"Comedy,Drama,Romance",15898,"[18, 53]",380018,en,Flipped,0.962,2015-12-15,7.0,2,22,"Aug 6, 2010","$14,000,000","$1,755,212","$4,289,993"
229,Flipped,WB,1800000.0,,2010,tt2388050,Flipped,2015,90.0,"Drama,Thriller",145,"[10749, 18]",43949,en,Flipped,9.781,2010-08-06,7.4,859,22,"Aug 6, 2010","$14,000,000","$1,755,212","$4,289,993"
230,Flipped,WB,1800000.0,,2010,tt2388050,Flipped,2015,90.0,"Drama,Thriller",15898,"[18, 53]",380018,en,Flipped,0.962,2015-12-15,7.0,2,22,"Aug 6, 2010","$14,000,000","$1,755,212","$4,289,993"
231,It's a Wonderful Afterlife,UTV,,1300000,2010,tt1319716,It's a Wonderful Afterlife,2010,100.0,"Comedy,Drama,Fantasy",1184,"[35, 10749]",42057,en,Hai Marjawaan!,1.332,2010-10-08,4.6,12,36,"Oct 8, 2010","$10,000,000",$0,"$1,642,939"
232,Casino Jack,ATO,1000000.0,40700,2010,tt1194417,Casino Jack,2010,108.0,"Biography,Comedy,Crime",157,"[80, 35, 18]",45324,en,Casino Jack,9.432,2010-12-17,6.1,149,32,"Dec 17, 2010","$12,500,000","$2,039,869","$2,272,186"
233,All Good Things,Magn.,582000.0,62500,2010,tt1175709,All Good Things,2010,101.0,"Crime,Drama,Mystery",247,"[18, 9648, 53, 80, 10749]",46503,en,All Good Things,7.871,2010-12-03,6.0,493,96,"Dec 3, 2010","$20,000,000","$582,024","$873,617"
234,I Spit on Your Grave,Anch.,93100.0,480000,2010,tt1242432,I Spit on Your Grave,2010,108.0,"Horror,Thriller",60,"[53, 80, 27]",43947,en,I Spit on Your Grave,13.102,2010-10-08,6.3,977,37,"Oct 8, 2010","$1,750,000","$93,051","$1,278,471"
235,The Extra Man,Magn.,453000.0,4500,2010,tt1361313,The Extra Man,2010,108.0,Comedy,444,[35],47088,en,The Extra Man,5.056,2010-08-01,5.9,46,53,"Jul 30, 2010","$7,000,000","$453,377","$492,108"
236,Tiny Furniture,IFC,392000.0,,2010,tt1570989,Tiny Furniture,2010,98.0,"Comedy,Drama,Romance",326,"[10749, 35, 18]",47607,en,Tiny Furniture,6.695,2010-11-12,5.9,82,18,"Nov 12, 2010","$50,000","$391,674","$424,149"
237,The Tempest,Mira.,278000.0,68700,2010,tt1274300,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",361,"[18, 14]",44638,en,The Tempest,6.3,2010-12-10,5.8,52,1,"Dec 10, 2010","$20,000,000","$277,943","$277,943"
238,The Tempest,Mira.,278000.0,68700,2010,tt1683003,The Tempest,2010,131.0,Drama,361,"[18, 14]",44638,en,The Tempest,6.3,2010-12-10,5.8,52,1,"Dec 10, 2010","$20,000,000","$277,943","$277,943"
239,The Tempest,Mira.,278000.0,68700,2010,tt3840898,The Tempest,2014,169.0,"Comedy,Drama",361,"[18, 14]",44638,en,The Tempest,6.3,2010-12-10,5.8,52,1,"Dec 10, 2010","$20,000,000","$277,943","$277,943"
240,The Tempest,Mira.,278000.0,68700,2010,tt9151364,The Tempest,2019,,Drama,361,"[18, 14]",44638,en,The Tempest,6.3,2010-12-10,5.8,52,1,"Dec 10, 2010","$20,000,000","$277,943","$277,943"
241,Welcome to the Rileys,Gold.,159000.0,158000,2010,tt1183923,Welcome to the Rileys,2010,110.0,Drama,217,[18],31007,en,Welcome to the Rileys,8.348,2010-10-29,6.5,241,12,"Oct 29, 2010","$10,000,000","$152,857","$355,919"
242,The Girl on the Train,Strand,208000.0,97100,2010,tt2387589,The Girl on the Train,2013,80.0,Thriller,12316,[53],241261,en,The Girl on the Train,1.595,2014-07-03,5.9,25,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
243,The Girl on the Train,Strand,208000.0,97100,2010,tt2387589,The Girl on the Train,2013,80.0,Thriller,17506,"[80, 18, 9648, 10749, 53]",346685,en,The Girl on the Train,11.927,2016-10-07,6.3,3479,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
244,The Girl on the Train,Strand,208000.0,97100,2010,tt2387589,The Girl on the Train,2013,80.0,Thriller,20774,"[80, 18, 9648, 10749, 53]",346685,en,The Girl on the Train,11.927,2016-10-07,6.3,3479,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
245,The Girl on the Train,Strand,208000.0,97100,2010,tt3631112,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery",12316,[53],241261,en,The Girl on the Train,1.595,2014-07-03,5.9,25,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
246,The Girl on the Train,Strand,208000.0,97100,2010,tt3631112,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery",17506,"[80, 18, 9648, 10749, 53]",346685,en,The Girl on the Train,11.927,2016-10-07,6.3,3479,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
247,The Girl on the Train,Strand,208000.0,97100,2010,tt3631112,The Girl on the Train,2016,112.0,"Crime,Drama,Mystery",20774,"[80, 18, 9648, 10749, 53]",346685,en,The Girl on the Train,11.927,2016-10-07,6.3,3479,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
248,The Girl on the Train,Strand,208000.0,97100,2010,tt9799088,The Girl on the Train,2018,,"Horror,Mystery,Thriller",12316,[53],241261,en,The Girl on the Train,1.595,2014-07-03,5.9,25,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
249,The Girl on the Train,Strand,208000.0,97100,2010,tt9799088,The Girl on the Train,2018,,"Horror,Mystery,Thriller",17506,"[80, 18, 9648, 10749, 53]",346685,en,The Girl on the Train,11.927,2016-10-07,6.3,3479,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
250,The Girl on the Train,Strand,208000.0,97100,2010,tt9799088,The Girl on the Train,2018,,"Horror,Mystery,Thriller",20774,"[80, 18, 9648, 10749, 53]",346685,en,The Girl on the Train,11.927,2016-10-07,6.3,3479,68,"Oct 7, 2016","$45,000,000","$75,395,035","$174,278,214"
251,Freakonomics,Magn.,101000.0,16400,2010,tt1152822,Freakonomics,2010,93.0,Documentary,401,[99],43942,en,Freakonomics,5.705,2010-10-01,6.6,57,80,"Oct 1, 2010","$2,900,000","$101,270","$172,867"
252,Transformers: Dark of the Moon,P/DW,352400000.0,771400000,2011,tt1399103,Transformers: Dark of the Moon,2011,154.0,"Action,Adventure,Sci-Fi",2966,"[28, 878, 12]",38356,en,Transformers: Dark of the Moon,5.339,2011-06-28,6.1,4961,64,"Jun 29, 2011","$195,000,000","$352,390,543","$1,123,790,543"
253,Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000,2011,tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",2470,"[12, 28, 14]",1865,en,Pirates of the Caribbean: On Stranger Tides,30.579,2011-05-20,6.4,8571,2,"May 20, 2011","$410,600,000","$241,063,875","$1,045,663,875"
254,Kung Fu Panda 2,P/DW,165200000.0,500400000,2011,tt1302011,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",2489,"[16, 10751]",49444,en,Kung Fu Panda 2,17.363,2011-05-25,6.7,3628,74,"May 26, 2011","$150,000,000","$165,249,063","$664,837,547"
255,Fast Five,Uni.,209800000.0,416300000,2011,tt1596343,Fast Five,2011,130.0,"Action,Crime,Thriller",3424,"[28, 53, 80]",51497,en,Fast Five,2.097,2011-04-28,7.2,4294,67,"Apr 29, 2011","$125,000,000","$210,031,325","$630,163,454"
256,The Hangover Part II,WB,254500000.0,332300000,2011,tt1411697,The Hangover Part II,2011,102.0,"Comedy,Mystery",2469,[35],45243,en,The Hangover Part II,32.266,2011-05-25,6.4,6231,39,"May 26, 2011","$80,000,000","$254,464,305","$586,464,305"
257,The Smurfs,Sony,142600000.0,421100000,2011,tt0472181,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",2495,"[16, 10751, 12, 35, 14]",41513,en,The Smurfs,16.533,2011-07-29,5.6,2112,20,"Jul 29, 2011","$110,000,000","$142,614,158","$563,749,323"
258,Cars 2,BV,191500000.0,370700000,2011,tt1216475,Cars 2,2011,106.0,"Adventure,Animation,Comedy",2475,"[16, 10751, 12, 35]",49013,en,Cars 2,23.498,2011-06-16,5.9,4058,57,"Jun 24, 2011","$200,000,000","$191,450,875","$560,155,383"
259,Puss in Boots,P/DW,149300000.0,405700000,2011,tt0448694,Puss in Boots,2011,90.0,"Action,Adventure,Animation",2668,"[28, 12, 16, 10751, 14, 35]",417859,en,Puss in Boots,9.078,2011-10-28,6.3,1422,46,"Oct 28, 2011","$130,000,000","$149,260,504","$554,987,477"
260,Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000,2011,tt1515091,Sherlock Holmes: A Game of Shadows,2011,129.0,"Action,Adventure,Crime",2484,"[12, 28, 80, 9648]",58574,en,Sherlock Holmes: A Game of Shadows,18.301,2011-12-16,7.1,6380,69,"Dec 16, 2011","$125,000,000","$186,848,418","$535,663,443"
261,Rio,Fox,143600000.0,341000000,2011,tt1436562,Rio,2011,96.0,"Adventure,Animation,Comedy",2517,"[16, 12, 35, 10751]",46195,en,Rio,14.695,2011-04-15,6.6,3730,46,"Apr 15, 2011","$90,000,000","$143,619,809","$487,519,809"
262,Rio,Fox,143600000.0,341000000,2011,tt2614250,Rio,2012,90.0,Documentary,2517,"[16, 12, 35, 10751]",46195,en,Rio,14.695,2011-04-15,6.6,3730,46,"Apr 15, 2011","$90,000,000","$143,619,809","$487,519,809"
263,Rio,Fox,143600000.0,341000000,2011,tt5734820,Rio,2017,87.0,Drama,2517,"[16, 12, 35, 10751]",46195,en,Rio,14.695,2011-04-15,6.6,3730,46,"Apr 15, 2011","$90,000,000","$143,619,809","$487,519,809"
264,Rise of the Planet of the Apes,Fox,176800000.0,305000000,2011,tt1318514,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",2476,"[53, 28, 18, 878]",61791,en,Rise of the Planet of the Apes,22.995,2011-08-04,7.2,7259,31,"Aug 5, 2011","$93,000,000","$176,760,185","$470,986,200"
265,Thor,Par.,181000000.0,268300000,2011,tt0800369,Thor,2011,115.0,"Action,Adventure,Fantasy",2468,"[12, 14, 28]",10195,en,Thor,38.068,2011-05-06,6.7,12764,70,"May 6, 2011","$150,000,000","$181,030,624","$449,326,618"
266,The Adventures of Tintin,Par.,77600000.0,296400000,2011,tt0983193,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",2569,"[12, 16, 9648]",17578,en,The Adventures of Tintin,11.981,2011-12-20,6.8,3251,52,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
267,Captain America: The First Avenger,Par.,176700000.0,193900000,2011,tt0458339,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",2474,"[28, 12, 878]",1771,en,Captain America: The First Avenger,25.808,2011-07-22,6.9,12810,10,"Jul 22, 2011","$140,000,000","$176,654,505","$370,569,776"
268,X-Men: First Class,Fox,146400000.0,207200000,2011,tt1270798,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi",3672,"[28, 878, 12]",49538,en,X-Men: First Class,1.447,2011-06-03,7.2,8211,42,"Jun 3, 2011","$160,000,000","$146,408,305","$355,408,305"
269,Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000,2011,tt1615918,Alvin and the Chipmunks: Chipwrecked,2011,87.0,"Adventure,Animation,Comedy",2550,"[35, 14, 10751, 10402, 16]",55301,en,Alvin and the Chipmunks: Chipwrecked,12.672,2011-12-16,5.5,1055,49,"Dec 16, 2011","$80,000,000","$133,107,389","$349,088,523"
270,Real Steel,BV,85500000.0,213800000,2011,tt0433035,Real Steel,2011,127.0,"Action,Drama,Family",2513,"[28, 878, 18]",39254,en,Real Steel,14.811,2011-10-06,6.8,4566,31,"Oct 7, 2011","$110,000,000","$85,463,309","$263,880,341"
271,Bridesmaids,Uni.,169100000.0,119300000,2011,tt1478338,Bridesmaids,2011,125.0,"Comedy,Romance",2643,"[35, 10749]",55721,en,Bridesmaids,9.805,2011-05-13,6.5,2783,85,"May 13, 2011","$32,500,000","$169,211,718","$289,632,023"
272,Super 8,Par.,127000000.0,133100000,2011,tt1650062,Super 8,2011,112.0,"Mystery,Sci-Fi,Thriller",2523,"[53, 878, 9648]",37686,en,Super 8,14.39,2011-06-09,6.7,3934,93,"Jun 10, 2011","$50,000,000","$127,004,179","$257,972,745"
273,Rango,Par.,123500000.0,122200000,2011,tt1192628,Rango,2011,107.0,"Adventure,Animation,Comedy",2520,"[16, 35, 10751, 37, 12]",44896,en,Rango,14.462,2011-03-03,6.6,3412,29,"Mar 4, 2011","$135,000,000","$123,477,607","$245,724,600"
274,The Green Hornet,Sony,98800000.0,129000000,2011,tt0990407,The Green Hornet,2011,119.0,"Action,Comedy,Crime",2519,"[28, 80, 35]",40805,en,The Green Hornet,14.501,2011-01-13,5.5,1897,29,"Jan 14, 2011","$110,000,000","$98,780,042","$229,155,503"
275,Immortals,Rela.,83500000.0,143400000,2011,tt1253864,Immortals,2011,110.0,"Action,Drama,Fantasy",2514,"[14, 28, 18]",37958,en,Immortals,14.774,2011-11-11,5.8,1431,45,"Nov 11, 2011","$75,000,000","$83,504,017","$211,562,435"
276,Green Lantern,WB,116600000.0,103300000,2011,tt1133985,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",2490,"[12, 28, 53, 878]",44912,en,Green Lantern,17.257,2011-06-17,5.1,4290,62,"Jun 17, 2011","$200,000,000","$116,601,172","$219,535,492"
277,The Help,BV,169700000.0,46900000,2011,tt1454029,The Help,2011,146.0,Drama,2552,[18],50014,en,The Help,12.598,2011-08-10,8.1,3944,63,"Aug 10, 2011","$25,000,000","$169,705,587","$213,120,004"
278,Bad Teacher,Sony,100300000.0,115900000,2011,tt1284575,Bad Teacher,2011,92.0,"Comedy,Romance",2533,[35],52449,en,Bad Teacher,13.549,2011-06-19,5.5,2894,27,"Jun 24, 2011","$19,000,000","$100,292,856","$215,448,997"
279,Horrible Bosses,WB (NL),117500000.0,92100000,2011,tt1499658,Horrible Bosses,2011,98.0,"Comedy,Crime",2528,"[35, 80]",51540,en,Horrible Bosses,14.058,2011-07-08,6.5,3842,34,"Jul 8, 2011","$35,000,000","$117,538,559","$212,417,601"
280,Paranormal Activity 3,Par.,104000000.0,103000000,2011,tt1778304,Paranormal Activity 3,2011,83.0,"Horror,Mystery,Thriller",2646,[27],72571,en,Paranormal Activity 3,9.669,2011-10-21,5.9,1197,51,"Oct 21, 2011","$5,000,000","$104,028,807","$207,039,844"
281,Hugo,Par.,73900000.0,111900000,2011,tt0970179,Hugo,2011,126.0,"Adventure,Drama,Family",2544,"[12, 18, 10751]",44826,en,Hugo,12.936,2011-11-23,7.1,4124,89,"Nov 23, 2011","$180,000,000","$73,864,507","$180,047,784"
282,Hugo,Par.,73900000.0,111900000,2011,tt7496196,Hugo,2017,80.0,Documentary,2544,"[12, 18, 10751]",44826,en,Hugo,12.936,2011-11-23,7.1,4124,89,"Nov 23, 2011","$180,000,000","$73,864,507","$180,047,784"
283,Hop,Uni.,108100000.0,75900000,2011,tt1411704,Hop,2011,95.0,"Adventure,Animation,Comedy",2515,"[16, 35, 10751]",50359,en,Hop,14.738,2011-04-01,5.6,611,27,"Apr 1, 2011","$63,000,000","$108,085,305","$188,657,593"
284,War Horse,BV,79900000.0,97700000,2011,tt1568911,War Horse,2011,146.0,"Drama,History,War",2613,"[18, 10752]",57212,en,War Horse,10.378,2011-12-25,7.2,1849,12,"Dec 25, 2011","$70,000,000","$79,883,359","$156,815,529"
285,War Horse,BV,79900000.0,97700000,2011,tt3313072,National Theatre Live: War Horse,2014,,Drama,2613,"[18, 10752]",57212,en,War Horse,10.378,2011-12-25,7.2,1849,12,"Dec 25, 2011","$70,000,000","$79,883,359","$156,815,529"
286,The Descendants,FoxS,82600000.0,94700000,2011,tt1033575,The Descendants,2011,115.0,"Comedy,Drama",2610,"[35, 18]",65057,en,The Descendants,10.444,2011-11-18,6.8,1522,5,"Nov 16, 2011","$20,000,000","$82,624,961","$175,507,800"
287,The Descendants,FoxS,82600000.0,94700000,2011,tt5838908,The Descendants,2015,80.0,Drama,2610,"[35, 18]",65057,en,The Descendants,10.444,2011-11-18,6.8,1522,5,"Nov 16, 2011","$20,000,000","$82,624,961","$175,507,800"
288,In Time,Fox,37500000.0,136400000,2011,tt1637688,In Time,2011,109.0,"Action,Crime,Drama",2481,"[28, 53, 878]",49530,en,In Time,18.912,2011-10-28,6.8,6245,74,"Oct 28, 2011","$35,000,000","$37,553,932","$165,103,952"
289,Zookeeper,Sony,80400000.0,89500000,2011,tt1222817,Zookeeper,2011,102.0,"Comedy,Family,Romance",2598,"[35, 10749, 10751]",38317,en,Zookeeper,10.764,2011-07-08,5.3,886,71,"Jul 8, 2011","$80,000,000","$80,360,866","$170,805,525"
290,The Muppets,BV,88600000.0,76600000,2011,tt1204342,The Muppets,2011,103.0,"Adventure,Comedy,Family",2582,"[35, 10751, 10402]",64328,en,The Muppets,11.324,2011-11-23,6.6,831,64,"Nov 23, 2011","$45,000,000","$88,625,922","$160,971,922"
291,Limitless,Rela.,79200000.0,82600000,2011,tt1219289,Limitless,2011,105.0,"Mystery,Sci-Fi,Thriller",2479,"[53, 9648, 878]",51876,en,Limitless,19.453,2011-03-08,7.1,6295,91,"Mar 18, 2011","$27,000,000","$79,249,455","$155,564,919"
292,Limitless,Rela.,79200000.0,82600000,2011,tt4597838,Limitless,2015,3.0,"Biography,Documentary",2479,"[53, 9648, 878]",51876,en,Limitless,19.453,2011-03-08,7.1,6295,91,"Mar 18, 2011","$27,000,000","$79,249,455","$155,564,919"
293,Limitless,Rela.,79200000.0,82600000,2011,tt6084030,Limitless,2017,57.0,Documentary,2479,"[53, 9648, 878]",51876,en,Limitless,19.453,2011-03-08,7.1,6295,91,"Mar 18, 2011","$27,000,000","$79,249,455","$155,564,919"
294,Johnny English Reborn,Uni.,8300000.0,151800000,2011,tt1634122,Johnny English Reborn,2011,101.0,"Action,Adventure,Comedy",2503,"[80, 12, 28, 35, 53]",58233,en,Johnny English Reborn,15.542,2011-10-21,6.1,1810,19,"Oct 21, 2011","$45,000,000","$8,406,711","$164,640,401"
295,Final Destination 5,WB (NL),42600000.0,115300000,2011,tt1622979,Final Destination 5,2011,92.0,Horror,2537,"[27, 9648]",55779,en,Final Destination 5,13.392,2011-08-12,6.0,1701,49,"Aug 12, 2011","$40,000,000","$42,587,643","$155,011,165"
296,Tower Heist,Uni.,78000000.0,74900000,2011,tt0471042,Tower Heist,2011,104.0,"Action,Comedy,Crime",2561,"[28, 35]",59108,en,Tower Heist,12.213,2011-11-04,6.0,1592,5,"Nov 4, 2011","$85,000,000","$78,046,570","$150,422,946"
297,Midnight in Paris,SPC,56800000.0,94300000,2011,tt10340148,Midnight in Paris,2019,75.0,"Comedy,Documentary,Drama",2539,"[14, 35, 10749]",59436,en,Midnight in Paris,13.171,2011-05-20,7.5,3965,83,"May 20, 2011","$30,000,000","$56,816,662","$162,502,774"
298,Midnight in Paris,SPC,56800000.0,94300000,2011,tt1605783,Midnight in Paris,2011,94.0,"Comedy,Fantasy,Romance",2539,"[14, 35, 10749]",59436,en,Midnight in Paris,13.171,2011-05-20,7.5,3965,83,"May 20, 2011","$30,000,000","$56,816,662","$162,502,774"
299,Happy Feet Two,WB,64000000.0,86400000,2011,tt1402488,Happy Feet Two,2011,100.0,"Adventure,Animation,Comedy",2735,"[16, 35, 10751]",65759,en,Happy Feet Two,8.131,2011-11-17,5.9,754,33,"Nov 18, 2011","$135,000,000","$64,006,466","$157,956,466"
300,Jack and Jill,Sony,74200000.0,75500000,2011,tt0810913,Jack and Jill,2011,91.0,Comedy,2585,[35],71880,en,Jack and Jill,11.277,2011-11-11,4.1,1124,11,"Nov 11, 2011","$79,000,000","$74,158,157","$150,519,217"
301,Friends with Benefits,SGem,55800000.0,93700000,2011,tt1632708,Friends with Benefits,2011,109.0,"Comedy,Romance",2529,"[10749, 35]",50544,en,Friends with Benefits,14.019,2011-07-21,6.6,4637,55,"Jul 22, 2011","$35,000,000","$55,802,754","$146,595,891"
