movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
tt1900967,rotgut,rotgut,2012,101,horror,4.6,15
tt1901024,dark crimes,true crimes,2016,92,"crime,drama,thriller",5.2,13458
tt1901033,garter snake,vares - sukkanauhakäärme,2011,94,"crime,drama,thriller",5.3,739
tt1901040,wrong,wrong,2012,94,"comedy,mystery",6.3,8526
tt1904833,akkarakazhchakal - the movie,akkarakazhchakal - the movie,2011,120,comedy,7.7,74
tt1904835,la suerte en tus manos,la suerte en tus manos,2012,110,comedy,5.6,514
tt1904875,dharti,dharti,2011,126,"crime,drama,thriller",7.2,323
tt1904886,ektopos,ektopos,2011,96,sci-fi,5.7,15
tt1904887,an enemy to die for,en fiende att dö för,2012,106,"history,thriller,war",5.8,877
tt1904899,spots,fleke,2011,94,drama,6.7,217
tt1904929,garibaldi's lovers,il comandante e la cicogna,2012,108,comedy,6.3,522
tt1904984,"oh yeah, she performs!","oh yeah, she performs!",2012,90,documentary,5.9,14
tt1904995,paranoia,paranoia,2012,87,thriller,5.3,26
tt1904996,parker,parker,2013,118,"action,crime,thriller",6.2,105529
tt1905005,rage: midsummer's eve,rage: midsummer's eve,2015,90,"horror,mystery,thriller",5.3,255
tt1905010,yamada: samurai of ayothaya,samurai ayothaya,2010,100,"action,drama,history",6.0,1196
tt1905040,devil's pass,the dyatlov pass incident,2013,100,"horror,mystery,sci-fi",5.7,20775
tt1905041,fast & furious 6,furious 6,2013,130,"action,crime,thriller",7.1,346747
tt1905042,standing up,standing up,2013,93,drama,7.0,2865
tt1905047,the icing,the icing,2010,120,"action,crime,thriller",7.5,11
tt1905052,the mountain runners,the mountain runners,2012,90,documentary,8.4,31
tt1905059,the servant,bang-ja jeon,2010,124,"comedy,drama,romance",6.5,586
tt1905071,toomelah,toomelah,2011,106,"crime,drama",6.1,297
tt1905085,visitantes,visitantes,2014,100,horror,4.9,294
tt1906329,as cool as i am,as cool as i am,2013,92,"comedy,drama",5.8,4938
tt1906347,looking for hortense,cherchez hortense,2012,100,"comedy,drama",6.2,754
tt1906351,crackerjack,crackerjack,2013,98,comedy,6.6,41
tt1906353,d'un film à l'autre,d'un film à l'autre,2011,144,documentary,7.3,30
tt1906355,dance for life,dance for life,2011,98,comedy,3.7,7
tt1906381,god's fiddler: jascha heifetz,god's fiddler: jascha heifetz,2011,88,"biography,documentary,history",7.2,39
tt1906386,guerrilla,guerrilla,2011,140,"drama,history,war",8.2,2312
tt1906393,hyde's secret nightmare,hyde's secret nightmare,2011,122,horror,5.6,79
tt1906396,igor & the cranes' journey,igor & the cranes' journey,2012,90,"adventure,family",7.4,56
tt1906425,mesnak,mesnak,2011,96,drama,6.2,52
tt1906440,off shore,off shore,2011,89,"drama,romance",3.8,135
tt1906446,pater,pater,2011,105,drama,6.1,431
tt1906453,sadgamaya,sadgamaya,2010,114,drama,5.7,7
tt1906470,tannoura maxi,tannoura maxi,2011,95,"drama,romance",6.2,305
tt1906507,tumbok,tumbok,2011,92,"horror,thriller",5.6,32
tt1906518,yes or no,yes or no: yaak rak gaw rak loey,2010,102,"comedy,romance",7.0,1561
tt1907596,180 graus,180 graus,2010,90,drama,7.0,30
tt1907607,a menina dos olhos grandes,a menina dos olhos grandes,2010,90,drama,5.7,9
tt1907622,the long goodbye,bei yi wang de shi guang,2010,108,"documentary,family",8.0,36
tt1907628,fly away,"bis zum horizont, dann links!",2012,93,comedy,5.6,94
tt1907632,boys,boys,2011,99,drama,8.3,6
tt1907639,hardflip,hardflip,2012,112,"action,drama",5.6,673
tt1907668,flight,flight,2012,138,"drama,thriller",7.3,303009
tt1907680,haat - the weekly bazaar,haat - the weekly bazaar,2011,102,drama,6.0,9
tt1907686,heroes crossing,heroes crossing,2010,110,adventure,8.8,37
tt1907688,3 holes and a smoking gun,"three holes, two brads, and a smoking gun",2014,90,"crime,drama,thriller",4.5,127
tt1907707,luv,luv,2012,94,"crime,drama",6.0,1977
tt1907717,adventure of the king,long feng dian,2010,108,"comedy,romance",5.2,105
tt1907759,speak,speak,2011,94,"documentary,drama",7.8,31
tt1907761,stanley ka dabba,stanley ka dabba,2011,96,"comedy,drama,family",7.9,5097
tt1907768,tempo di reazione,tempo di reazione,2011,96,"drama,horror,thriller",7.0,95
tt1908471,catching hell,catching hell,2011,102,"documentary,sport",7.9,1340
tt1908486,endstation seeshaupt,endstation seeshaupt,2010,97,documentary,6.8,5
tt1908514,lost freedom,kayip özgürlük,2011,91,drama,4.7,108
tt1908587,the suppressor,the suppressor,2011,90,action,6.9,42
tt1909270,17 miracles,17 miracles,2011,113,"adventure,history",6.4,1176
tt1909287,"sex, love & salsa","sex, love & salsa",2014,90,"drama,romance",7.4,28
tt1909357,toque de queda,toque de queda,2011,90,thriller,6.0,21
tt1909796,k-on! the movie,eiga keion!,2011,110,"adventure,animation,comedy",7.5,1015
tt1909800,küçük günahlar,küçük günahlar,2011,96,drama,5.7,93
tt1909807,my pure joy,my pure joy,2011,100,"comedy,drama,horror",5.5,497
tt1909827,red sheep,red sheep,2012,112,"drama,thriller",7.5,745
tt1909830,tokyo newcomer,tôkyô ni kita bakari,2013,100,drama,6.5,40
tt1910498,alien armageddon,alien armageddon,2011,95,sci-fi,2.1,1091
tt1910651,tony curtis: driven to stardom,tony curtis: driven to stardom,2011,96,"biography,documentary",7.1,35
tt1911605,brown sugar 2,naam tan daeng 2,2010,103,"drama,romance,thriller",5.5,38
tt1911606,nenu naa rakshasi,nenu naa rakshasi,2011,140,"action,drama",5.0,384
tt1911607,nova zembla,nova zembla,2011,108,"drama,history",5.8,3958
tt1911615,poopak and mash mashallah,poopak va mash mashallah,2010,92,"comedy,drama",3.7,474
tt1911620,restless dust,restless dust,2011,106,"comedy,drama",8.0,21
tt1911658,penguins of madagascar,penguins of madagascar,2014,92,"adventure,animation,comedy",6.7,72551
tt1912398,god bless america,god bless america,2011,105,"adventure,comedy,crime",7.2,65913
tt1912518,utomlennye solntsem 2,utomlennye solntsem 2,2011,157,"drama,history,war",4.1,1680
tt1912532,zooman,zooman,2012,91,"biography,documentary",8.8,12
tt1912982,a little bit zombie,a little bit zombie,2012,87,"comedy,horror,sci-fi",5.3,2584
tt1913002,bonsái,bonsái,2011,95,drama,6.3,790
tt1913003,breakfast lunch dinner,breakfast lunch dinner,2010,87,drama,6.1,22
tt1913019,el artificio,el artificio,2011,91,drama,6.5,13
tt1913024,five colors,five colors,2011,113,comedy,7.5,11
tt1913042,hold your peace,hold your peace,2011,99,"comedy,romance",4.4,188
tt1913060,la cebra,la cebra,2011,94,"action,adventure,comedy",6.3,66
tt1913080,murder for pleasure,murder for pleasure,2015,90,"horror,thriller",4.4,31
tt1913136,simurg,simurg,2012,109,"documentary,drama",6.9,75
tt1913178,the crown and the dragon,the crown and the dragon,2013,91,"adventure,fantasy",3.9,766
tt1914189,the lover of the soil,a föld szeretöje,2010,100,"biography,drama,family",6.7,11
tt1914281,home: the house imp,home: itoshi no zashiki warashi,2012,109,"drama,family",6.8,76
tt1914384,the wanderers,the wanderers,2013,109,"adventure,drama,mystery",7.5,37
tt1915534,à l'ombre de la république,à l'ombre de la république,2011,100,documentary,7.4,11
tt1915545,min gan shi jian,min gan shi jian,2010,93,"drama,mystery,romance",6.2,16
tt1915550,desmadre,desmadre,2011,104,"comedy,drama",4.8,42
tt1915551,after the revolution,devrimden sonra,2011,95,drama,5.6,1275
tt1915568,"hook, line and sinker","hook, line and sinker",2011,108,drama,6.2,48
tt1915570,i got next,i got next,2011,97,documentary,6.3,90
tt1915581,magic mike,magic mike,2012,110,"comedy,drama",6.1,123955
tt1916708,love strikes!,moteki,2011,118,"comedy,romance",6.8,651
tt1916719,patriocracy,patriocracy,2011,90,documentary,6.7,191
tt1916728,shor in the city,shor in the city,2010,112,"crime,drama",7.3,3161
tt1916766,finding neighbors,finding neighbors,2013,96,"comedy,drama",5.9,108
tt1918638,blind intersections,blind intersections,2012,90,drama,6.8,131
tt1918641,5ters: castle of dark master,5ters: castle of dark master,2011,110,"action,adventure,fantasy",4.9,17
tt1918727,california solo,california solo,2012,94,drama,6.3,962
tt1918763,dave o'shea's day job,dave o'shea's day job,2012,107,"horror,mystery,thriller",7.5,63
tt1918782,dino gangs,dino gangs,2011,100,documentary,6.3,21
tt1918855,hollywood musical!,hollywood musical!,2015,88,"comedy,musical",5.9,18
tt1918889,kayam,kayam,2011,160,"drama,romance",3.2,29
tt1918892,kino moje malo,kino moje malo,2010,105,documentary,9.4,30
tt1918908,california scheming,california scheming,2014,99,thriller,3.6,643
tt1918910,bittere kirschen,bittere kirschen,2011,107,drama,6.1,19
tt1918911,un + une,un + une,2015,115,"comedy,drama,romance",6.2,1487
tt1918921,loufa kai parallagi: seirines sti steria,loufa kai parallagi: seirines sti steria,2011,101,comedy,4.2,863
tt1918924,low fidelity,low fidelity,2011,99,drama,6.1,111
tt1918927,luv ka the end,luv ka the end,2011,106,"comedy,drama",4.9,1264
tt1918942,the way to eden,matka edeniin,2011,94,drama,4.9,14
tt1918965,murder 2,murder 2,2011,127,"action,crime,thriller",6.2,5773
tt1918969,amar bondhu rashed,amar bondhu rashed,2011,96,war,8.2,2437
tt1918987,ocean blues,ocean blues,2011,93,"drama,romance",5.8,41
tt1919017,portrait of wally,portrait of wally,2012,90,"documentary,history,news",6.7,62
tt1919062,she's blonde like me,she's blonde like me,2011,89,"documentary,drama",6.7,6
tt1919090,stash house,stash house,2012,99,thriller,4.8,2426
tt1919174,time of my life,tot altijd,2012,121,drama,7.2,1203
tt1919184,vares: tango of darkness,vares - pimeyden tango,2012,91,"crime,drama,thriller",5.3,590
tt1919207,yoko,yoko,2012,98,"adventure,comedy,family",4.7,274
tt1920829,a reckoning,a reckoning,2011,101,"drama,horror,mystery",6.5,41
tt1920849,bachelorette,bachelorette,2012,87,"comedy,romance",5.3,43131
tt1920862,body language,body language,2011,97,"drama,music",4.2,639
tt1920871,college musical,college musical,2014,91,musical,6.6,138
tt1920885,big fish & begonia,dayu haitang,2016,100,"adventure,animation,drama",7.1,3267
tt1920910,el cielo abierto,el cielo abierto,2011,100,"documentary,drama",7.6,22
tt1920916,empty hand: the real karate kids,empty hand: the real karate kids,2011,90,documentary,8.4,268
tt1920925,fish n' chips,fish n' chips,2011,102,drama,6.7,136
tt1920945,good vibrations,good vibrations,2012,103,"biography,drama,music",7.2,4432
tt1920954,have sex and die,have sex and die,2011,90,"action,horror,sci-fi",6.6,5
tt1920959,hoofmeisie,hoofmeisie,2011,98,family,6.6,85
tt1920976,jesus loves me,jesus liebt mich,2012,100,comedy,5.5,1355
tt1920980,juan y eva,juan y eva,2011,110,"biography,drama,romance",5.7,129
tt1920986,khuda kasam,khuda kasam,2010,160,"action,crime,drama",4.1,80
tt1920997,la tarago wa la esteslam,la tarago wa la esteslam,2010,95,"action,comedy",7.3,1159
tt1920999,lacrime di san lorenzo,lacrime di san lorenzo,2015,100,drama,5.4,18
tt1921006,luther's magic weed,luther's magic weed,2011,101,comedy,7.2,15
tt1921019,the address,melvilasom,2011,105,"drama,thriller",7.7,342
tt1921043,the clown,o palhaço,2011,88,"adventure,comedy,drama",7.3,4219
tt1921048,ombline,ombline,2012,95,drama,6.9,257
tt1921061,piotrek trzynastego,piotrek trzynastego,2010,87,comedy,5.3,53
tt1921064,pompeii,pompeii,2014,105,"action,adventure,drama",5.5,100467
tt1921068,david et madame hansen,david et madame hansen,2012,89,drama,6.0,399
tt1921070,pusher,pusher,2012,89,"crime,thriller",5.5,4361
tt1921071,queens! destiny of dance,queens! destiny of dance,2011,112,"drama,musical",5.8,8
tt1921072,rags,rags,2011,91,horror,5.5,13
tt1921073,red heart,red heart,2011,95,"comedy,drama,music",7.4,17
tt1921078,saint petersburg,saint petersburg,2010,120,"adventure,comedy,drama",6.5,2497
tt1921111,the child,the child,2012,100,thriller,4.2,791
tt1921113,the doctor's wife,the doctor's wife,2011,96,"biography,comedy,documentary",7.2,20
tt1921117,the gleaning,the gleaning,2011,100,"drama,mystery,thriller",7.9,7
tt1921129,the militant,el lugar del hijo,2013,120,"drama,family",6.5,51
tt1921143,to paradise,to paradise,2011,104,"crime,drama,thriller",6.4,5
tt1921151,trouble in the peace,trouble in the peace,2012,94,documentary,7.5,12
tt1921162,the magical duvet,v perine,2011,103,"comedy,fantasy,musical",5.2,84
tt1922544,all these small moments,all these small moments,2018,100,drama,5.5,301
tt1922551,arirang,arirang,2011,100,"documentary,drama",6.9,1032
tt1922555,beauty day,beauty day,2011,92,documentary,7.3,365
tt1922566,sauna on moon,chang'e,2011,95,drama,5.6,29
tt1922569,mushrooms,chatrak,2011,90,drama,4.5,169
tt1922589,"duch, master of the forges of hell","duch, le maître des forges de l'enfer",2011,110,"documentary,history",7.2,96
tt1922604,flor de fango,flor de fango,2011,100,drama,5.6,104
tt1922645,the fairy,la fée,2011,93,"comedy,drama",6.1,2201
tt1922689,plan c,plan c,2012,95,"comedy,crime",6.4,1253
tt1922698,revenge is her middle name,revenge is her middle name,2011,98,"drama,horror",6.7,29
tt1922699,reveròn,reveròn,2011,112,"biography,drama,history",7.2,197
tt1922721,beauty,skoonheid,2011,99,drama,6.2,1562
tt1922733,on the edge,sur la planche,2011,110,drama,5.8,132
tt1922736,tatsumi,tatsumi,2011,96,"animation,biography,drama",7.1,640
tt1922747,the hour of living,the hour of living,2012,112,drama,7.1,37
tt1922748,the investigator,the investigator,2013,101,"drama,family,sport",5.5,295
tt1922767,tous au larzac,tous au larzac,2011,120,documentary,7.3,169
tt1922777,sinister,sinister,2012,110,"horror,mystery,thriller",6.8,198345
tt1924233,bloodlust,bloodlust,2010,105,thriller,7.1,9
tt1924244,continental,continental,2013,95,documentary,6.7,68
tt1924256,tunnel of bones,el túnel de los huesos,2011,100,"action,crime,thriller",6.1,197
tt1924266,finding me: truth,finding me: truth,2011,100,"comedy,drama,romance",5.8,37
tt1924273,ghost graduation,promoción fantasma,2012,88,"adventure,comedy,fantasy",6.4,2929
tt1924283,hard romanticker,hâdo romanchikkâ,2011,108,drama,6.2,165
tt1924312,little boy blue,little boy blue,2011,89,"drama,fantasy,thriller",6.6,11
tt1924334,occupied,occupied,2011,88,thriller,3.1,110
tt1924336,omamamia,omamamia,2012,105,comedy,5.7,202
tt1924344,parking lot,parking lot,2011,90,thriller,3.9,18
tt1924348,pólvora negra,pólvora negra,2011,87,"action,fantasy,western",6.6,22
tt1924351,preemie,preemie,2011,87,documentary,9.2,16
tt1924354,que pena tu boda,que pena tu boda,2011,98,comedy,5.6,866
tt1924379,snuff dogs,snuff dogs,2011,90,thriller,6.4,8
tt1924394,the angels' share,the angels' share,2012,101,"comedy,crime,drama",7.0,21686
tt1924396,the best offer,la migliore offerta,2013,131,"crime,drama,mystery",7.8,96073
tt1924429,trance,trance,2013,101,"crime,drama,mystery",6.9,104951
tt1924435,let's be cops,let's be cops,2014,104,"comedy,crime",6.4,121633
tt1924474,juliet is the sun,juliet is the sun,2011,93,"action,crime,drama",8.0,5
tt1925421,elena,elena,2011,109,"crime,drama,thriller",7.3,11307
tt1925431,fire with fire,fire with fire,2012,97,"action,crime,drama",5.6,23655
tt1925446,once upon a time in the north,härmä,2012,128,"drama,history",6.2,1235
tt1925466,mall,mall,2014,88,drama,5.1,1256
tt1925479,officer down,officer down,2013,98,"crime,drama",5.5,5002
tt1925518,the protector 2,tom yum goong 2,2013,104,action,5.3,6142
tt1925539,waxie moon in fallen jewel,waxie moon in fallen jewel,2015,88,"comedy,drama,fantasy",3.7,56
tt1926214,a moment of youth,a moment of youth,2011,143,"adventure,biography,comedy",1.0,352
tt1926245,empusa,empusa,2010,97,horror,4.0,48
tt1926246,"verdades verdaderas, la vida de estela","verdades verdaderas, la vida de estela",2011,99,"biography,drama,history",6.7,114
tt1926307,over the rainbow (lgbt shorts),over the rainbow (lgbt shorts),2011,115,"comedy,drama,musical",3.5,11
tt1926310,planet of the vampire women,planet of the vampire women,2011,95,sci-fi,5.2,101
tt1926313,pyaar ka punchnama,pyaar ka punchnama,2011,149,"comedy,drama,romance",7.7,17788
tt1927006,daas,daas,2011,102,"drama,history",5.7,178
tt1927021,don't feed the animals,don't feed the animals,2011,90,comedy,8.0,6
tt1927025,décharge,décharge,2011,94,drama,6.2,129
tt1927035,toykhtoproyshovkrizvohon,toykhtoproyshovkrizvohon,2011,110,"adventure,biography,drama",7.2,1242
tt1927056,illangyan,illangyan,2010,126,"action,drama",4.3,13
tt1927077,letters to santa,listy do m.,2011,110,"comedy,romance",7.2,3362
tt1927091,narthaki,narthaki,2011,115,family,3.7,6
tt1927136,strange rooms,strange rooms,2011,89,horror,4.2,10
tt1927165,thoonga nagaram,thoonga nagaram,2011,138,"comedy,family,thriller",6.1,97
tt1927172,"y/n: you lie, you die",true love,2012,102,thriller,5.0,702
tt1928124,beware,beware,2010,94,horror,3.9,320
tt1928144,contract killers,contract killers,2014,95,"action,crime,thriller",3.7,370
tt1928161,electric man,electric man,2012,100,"action,comedy,drama",7.3,47
tt1928171,frequency of genius,frequency of genius,2010,270,documentary,8.7,22
tt1928196,jan pawel ii: szukalem was...,jan pawel ii: szukalem was...,2011,90,documentary,6.9,36
tt1928225,destinos interrumpidos,destinos interrumpidos,2013,90,documentary,8.8,9
tt1928235,old cow vs tender grass,old cow vs tender grass,2010,95,"comedy,romance",5.0,13
tt1928329,lines of wellington,linhas de wellington,2012,151,"drama,history,war",6.2,1235
tt1928330,bad ass,bad ass,2012,90,"action,comedy,crime",5.5,17713
tt1928331,bailout,bailout,2012,89,"comedy,documentary",8.8,39
tt1928337,mine games,mine games,2012,92,"horror,mystery,thriller",5.4,3085
tt1928338,somewhere slow,somewhere slow,2013,96,"comedy,drama,romance",5.2,233
tt1928340,after the dark,after the dark,2013,107,"drama,fantasy,sci-fi",5.8,20001
tt1929177,act up!,act up!,2012,92,"documentary,history",7.2,10
tt1929194,believe you me,believe you me,2011,94,"comedy,drama,mystery",7.8,21
tt1929205,brother number one,brother number one,2011,97,documentary,8.2,42
tt1929206,bucharestless,bucharestless,2011,93,documentary,8.1,19
tt1929263,heaven is for real,heaven is for real,2014,99,"biography,drama,family",5.8,24267
tt1929278,welcome to shamatown,jue zhan cha ma zhen,2010,104,"adventure,comedy,western",5.7,125
tt1929308,magic magic,magic magic,2013,97,"drama,thriller",5.0,8779
tt1929310,mansion of blood,mansion of blood,2015,98,horror,5.1,70
tt1929344,payback jack,payback jack,2012,98,"action,comedy,romance",6.9,18
tt1929346,people of a feather,people of a feather,2011,90,documentary,8.1,94
tt1929348,prank calls: video collection,prank calls: video collection,2011,101,comedy,7.4,71
tt1929361,rodney cecil: psycho hero,rodney cecil: psycho hero,2011,98,"action,comedy,horror",5.7,9
tt1929373,sound of heaven: the story of balgandharva,sound of heaven: the story of balgandharva,2011,124,drama,7.4,240
tt1929404,the guantanamo trap,the guantanamo trap,2011,90,documentary,6.7,38
tt1929433,triumph in the skies,chung seung wan siu,2015,100,drama,4.3,276
tt1929449,we are many,we are many,2014,110,documentary,6.8,340
tt1930290,belkibolang,belkibolang,2011,87,drama,5.5,12
tt1930308,comforting skin,comforting skin,2011,109,"drama,fantasy,horror",4.8,383
tt1930318,dedemit gunung kidul,dedemit gunung kidul,2011,90,horror,3.3,17
tt1930322,destiny road,destiny road,2012,100,drama,6.6,68
tt1930327,dollhouse,dollhouse,2012,95,drama,4.9,376
tt1930344,give me the banjo,give me the banjo,2011,90,documentary,7.2,84
tt1930363,my way of life,watashi no michi: waga inochi no tango,2012,104,drama,6.0,5
tt1930391,lost in papua,lost in papua,2011,100,"adventure,drama,thriller",6.3,11
tt1930421,night boats,nocni brodovi,2012,101,drama,7.2,158
tt1930423,number one shakib khan,number one shakib khan,2010,175,"action,comedy,drama",4.6,472
tt1930424,oh tidak..!,oh tidak..!,2011,89,"comedy,drama",4.7,6
tt1930425,okkar eigin osló,okkar eigin osló,2011,97,"comedy,romance",6.0,105
tt1930444,pop star,pop star,2010,90,thriller,6.0,13
tt1930458,red line,red line,2013,87,thriller,5.0,1055
tt1930467,rumah tanpa jendela,rumah tanpa jendela,2011,100,"drama,musical",7.2,47
tt1930499,talking to the trees,talking to the trees,2012,90,drama,7.4,33
tt1930501,tebus,tebus,2011,100,"crime,horror,thriller",4.7,12
tt1930546,arthur newman,arthur newman,2012,93,drama,5.7,6597
tt1931377,abrázame,abrázame,2011,98,comedy,7.3,11
tt1931378,african gothic,african gothic,2014,90,thriller,6.4,135
tt1931381,antwerpen centraal,antwerpen centraal,2011,93,documentary,5.5,22
tt1931388,beware of mr. baker,beware of mr. baker,2012,100,documentary,7.7,2955
tt1931419,tomorrow's another day,det är en dag imorgon också,2011,90,"biography,documentary",7.2,21
tt1931421,dolfje weerwolfje,dolfje weerwolfje,2011,89,"drama,family,fantasy",6.3,427
tt1931435,the big wedding,the big wedding,2013,89,"comedy,drama,romance",5.6,44221
tt1931445,heimat,heimat,2011,91,"comedy,drama,family",5.5,26
tt1931456,indoctrination,indoctrination,2011,102,documentary,6.4,56
tt1931466,knife fight,knife fight,2012,100,drama,5.1,1263
tt1931470,declaration of war,la guerre est déclarée,2011,100,drama,7.0,4743
tt1931513,ponnar sankar,ponnar sankar,2011,160,"drama,thriller",3.7,48
tt1931533,seven psychopaths,seven psychopaths,2012,110,"comedy,crime",7.2,223493
tt1931544,of women and horses,sport de filles,2011,101,"drama,sport",5.4,168
tt1931549,"the man nobody knew: in search of my father, cia spymaster william colby","the man nobody knew: in search of my father, cia spymaster william colby",2011,104,"biography,documentary,history",6.7,396
tt1931580,the pattern,the pattern,2012,90,horror,7.2,17
tt1931589,thenmerku paruvakaatru,then maerku paruva kaatru,2010,125,"action,family",7.0,151
tt1931601,venom,venom,2011,92,thriller,3.0,162
tt1931602,very good girls,very good girls,2013,91,"drama,romance",6.0,13422
tt1932597,9 leben,9 leben,2011,105,documentary,7.1,40
tt1932624,cun!,cun!,2011,105,"comedy,romance",5.8,25
tt1932630,dilarang masuk,dilarang masuk,2011,90,"horror,thriller",4.8,9
tt1932660,kongsi,kongsi,2011,90,action,5.7,69
tt1932662,l'estate sta finendo,l'estate sta finendo,2013,98,drama,4.8,18
tt1932676,momok jangan panggil aku,momok jangan panggil aku,2011,98,horror,3.8,5
tt1932688,nur kasih: the movie,nur kasih: the movie,2011,90,drama,6.8,43
tt1932691,penunggu istana,penunggu istana,2011,90,horror,3.8,16
tt1932695,"isoroku yamamoto, the commander-in-chief of the combined fleet",rengô kantai shirei chôkan: yamamoto isoroku,2011,140,"biography,drama,war",6.8,868
tt1932701,senjakala,senjakala,2011,90,horror,5.1,14
tt1932708,the suicide forecast,soo-sang-han go-gaek-deul,2011,124,"comedy,drama",6.4,174
tt1932718,thanks for sharing,thanks for sharing,2012,112,"comedy,drama,romance",6.4,24665
tt1932752,toyol nakal,toyol nakal,2011,93,comedy,6.4,5
tt1932767,what maisie knew,what maisie knew,2012,99,drama,7.5,25455
tt1933647,sin tetas no hay paraíso,sin tetas no hay paraíso,2010,108,"crime,drama,thriller",5.2,211
tt1934167,a boatload of wild irishmen,a boatload of wild irishmen,2010,90,documentary,6.4,14
tt1934169,a hand full of dirt,a hand full of dirt,2010,90,drama,7.7,7
tt1934172,heroes of dirt,heroes of dirt,2015,98,"action,drama,sport",6.7,81
tt1934194,blood pressure,blood pressure,2012,101,drama,6.6,230
tt1934205,what the day owes the night,ce que le jour doit à la nuit,2012,162,"drama,romance",7.8,2303
tt1934229,dead woman's hollow,dead woman's hollow,2013,106,"crime,drama,horror",5.0,66
tt1934231,delhi belly,delhi belly,2011,103,"action,comedy,crime",7.6,24622
tt1934234,diaz - don't clean up this blood,diaz - don't clean up this blood,2012,127,drama,7.3,3102
tt1934241,dont stop,dont stop,2012,98,"drama,music",6.5,94
tt1934293,john gets wasted,john gets wasted,2011,90,comedy,7.6,14
tt1934335,a beautiful life,mei li ren sheng,2011,124,"drama,romance",6.7,676
tt1934381,sector 7,7 gwanggu,2011,101,"action,adventure,horror",4.6,2069
tt1934416,the bailey case,the bailey case,2011,110,horror,6.7,12
tt1934423,the film love.com... the ultimate killing site,the film love.com... the ultimate killing site,2010,92,"action,crime,drama",3.5,15
tt1934427,the mirror never lies,laut bercermin,2011,100,drama,7.0,73
tt1934436,return of the moonwalker,return of the moonwalker,2013,89,comedy,4.0,83
tt1934452,realms,realms,2017,90,"horror,mystery",4.1,391
tt1934458,under the bed,under the bed,2012,87,"drama,horror",4.6,2468
tt1934472,we were children,we were children,2012,88,drama,7.5,237
tt1934487,zenne dancer,zenne dancer,2012,99,"biography,drama,romance",7.2,2348
tt1934488,zaharu,zaharu,2011,132,"drama,thriller",7.1,26
tt1934493,odd man out,odd man out,2013,100,"drama,thriller",5.8,5
tt1935065,not suitable for children,not suitable for children,2012,97,"comedy,romance",5.8,4744
tt1935074,the other of us,além de ti,2013,92,"drama,musical,romance",7.3,37
tt1935084,between home: odyssey of an unusual sea bandit,between home,2012,93,"adventure,biography,documentary",7.2,25
tt1935094,the cat,go-hyang-i: jook-eum-eul bo-neun doo gae-eui noon,2011,106,"drama,horror,mystery",5.9,1023
tt1935104,darkest night,darkest night,2012,99,"drama,horror,thriller",3.3,239
tt1935139,hannah has a ho-phase,hannah has a ho-phase,2012,93,"comedy,romance",6.0,64
tt1935156,jodorowsky's dune,jodorowsky's dune,2013,90,documentary,8.1,19026
tt1935158,key,key,2011,87,"mystery,thriller",3.7,198
tt1935166,lo azul del cielo,lo azul del cielo,2012,112,"drama,romance,thriller",6.8,56
tt1935179,mud,mud,2012,130,drama,7.4,156786
tt1935184,nakshatra,nakshatra,2010,122,"crime,drama,mystery",5.6,46
tt1935194,overdrive,overdrive,2017,93,"action,thriller",5.4,10299
tt1935201,please kill mr. know it all,please kill mr. know it all,2012,87,"comedy,crime,romance",4.6,221
tt1935209,quem vai à guerra,quem vai à guerra,2011,130,"biography,documentary,history",7.9,16
tt1935221,schatzritter,schatzritter,2012,93,"adventure,family",6.0,98
tt1935302,monsters: dark continent,monsters: dark continent,2014,119,"action,drama,horror",4.3,9200
tt1935315,wiebo's war,wiebo's war,2011,93,documentary,7.3,62
tt1935742,cupcakes,cupcakes,2013,92,"comedy,music",6.0,523
tt1935765,circular,circular,2011,94,drama,6.6,32
tt1935785,don't click,mi-hwak-in-dong-yeong-sang,2012,93,"horror,mystery,thriller",4.7,450
tt1935826,into the fire,into the fire,2011,124,"crime,documentary,history",7.8,69
tt1935839,lea and darija,lea i darija,2011,101,"biography,drama,music",7.1,307
tt1935859,miss peregrine's home for peculiar children,miss peregrine's home for peculiar children,2016,127,"adventure,drama,fantasy",6.7,140619
tt1935870,"rock, paper, scissors","piedra, papel o tijera",2012,110,drama,7.1,187
tt1935871,platteland,platteland,2011,120,"action,drama,music",6.4,137
tt1935881,semi-soet,semi-soet,2012,107,"comedy,romance",7.1,390
tt1935896,the abcs of death,the abcs of death,2012,129,"comedy,horror",4.7,16958
tt1935902,the brass teapot,the brass teapot,2012,101,"comedy,fantasy,thriller",6.4,13746
tt1935909,the hounds,the hounds,2011,87,"crime,horror,thriller",3.4,245
tt1935914,the last days,los últimos días,2013,100,"adventure,horror,sci-fi",6.2,7057
tt1935940,get santa,get santa,2014,102,"comedy,family",6.3,2599
tt1937092,always kabhi kabhi,always kabhi kabhi,2011,126,"comedy,crime,drama",4.3,1213
tt1937100,bat $#*! crazy,bat $#*! crazy,2011,128,thriller,2.7,85
tt1937112,crimson: the motion picture,crimson: the motion picture,2011,97,action,6.0,13
tt1937116,career courier: the labor of love,career courier: the labor of love,2011,87,"action,documentary,sport",7.3,9
tt1937118,chinese puzzle,casse-tête chinois,2013,117,"comedy,drama,romance",7.0,12335
tt1937133,on the other side of the tracks,de l'autre côté du périph,2012,96,"action,comedy,crime",5.8,4370
