movie_id,primary_title,original_title_x,start_year,runtime_minutes,genres,averagerating,numvotes,genre_ids,id_x,original_language,original_title_y,popularity,release_date_x,title,vote_average,vote_count,id_y,release_date_y,movie,production_budget,domestic_gross_x,worldwide_gross,studio,domestic_gross_y,foreign_gross,year
tt1067774,Monte Carlo,Monte Carlo,2011,109.0,"Adventure,Comedy,Family",5.8,38731,"[12, 35, 10749]",59860,en,Monte Carlo,11.017000000000001,2011-07-01,Monte Carlo,6.2,1193,84,"Jul 1, 2011",Monte Carlo,"$20,000,000","$23,186,769","$39,686,769",Fox,23200000.0,16500000,2011
tt1071875,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2011,96.0,"Action,Fantasy,Thriller",4.3,103608,"[28, 14, 53]",71676,en,Ghost Rider: Spirit of Vengeance,18.678,2011-12-10,Ghost Rider: Spirit of Vengeance,4.8,2039,73,"Feb 17, 2012",Ghost Rider: Spirit of Vengeance,"$57,000,000","$51,774,002","$149,217,355",Sony,51800000.0,80800000,2012
tt1072748,Winchester,Winchester,2018,99.0,"Biography,Drama,Fantasy",5.4,24351,"[14, 9648, 53, 27]",416234,en,Winchester,12.44,2018-02-02,Winchester,5.7,884,95,"Feb 2, 2018",Winchester,"$3,500,000","$25,091,816","$44,378,040",LGF,25100000.0,,2018
tt1074638,Skyfall,Skyfall,2012,143.0,"Action,Adventure,Thriller",7.8,592221,"[28, 12, 53]",37724,en,Skyfall,19.27,2012-11-09,Skyfall,7.1,10441,52,"Nov 8, 2012",Skyfall,"$200,000,000","$304,360,277","$1,110,526,981",Sony,304400000.0,804200000,2012
tt1075747,Jonah Hex,Jonah Hex,2010,81.0,"Action,Drama,Fantasy",4.7,51860,"[28, 37, 18, 14, 53]",20533,en,Jonah Hex,13.467,2010-06-18,Jonah Hex,4.6,708,40,"Jun 18, 2010",Jonah Hex,"$47,000,000","$10,547,117","$11,022,696",WB,10500000.0,356000,2010
tt1077368,Dark Shadows,Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror",6.2,229818,"[35, 14]",62213,en,Dark Shadows,15.75,2012-05-11,Dark Shadows,5.9,4197,89,"May 11, 2012",Dark Shadows,"$150,000,000","$79,727,149","$238,202,668",WB,79700000.0,165800000,2012
tt1083452,Eddie the Eagle,Eddie the Eagle,2015,106.0,"Biography,Comedy,Drama",7.4,75331,"[35, 18, 36, 12]",319888,en,Eddie the Eagle,11.482999999999999,2016-02-26,Eddie the Eagle,7.2,1190,86,"Feb 26, 2016",Eddie the Eagle,"$23,000,000","$15,789,389","$45,060,480",Fox,15800000.0,30400000,2016
tt1085448,Lights Out,Lights Out,2010,,Drama,6.6,10,"[53, 9648, 27]",345911,en,Lights Out,12.408,2016-07-22,Lights Out,6.3,2220,55,"Jul 22, 2016",Lights Out,"$5,000,000","$67,268,835","$148,806,510",WB (NL),67300000.0,81600000,2016
tt1646127,Lights Out,Simon Werner a disparu...,2010,87.0,"Drama,Mystery,Thriller",6.4,971,"[53, 9648, 27]",345911,en,Lights Out,12.408,2016-07-22,Lights Out,6.3,2220,55,"Jul 22, 2016",Lights Out,"$5,000,000","$67,268,835","$148,806,510",WB (NL),67300000.0,81600000,2016
tt2611518,Lights Out,Lights Out,2013,,Drama,8.6,22,"[53, 9648, 27]",345911,en,Lights Out,12.408,2016-07-22,Lights Out,6.3,2220,55,"Jul 22, 2016",Lights Out,"$5,000,000","$67,268,835","$148,806,510",WB (NL),67300000.0,81600000,2016
tt4786282,Lights Out,Lights Out,2016,81.0,"Drama,Horror,Mystery",6.3,100650,"[53, 9648, 27]",345911,en,Lights Out,12.408,2016-07-22,Lights Out,6.3,2220,55,"Jul 22, 2016",Lights Out,"$5,000,000","$67,268,835","$148,806,510",WB (NL),67300000.0,81600000,2016
tt1086772,Blended,Blended,2014,117.0,"Comedy,Romance",6.5,106491,[35],232672,en,Blended,10.613,2014-05-23,Blended,6.7,1709,90,"May 23, 2014",Blended,"$45,000,000","$46,290,741","$127,990,741",WB,46300000.0,81700000,2014
tt1091191,Lone Survivor,Lone Survivor,2013,121.0,"Action,Biography,Drama",7.5,246641,"[28, 18, 10752]",193756,en,Lone Survivor,15.404000000000002,2013-12-24,Lone Survivor,7.4,2289,84,"Dec 25, 2013",Lone Survivor,"$40,000,000","$125,095,601","$149,804,632",Uni.,125100000.0,29700000,2013
tt1091821,Noah,Noah,2012,,Animation,5.6,223,[18],215908,en,Noah,0.6,2013-09-09,Noah,7.6,11,51,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065",Par.,101200000.0,261399999,2014
tt1091821,Noah,Noah,2012,,Animation,5.6,223,"[18, 12]",86834,en,Noah,13.905,2014-03-28,Noah,5.6,3955,51,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065",Par.,101200000.0,261399999,2014
tt1091821,Noah,Noah,2012,,Animation,5.6,223,[99],355462,en,Noah,0.6,2014-03-25,Noah,7.5,2,51,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065",Par.,101200000.0,261399999,2014
tt1959490,Noah,Noah,2014,138.0,"Action,Adventure,Drama",5.8,229326,[18],215908,en,Noah,0.6,2013-09-09,Noah,7.6,11,51,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065",Par.,101200000.0,261399999,2014
tt1959490,Noah,Noah,2014,138.0,"Action,Adventure,Drama",5.8,229326,"[18, 12]",86834,en,Noah,13.905,2014-03-28,Noah,5.6,3955,51,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065",Par.,101200000.0,261399999,2014
tt1959490,Noah,Noah,2014,138.0,"Action,Adventure,Drama",5.8,229326,[99],355462,en,Noah,0.6,2014-03-25,Noah,7.5,2,51,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065",Par.,101200000.0,261399999,2014
tt2109176,Noah,Noah,2011,105.0,"Drama,Thriller",6.5,12,[18],215908,en,Noah,0.6,2013-09-09,Noah,7.6,11,51,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065",Par.,101200000.0,261399999,2014
tt2109176,Noah,Noah,2011,105.0,"Drama,Thriller",6.5,12,"[18, 12]",86834,en,Noah,13.905,2014-03-28,Noah,5.6,3955,51,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065",Par.,101200000.0,261399999,2014
tt2109176,Noah,Noah,2011,105.0,"Drama,Thriller",6.5,12,[99],355462,en,Noah,0.6,2014-03-25,Noah,7.5,2,51,"Mar 28, 2014",Noah,"$130,000,000","$101,200,044","$352,831,065",Par.,101200000.0,261399999,2014
tt1092026,Paul,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567,"[12, 35, 878]",39513,en,Paul,15.234000000000002,2011-03-17,Paul,6.5,3017,58,"Mar 18, 2011",Paul,"$40,000,000","$37,412,945","$101,162,106",Uni.,37400000.0,60600000,2011
tt5132504,Paul,Paul,2016,71.0,Drama,4.8,6,"[12, 35, 878]",39513,en,Paul,15.234000000000002,2011-03-17,Paul,6.5,3017,58,"Mar 18, 2011",Paul,"$40,000,000","$37,412,945","$101,162,106",Uni.,37400000.0,60600000,2011
tt1092634,Shanghai,Shanghai,2010,105.0,"Crime,Drama,Mystery",6.4,8662,"[18, 9648, 10749]",38407,en,Shanghai,6.824,2010-10-02,Shanghai,6.1,80,5,"Oct 2, 2015",Shanghai,"$50,000,000","$46,425","$15,505,922",Wein.,46400.0,9200000,2015
tt2072227,Shanghai,Shanghai,2012,120.0,"Crime,Mystery,Thriller",7.2,9047,"[18, 9648, 10749]",38407,en,Shanghai,6.824,2010-10-02,Shanghai,6.1,80,5,"Oct 2, 2015",Shanghai,"$50,000,000","$46,425","$15,505,922",Wein.,46400.0,9200000,2015
tt1093357,The Darkest Hour,The Darkest Hour,2011,89.0,"Action,Adventure,Horror",4.9,55071,"[27, 28, 53, 878]",71469,en,The Darkest Hour,10.73,2011-12-25,The Darkest Hour,4.9,735,58,"Dec 25, 2011",The Darkest Hour,"$34,800,000","$21,443,494","$62,831,715",Sum.,21400000.0,43200000,2011
tt4249090,The Darkest Hour,The Darkest Hour,2014,52.0,"Documentary,News",6.4,8,"[27, 28, 53, 878]",71469,en,The Darkest Hour,10.73,2011-12-25,The Darkest Hour,4.9,735,58,"Dec 25, 2011",The Darkest Hour,"$34,800,000","$21,443,494","$62,831,715",Sum.,21400000.0,43200000,2011
tt1103153,Killers,Killers,2010,100.0,"Action,Comedy,Romance",5.4,82237,"[28, 35, 53, 10749]",37821,en,Killers,10.221,2010-06-04,Killers,5.8,1314,54,"Jun 4, 2010",Killers,"$75,000,000","$47,059,963","$95,572,749",LGF,47100000.0,51100000,2010
tt2409300,Killers,Killers,2014,137.0,"Action,Crime,Drama",6.5,4472,"[28, 35, 53, 10749]",37821,en,Killers,10.221,2010-06-04,Killers,5.8,1314,54,"Jun 4, 2010",Killers,"$75,000,000","$47,059,963","$95,572,749",LGF,47100000.0,51100000,2010
tt1109624,Paddington,Paddington,2014,95.0,"Adventure,Comedy,Family",7.2,84679,"[35, 12, 10751]",116149,en,Paddington,13.565,2015-01-16,Paddington,7.0,1904,5,"Jan 16, 2015",Paddington,"$55,000,000","$76,223,578","$258,789,097",W/Dim.,76300000.0,191800000,2015
tt1111235,Trance,Trance,2010,83.0,Horror,4.6,77,"[53, 80, 18, 9648]",68727,en,Trance,9.571,2013-04-05,Trance,6.6,1348,71,"Apr 5, 2013",Trance,"$16,000,000","$2,322,593","$22,594,052",FoxS,2300000.0,21900000,2013
tt1111235,Trance,Trance,2010,83.0,Horror,4.6,77,"[53, 80, 18, 9648]",68727,en,Trance,9.571,2013-04-05,Trance,6.6,1348,31,"Dec 31, 2012",Trance,"$950,000",$0,$0,FoxS,2300000.0,21900000,2013
tt1924429,Trance,Trance,2013,101.0,"Crime,Drama,Mystery",6.9,104951,"[53, 80, 18, 9648]",68727,en,Trance,9.571,2013-04-05,Trance,6.6,1348,71,"Apr 5, 2013",Trance,"$16,000,000","$2,322,593","$22,594,052",FoxS,2300000.0,21900000,2013
tt1924429,Trance,Trance,2013,101.0,"Crime,Drama,Mystery",6.9,104951,"[53, 80, 18, 9648]",68727,en,Trance,9.571,2013-04-05,Trance,6.6,1348,31,"Dec 31, 2012",Trance,"$950,000",$0,$0,FoxS,2300000.0,21900000,2013
tt1120985,Blue Valentine,Blue Valentine,2010,112.0,"Drama,Romance",7.4,170089,"[18, 10749]",46705,en,Blue Valentine,8.994,2010-12-29,Blue Valentine,6.9,1677,25,"Dec 29, 2010",Blue Valentine,"$1,000,000","$9,737,892","$16,566,240",Wein.,9700000.0,2600000,2010
tt1120985,Blue Valentine,Blue Valentine,2010,112.0,"Drama,Romance",7.4,170089,"[18, 10749]",46705,en,Blue Valentine,8.994,2010-12-29,Blue Valentine,6.9,1677,25,"Dec 29, 2010",Blue Valentine,"$1,000,000","$9,737,892","$16,566,240",Wein.,9700000.0,2600000,2010
tt1121096,Seventh Son,Seventh Son,2014,102.0,"Action,Adventure,Fantasy",5.5,66565,"[12, 14]",68737,en,Seventh Son,22.855999999999998,2015-02-06,Seventh Son,5.3,1549,24,"Feb 6, 2015",Seventh Son,"$95,000,000","$17,725,785","$108,874,967",Uni.,17200000.0,97000000,2015
tt1124035,The Ides of March,The Ides of March,2011,101.0,"Drama,Thriller",7.1,207417,[18],10316,en,The Ides of March,10.127,2011-10-07,The Ides of March,6.7,1405,76,"Oct 7, 2011",The Ides of March,"$23,000,000","$40,962,534","$77,735,925",Sony,41000000.0,35000000,2011
tt1124037,Free State of Jones,Free State of Jones,2016,139.0,"Action,Biography,Drama",6.9,45135,"[28, 18, 36, 10752]",316152,en,Free State of Jones,8.574,2016-06-24,Free State of Jones,6.6,787,81,"Jun 24, 2016",Free State of Jones,"$50,000,000","$20,810,036","$23,237,252",STX,20800000.0,4200000,2016
tt1126590,Big Eyes,Big Eyes,2014,106.0,"Biography,Crime,Drama",7.0,77447,[18],87093,en,Big Eyes,12.017000000000001,2014-12-25,Big Eyes,7.0,2153,23,"Dec 25, 2014",Big Eyes,"$10,000,000","$14,482,031","$27,317,872",Wein.,14500000.0,14800000,2014
tt4317898,Big Eyes,Big Eyes,2014,,Documentary,7.2,43,[18],87093,en,Big Eyes,12.017000000000001,2014-12-25,Big Eyes,7.0,2153,23,"Dec 25, 2014",Big Eyes,"$10,000,000","$14,482,031","$27,317,872",Wein.,14500000.0,14800000,2014
tt1126591,Burlesque,Burlesque,2010,119.0,"Drama,Music,Musical",6.4,71021,"[18, 10749]",42297,en,Burlesque,8.676,2010-11-23,Burlesque,7.1,1195,24,"Nov 24, 2010",Burlesque,"$55,000,000","$39,440,655","$90,552,675",SGem,39400000.0,50100000,2010
tt1586713,Burlesque,Burlesque,2010,,Drama,7.0,45,"[18, 10749]",42297,en,Burlesque,8.676,2010-11-23,Burlesque,7.1,1195,24,"Nov 24, 2010",Burlesque,"$55,000,000","$39,440,655","$90,552,675",SGem,39400000.0,50100000,2010
tt1126618,Morning Glory,Morning Glory,2010,107.0,"Comedy,Drama,Romance",6.5,67367,"[35, 18, 10749]",38357,en,Morning Glory,10.595,2010-11-10,Morning Glory,6.3,717,73,"Nov 10, 2010",Morning Glory,"$40,000,000","$31,011,732","$59,795,070",Par.,31000000.0,29000000,2010
tt1130884,Shutter Island,Shutter Island,2010,138.0,"Mystery,Thriller",8.1,1005960,"[18, 53, 9648]",11324,en,Shutter Island,18.06,2010-02-18,Shutter Island,8.1,12625,52,"Feb 19, 2010",Shutter Island,"$80,000,000","$128,012,934","$299,461,782",Par.,128000000.0,166800000,2010
tt1133985,Green Lantern,Green Lantern,2011,114.0,"Action,Adventure,Sci-Fi",5.5,252281,"[12, 28, 53, 878]",44912,en,Green Lantern,17.257,2011-06-17,Green Lantern,5.1,4290,62,"Jun 17, 2011",Green Lantern,"$200,000,000","$116,601,172","$219,535,492",WB,116600000.0,103300000,2011
tt1135084,Takers,Takers,2010,107.0,"Action,Crime,Thriller",6.2,53377,"[28, 80, 18, 53]",22907,en,Takers,8.969,2010-08-26,Takers,6.2,605,95,"Aug 27, 2010",Takers,"$32,000,000","$57,744,720","$70,587,268",SGem,57700000.0,11300000,2010
tt1139328,The Ghost Writer,The Ghost Writer,2010,128.0,"Drama,Mystery,Thriller",7.2,148274,"[53, 9648]",11439,en,The Ghost Writer,7.829,2010-02-12,The Ghost Writer,6.8,1135,11,"Feb 19, 2010",The Ghost Writer,"$45,000,000","$15,541,549","$65,532,491",Sum.,15500000.0,44700000,2010
tt1142977,Frankenweenie,Frankenweenie,2012,87.0,"Animation,Comedy,Family",7.0,89489,"[16, 35, 10751]",62214,en,Frankenweenie,14.627,2012-10-05,Frankenweenie,6.8,1685,48,"Oct 5, 2012",Frankenweenie,"$39,000,000","$35,287,788","$81,150,788",BV,35300000.0,46200000,2012
tt1152398,Beastly,Beastly,2011,86.0,"Drama,Fantasy,Romance",5.6,72599,"[18, 14, 10749, 878]",38117,en,Beastly,10.136000000000001,2011-03-04,Beastly,6.1,1748,87,"Mar 4, 2011",Beastly,"$17,000,000","$27,865,571","$38,028,230",CBS,27900000.0,15300000,2011
tt1152822,Freakonomics,Freakonomics,2010,93.0,Documentary,6.4,6466,[99],43942,en,Freakonomics,5.705,2010-10-01,Freakonomics,6.6,57,80,"Oct 1, 2010",Freakonomics,"$2,900,000","$101,270","$172,867",Magn.,101000.0,16400,2010
tt1152830,The Joneses,The Joneses,2011,117.0,"Comedy,Drama",6.9,87,"[35, 18]",41479,en,The Joneses,6.4239999999999995,2010-04-16,The Joneses,6.2,312,88,"Apr 16, 2010",The Joneses,"$10,000,000","$1,475,746","$3,541,565",RAtt.,1500000.0,5500000,2010
tt1152830,The Joneses,The Joneses,2011,117.0,"Comedy,Drama",6.9,87,[99],392180,en,The Joneses,0.634,2016-04-28,The Joneses,6.0,1,88,"Apr 16, 2010",The Joneses,"$10,000,000","$1,475,746","$3,541,565",RAtt.,1500000.0,5500000,2010
tt4360484,The Joneses,The Joneses,2016,80.0,"Biography,Documentary",5.9,15,"[35, 18]",41479,en,The Joneses,6.4239999999999995,2010-04-16,The Joneses,6.2,312,88,"Apr 16, 2010",The Joneses,"$10,000,000","$1,475,746","$3,541,565",RAtt.,1500000.0,5500000,2010
tt4360484,The Joneses,The Joneses,2016,80.0,"Biography,Documentary",5.9,15,[99],392180,en,The Joneses,0.634,2016-04-28,The Joneses,6.0,1,88,"Apr 16, 2010",The Joneses,"$10,000,000","$1,475,746","$3,541,565",RAtt.,1500000.0,5500000,2010
tt1155076,The Karate Kid,The Karate Kid,2010,140.0,"Action,Drama,Family",6.2,146401,"[28, 12, 18, 10751]",38575,en,The Karate Kid,12.255999999999998,2010-06-10,The Karate Kid,6.3,3140,77,"Jun 11, 2010",The Karate Kid,"$40,000,000","$176,591,618","$351,774,938",Sony,176600000.0,182500000,2010
tt1155076,The Karate Kid,The Karate Kid,2010,140.0,"Action,Drama,Family",6.2,146401,"[28, 12, 18, 10751]",38575,en,The Karate Kid,12.255999999999998,2010-06-10,The Karate Kid,6.3,3140,63,"Jun 22, 1984",The Karate Kid,"$8,000,000","$90,815,558","$90,815,558",Sony,176600000.0,182500000,2010
tt1161864,The Rite,The Rite,2011,114.0,"Drama,Horror,Mystery",6.0,85604,"[18, 53, 27]",48171,en,The Rite,9.676,2011-01-28,The Rite,5.9,994,100,"Jan 28, 2011",The Rite,"$37,000,000","$33,047,633","$97,143,987",WB (NL),33000000.0,63000000,2011
tt1164999,Biutiful,Biutiful,2010,148.0,"Drama,Romance",7.5,80382,[18],45958,es,Biutiful,7.697,2010-12-28,Biutiful,7.2,546,44,"Jan 28, 2011",Biutiful,"$35,000,000","$5,101,237","$24,687,524",RAtt.,5100000.0,20000000,2011
tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161.0,"Adventure,Fantasy",7.8,565563,"[12, 14, 28]",57158,en,The Hobbit: The Desolation of Smaug,21.275,2013-12-13,The Hobbit: The Desolation of Smaug,7.6,7739,21,"Dec 13, 2013",The Hobbit: The Desolation of Smaug,"$250,000,000","$258,366,855","$960,366,855",WB (NL),258399999.0,700000000,2013
tt1171222,Baggage Claim,Baggage Claim,2013,96.0,Comedy,5.1,8296,[35],175528,en,Baggage Claim,8.666,2013-09-27,Baggage Claim,5.4,127,38,"Sep 27, 2013",Baggage Claim,"$8,500,000","$21,569,509","$22,885,836",FoxS,21600000.0,887000,2013
tt1175709,All Good Things,All Good Things,2010,101.0,"Crime,Drama,Mystery",6.3,49684,"[18, 9648, 53, 80, 10749]",46503,en,All Good Things,7.871,2010-12-03,All Good Things,6.0,493,96,"Dec 3, 2010",All Good Things,"$20,000,000","$582,024","$873,617",Magn.,582000.0,62500,2010
tt1178665,A Walk in the Woods,A Walk in the Woods,2015,104.0,"Adventure,Biography,Comedy",6.3,22033,"[12, 35, 18]",232572,en,A Walk in the Woods,6.935,2015-09-02,A Walk in the Woods,5.9,402,75,"Sep 2, 2015",A Walk in the Woods,"$8,000,000","$29,499,394","$37,119,358",BG,29500000.0,8000000,2015
tt1179933,10 Cloverfield Lane,10 Cloverfield Lane,2016,103.0,"Drama,Horror,Mystery",7.2,260383,"[53, 878, 18]",333371,en,10 Cloverfield Lane,17.892,2016-03-11,10 Cloverfield Lane,6.9,4629,54,"Mar 11, 2016",10 Cloverfield Lane,"$5,000,000","$72,082,999","$108,286,422",Par.,72100000.0,38100000,2016
tt1182350,You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,2010,98.0,"Comedy,Drama,Romance",6.3,41608,"[35, 18, 10749]",38031,en,You Will Meet a Tall Dark Stranger,6.209,2010-05-23,You Will Meet a Tall Dark Stranger,5.8,431,27,"Sep 22, 2010",You Will Meet a Tall Dark Stranger,"$15,000,000","$3,247,816","$34,247,816",SPC,3200000.0,31000000,2010
tt1183923,Welcome to the Rileys,Welcome to the Rileys,2010,110.0,Drama,7.0,22210,[18],31007,en,Welcome to the Rileys,8.347999999999999,2010-10-29,Welcome to the Rileys,6.5,241,12,"Oct 29, 2010",Welcome to the Rileys,"$10,000,000","$152,857","$355,919",Gold.,159000.0,158000,2010
tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,2011,118.0,"Crime,Drama,Thriller",7.3,196109,"[80, 18, 53]",50348,en,The Lincoln Lawyer,11.812000000000001,2011-03-18,The Lincoln Lawyer,7.1,1525,25,"Mar 18, 2011",The Lincoln Lawyer,"$40,000,000","$58,009,200","$87,145,086",LGF,58000000.0,17000000,2011
tt1192628,Rango,Rango,2011,107.0,"Adventure,Animation,Comedy",7.2,215761,"[16, 35, 10751, 37, 12]",44896,en,Rango,14.462,2011-03-03,Rango,6.6,3412,29,"Mar 4, 2011",Rango,"$135,000,000","$123,477,607","$245,724,600",Par.,123500000.0,122200000,2011
tt1194173,The Bourne Legacy,The Bourne Legacy,2012,135.0,"Action,Adventure,Thriller",6.7,268678,"[28, 53]",49040,en,The Bourne Legacy,18.05,2012-08-10,The Bourne Legacy,6.1,3630,76,"Aug 10, 2012",The Bourne Legacy,"$125,000,000","$113,203,870","$280,355,920",Uni.,113200000.0,162900000,2012
tt1194417,Casino Jack,Casino Jack,2010,108.0,"Biography,Comedy,Crime",6.2,16191,"[80, 35, 18]",45324,en,Casino Jack,9.432,2010-12-17,Casino Jack,6.1,149,32,"Dec 17, 2010",Casino Jack,"$12,500,000","$2,039,869","$2,272,186",ATO,1000000.0,40700,2010
tt1195478,The Five-Year Engagement,The Five-Year Engagement,2012,124.0,"Comedy,Romance",6.2,88469,"[10749, 35]",72207,en,The Five-Year Engagement,10.729000000000001,2012-04-27,The Five-Year Engagement,5.8,742,37,"Apr 27, 2012",The Five-Year Engagement,"$30,000,000","$28,700,285","$61,623,819",Uni.,28800000.0,25100000,2012
tt1196141,Diary of a Wimpy Kid,Diary of a Wimpy Kid,2010,94.0,"Comedy,Drama,Family",6.2,38640,"[35, 10751]",33217,en,Diary of a Wimpy Kid,12.255999999999998,2010-03-19,Diary of a Wimpy Kid,6.0,736,13,"Mar 19, 2010",Diary of a Wimpy Kid,"$15,000,000","$64,003,625","$76,954,311",Fox,64000000.0,11700000,2010
tt1198101,Kites,Kites,2010,123.0,"Action,Drama,Romance",6.1,11353,"[18, 28, 10749]",37737,hi,Kites,6.058,2010-05-21,Kites,5.8,67,66,"May 21, 2010",Kites,"$9,200,000","$1,685,269","$17,155,193",Relbig.,1600000.0,1300000,2010
tt1204342,The Muppets,The Muppets,2011,103.0,"Adventure,Comedy,Family",7.1,82752,"[35, 10751, 10402]",64328,en,The Muppets,11.324000000000002,2011-11-23,The Muppets,6.6,831,64,"Nov 23, 2011",The Muppets,"$45,000,000","$88,625,922","$160,971,922",BV,88600000.0,76600000,2011
tt1204975,Last Vegas,Last Vegas,2013,105.0,"Comedy,Drama",6.6,121409,[35],137093,en,Last Vegas,6.5329999999999995,2013-11-01,Last Vegas,6.4,1211,46,"Jan 28, 2013",Last Vegas,"$28,000,000","$63,914,167","$112,914,167",CBS,63900000.0,70500000,2013
tt1204977,Ouija,Ouija,2014,89.0,"Horror,Mystery,Thriller",4.5,44054,[27],242512,en,Ouija,15.389000000000001,2014-10-24,Ouija,5.1,1670,60,"Oct 24, 2014",Ouija,"$5,000,000","$50,856,010","$103,300,632",Uni.,50900000.0,52700000,2014
tt1205537,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,2014,105.0,"Action,Drama,Thriller",6.2,114913,"[28, 18, 53]",137094,en,Jack Ryan: Shadow Recruit,11.061,2014-01-17,Jack Ryan: Shadow Recruit,6.1,1687,97,"Jan 17, 2014",Jack Ryan: Shadow Recruit,"$60,000,000","$50,577,412","$131,377,412",Par.,50600000.0,84900000,2014
tt1206543,Out of the Furnace,Out of the Furnace,2013,116.0,"Crime,Drama,Thriller",6.8,99037,"[53, 18, 80]",164457,en,Out of the Furnace,9.139,2013-12-06,Out of the Furnace,6.6,1077,41,"Dec 4, 2013",Out of the Furnace,"$22,000,000","$11,330,849","$15,434,375",Rela.,11300000.0,4300000,2013
tt1210166,Moneyball,Moneyball,2011,133.0,"Biography,Drama,Sport",7.6,326657,[18],60308,en,Moneyball,15.392999999999999,2011-09-22,Moneyball,7.1,2255,15,"Sep 23, 2011",Moneyball,"$50,000,000","$75,605,492","$111,300,835",Sony,75600000.0,34600000,2011
tt1210819,The Lone Ranger,The Lone Ranger,2013,150.0,"Action,Adventure,Western",6.4,208827,"[28, 12, 37]",57201,en,The Lone Ranger,12.482000000000001,2013-07-03,The Lone Ranger,6.0,3789,13,"Jul 2, 2013",The Lone Ranger,"$275,000,000","$89,302,115","$260,002,115",BV,89300000.0,171200000,2013
tt1211837,Doctor Strange,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy",7.5,514510,"[28, 12, 14, 878]",284052,en,Doctor Strange,33.035,2016-11-04,Doctor Strange,7.3,12582,28,"Nov 4, 2016",Doctor Strange,"$165,000,000","$232,641,920","$676,404,566",BV,232600000.0,445100000,2016
tt1211837,Doctor Strange,Doctor Strange,2016,115.0,"Action,Adventure,Fantasy",7.5,514510,"[28, 12, 14, 878]",284052,en,Doctor Strange,33.035,2016-11-04,Doctor Strange,7.3,12582,28,"Nov 4, 2016",Doctor Strange,"$165,000,000","$232,641,920","$676,404,566",BV,232600000.0,445100000,2016
tt1211956,Escape Plan,Escape Plan,2013,115.0,"Action,Crime,Mystery",6.7,211587,"[28, 53]",107846,en,Escape Plan,17.88,2013-10-18,Escape Plan,6.7,2799,37,"Oct 18, 2013",Escape Plan,"$70,000,000","$25,135,965","$103,735,965",LG/S,25100000.0,112200000,2013
tt1212419,Hereafter,Hereafter,2010,129.0,"Drama,Fantasy,Romance",6.5,87288,"[18, 14]",44603,en,Hereafter,7.886,2010-10-22,Hereafter,5.9,848,61,"Oct 15, 2010",Hereafter,"$50,000,000","$32,746,941","$108,660,270",WB,32700000.0,72500000,2010
tt1212428,The Lost City of Z,The Lost City of Z,2016,141.0,"Adventure,Biography,Drama",6.6,66475,"[12, 18, 36]",314095,en,The Lost City of Z,11.048,2017-04-21,The Lost City of Z,6.2,1397,82,"Apr 14, 2017",The Lost City of Z,"$30,000,000","$8,574,339","$17,121,823",BST,8600000.0,10700000,2017
tt1212428,The Lost City of Z,The Lost City of Z,2016,141.0,"Adventure,Biography,Drama",6.6,66475,"[12, 18, 36]",314095,en,The Lost City of Z,11.048,2017-04-21,The Lost City of Z,6.2,1397,82,"Apr 14, 2017",The Lost City of Z,"$30,000,000","$8,574,339","$17,121,823",BST,8600000.0,10700000,2017
tt1212450,Lawless,Lawless,2012,116.0,"Crime,Drama",7.3,214055,"[80, 18]",82633,en,Lawless,12.147,2012-08-29,Lawless,7.0,1660,38,"Aug 29, 2012",Lawless,"$26,000,000","$37,397,291","$54,393,687",Wein.,37400000.0,16300000,2012
tt1213641,First Man,First Man,2018,141.0,"Biography,Drama,History",7.4,120009,"[36, 18]",369972,en,First Man,22.958000000000002,2018-10-12,First Man,7.1,2304,6,"Oct 12, 2018",First Man,"$60,000,000","$44,936,545","$105,203,825",Uni.,44900000.0,60800000,2018
tt7027210,First Man,First Man,2017,92.0,Documentary,6.6,186,"[36, 18]",369972,en,First Man,22.958000000000002,2018-10-12,First Man,7.1,2304,6,"Oct 12, 2018",First Man,"$60,000,000","$44,936,545","$105,203,825",Uni.,44900000.0,60800000,2018
tt1213663,The World's End,The World's End,2013,109.0,"Action,Comedy,Sci-Fi",7.0,235308,"[35, 28, 878]",107985,en,The World's End,12.719000000000001,2013-08-23,The World's End,6.7,2990,76,"Aug 23, 2013",The World's End,"$20,000,000","$26,004,851","$47,508,505",Focus,26000000.0,20100000,2013
