,primary_title,runtime_minutes,genres,averagerating,original_language,original_title,popularity,vote_average,release_date,production_budget,worldwide_gross,studio,domestic_gross,foreign_gross
1341,And So It Goes,94.0,Drama,5.8,en,And So It Goes,8.235,5.9,2014-07-25,18000000.0,17920013.0,CE,15200000.0,10200000.0
1341,And So It Goes,94.0,Romance,5.8,en,And So It Goes,8.235,5.9,2014-07-25,18000000.0,17920013.0,CE,15200000.0,10200000.0
1342,Paranormal Activity: The Ghost Dimension,88.0,Horror,4.6,en,Paranormal Activity: The Ghost Dimension,8.157,5.2,2015-10-23,10000000.0,77959374.0,Par.,18300000.0,60600000.0
1342,Paranormal Activity: The Ghost Dimension,88.0,Mystery,4.6,en,Paranormal Activity: The Ghost Dimension,8.157,5.2,2015-10-23,10000000.0,77959374.0,Par.,18300000.0,60600000.0
1342,Paranormal Activity: The Ghost Dimension,88.0,Thriller,4.6,en,Paranormal Activity: The Ghost Dimension,8.157,5.2,2015-10-23,10000000.0,77959374.0,Par.,18300000.0,60600000.0
1343,Paranormal Activity: The Marked Ones,84.0,Horror,5.0,en,Paranormal Activity: The Marked Ones,9.446,5.3,2014-01-03,5000000.0,90904854.0,Par.,32500000.0,58400000.0
1343,Paranormal Activity: The Marked Ones,84.0,Mystery,5.0,en,Paranormal Activity: The Marked Ones,9.446,5.3,2014-01-03,5000000.0,90904854.0,Par.,32500000.0,58400000.0
1343,Paranormal Activity: The Marked Ones,84.0,Thriller,5.0,en,Paranormal Activity: The Marked Ones,9.446,5.3,2014-01-03,5000000.0,90904854.0,Par.,32500000.0,58400000.0
1344,Mr. Turner,150.0,Biography,6.8,en,Mr. Turner,7.883999999999999,6.5,2014-12-19,14000000.0,25187026.0,SPC,4000000.0,18200000.0
1344,Mr. Turner,150.0,Drama,6.8,en,Mr. Turner,7.883999999999999,6.5,2014-12-19,14000000.0,25187026.0,SPC,4000000.0,18200000.0
1344,Mr. Turner,150.0,History,6.8,en,Mr. Turner,7.883999999999999,6.5,2014-12-19,14000000.0,25187026.0,SPC,4000000.0,18200000.0
1345,Palo Alto,100.0,Drama,6.2,en,Palo Alto,7.262,6.4,2014-05-09,1000000.0,1156309.0,Trib.,768000.0,
1347,The Square,108.0,Documentary,8.1,ar,The Square,5.596,7.8,2010-04-09,1900000.0,740932.0,Magn.,1500000.0,
1347,The Square,108.0,Drama,8.1,ar,The Square,5.596,7.8,2010-04-09,1900000.0,740932.0,Magn.,1500000.0,
1347,The Square,108.0,History,8.1,ar,The Square,5.596,7.8,2010-04-09,1900000.0,740932.0,Magn.,1500000.0,
1348,The Square,108.0,Documentary,8.1,ar,The Square,5.596,7.8,2013-10-25,1500000.0,176262.0,Magn.,1500000.0,
1348,The Square,108.0,Drama,8.1,ar,The Square,5.596,7.8,2013-10-25,1500000.0,176262.0,Magn.,1500000.0,
1348,The Square,108.0,History,8.1,ar,The Square,5.596,7.8,2013-10-25,1500000.0,176262.0,Magn.,1500000.0,
1349,The Square,108.0,Documentary,8.1,en,The Square,9.396,6.9,2010-04-09,1900000.0,740932.0,Magn.,1500000.0,
1349,The Square,108.0,Drama,8.1,en,The Square,9.396,6.9,2010-04-09,1900000.0,740932.0,Magn.,1500000.0,
1349,The Square,108.0,History,8.1,en,The Square,9.396,6.9,2010-04-09,1900000.0,740932.0,Magn.,1500000.0,
1350,The Square,108.0,Documentary,8.1,en,The Square,9.396,6.9,2013-10-25,1500000.0,176262.0,Magn.,1500000.0,
1350,The Square,108.0,Drama,8.1,en,The Square,9.396,6.9,2013-10-25,1500000.0,176262.0,Magn.,1500000.0,
1350,The Square,108.0,History,8.1,en,The Square,9.396,6.9,2013-10-25,1500000.0,176262.0,Magn.,1500000.0,
1351,The Square,151.0,Comedy,7.2,ar,The Square,5.596,7.8,2010-04-09,1900000.0,740932.0,Magn.,1500000.0,
1351,The Square,151.0,Drama,7.2,ar,The Square,5.596,7.8,2010-04-09,1900000.0,740932.0,Magn.,1500000.0,
1352,The Square,151.0,Comedy,7.2,ar,The Square,5.596,7.8,2013-10-25,1500000.0,176262.0,Magn.,1500000.0,
1352,The Square,151.0,Drama,7.2,ar,The Square,5.596,7.8,2013-10-25,1500000.0,176262.0,Magn.,1500000.0,
1353,The Square,151.0,Comedy,7.2,en,The Square,9.396,6.9,2010-04-09,1900000.0,740932.0,Magn.,1500000.0,
1353,The Square,151.0,Drama,7.2,en,The Square,9.396,6.9,2010-04-09,1900000.0,740932.0,Magn.,1500000.0,
1354,The Square,151.0,Comedy,7.2,en,The Square,9.396,6.9,2013-10-25,1500000.0,176262.0,Magn.,1500000.0,
1354,The Square,151.0,Drama,7.2,en,The Square,9.396,6.9,2013-10-25,1500000.0,176262.0,Magn.,1500000.0,
1355,Loving,105.0,Drama,7.1,en,Loving,8.506,6.7,2016-11-04,9000000.0,12898064.0,Focus,7800000.0,5200000.0
1355,Loving,105.0,Romance,7.1,en,Loving,8.506,6.7,2016-11-04,9000000.0,12898064.0,Focus,7800000.0,5200000.0
1357,Loving,123.0,Biography,7.0,en,Loving,8.506,6.7,2016-11-04,9000000.0,12898064.0,Focus,7800000.0,5200000.0
1357,Loving,123.0,Drama,7.0,en,Loving,8.506,6.7,2016-11-04,9000000.0,12898064.0,Focus,7800000.0,5200000.0
1357,Loving,123.0,Romance,7.0,en,Loving,8.506,6.7,2016-11-04,9000000.0,12898064.0,Focus,7800000.0,5200000.0
1359,Loving,105.0,Drama,5.3,en,Loving,8.506,6.7,2016-11-04,9000000.0,12898064.0,Focus,7800000.0,5200000.0
1359,Loving,105.0,Romance,5.3,en,Loving,8.506,6.7,2016-11-04,9000000.0,12898064.0,Focus,7800000.0,5200000.0
1361,Burnt,101.0,Comedy,6.6,en,Burnt,12.761,6.4,2015-10-30,20000000.0,36773510.0,Wein.,13700000.0,23000000.0
1361,Burnt,101.0,Drama,6.6,en,Burnt,12.761,6.4,2015-10-30,20000000.0,36773510.0,Wein.,13700000.0,23000000.0
1363,Hotel Transylvania 2,89.0,Animation,6.7,en,Hotel Transylvania 2,16.553,6.7,2015-09-25,80000000.0,469500298.0,Sony,169700000.0,305100000.0
1363,Hotel Transylvania 2,89.0,Comedy,6.7,en,Hotel Transylvania 2,16.553,6.7,2015-09-25,80000000.0,469500298.0,Sony,169700000.0,305100000.0
1363,Hotel Transylvania 2,89.0,Family,6.7,en,Hotel Transylvania 2,16.553,6.7,2015-09-25,80000000.0,469500298.0,Sony,169700000.0,305100000.0
1364,Escobar: Paradise Lost,120.0,Crime,6.5,en,Escobar: Paradise Lost,15.924,6.3,2015-06-26,17000000.0,3917679.0,RTWC,196000.0,3600000.0
1364,Escobar: Paradise Lost,120.0,Drama,6.5,en,Escobar: Paradise Lost,15.924,6.3,2015-06-26,17000000.0,3917679.0,RTWC,196000.0,3600000.0
1364,Escobar: Paradise Lost,120.0,History,6.5,en,Escobar: Paradise Lost,15.924,6.3,2015-06-26,17000000.0,3917679.0,RTWC,196000.0,3600000.0
1365,The Gunman,115.0,Action,5.8,en,The Gunman,10.388,5.7,2015-03-20,40000000.0,18594227.0,ORF,10700000.0,13500000.0
1365,The Gunman,115.0,Crime,5.8,en,The Gunman,10.388,5.7,2015-03-20,40000000.0,18594227.0,ORF,10700000.0,13500000.0
1365,The Gunman,115.0,Drama,5.8,en,The Gunman,10.388,5.7,2015-03-20,40000000.0,18594227.0,ORF,10700000.0,13500000.0
1366,Blockers,102.0,Comedy,6.2,en,Blockers,21.841,6.1,2018-04-06,21000000.0,94045328.0,Uni.,60300000.0,33700000.0
1367,Youth,75.0,Drama,6.6,he,Hanoar,1.008,5.3,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1367,Youth,75.0,Family,6.6,he,Hanoar,1.008,5.3,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1368,Youth,75.0,Drama,6.6,it,Youth,9.265,6.9,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1368,Youth,75.0,Family,6.6,it,Youth,9.265,6.9,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1369,Youth,75.0,Drama,6.6,zh,芳华,5.082,7.7,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1369,Youth,75.0,Family,6.6,zh,芳华,5.082,7.7,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1370,Youth,107.0,Drama,6.1,he,Hanoar,1.008,5.3,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1371,Youth,107.0,Drama,6.1,it,Youth,9.265,6.9,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1372,Youth,107.0,Drama,6.1,zh,芳华,5.082,7.7,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1373,Youth,124.0,Comedy,7.3,he,Hanoar,1.008,5.3,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1373,Youth,124.0,Drama,7.3,he,Hanoar,1.008,5.3,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1373,Youth,124.0,Music,7.3,he,Hanoar,1.008,5.3,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1374,Youth,124.0,Comedy,7.3,it,Youth,9.265,6.9,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1374,Youth,124.0,Drama,7.3,it,Youth,9.265,6.9,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1374,Youth,124.0,Music,7.3,it,Youth,9.265,6.9,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1375,Youth,124.0,Comedy,7.3,zh,芳华,5.082,7.7,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1375,Youth,124.0,Drama,7.3,zh,芳华,5.082,7.7,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1375,Youth,124.0,Music,7.3,zh,芳华,5.082,7.7,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1376,Youth,124.0,Drama,7.3,he,Hanoar,1.008,5.3,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1377,Youth,124.0,Drama,7.3,it,Youth,9.265,6.9,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1378,Youth,124.0,Drama,7.3,zh,芳华,5.082,7.7,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1379,Youth,135.0,Drama,7.1,he,Hanoar,1.008,5.3,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1379,Youth,135.0,Romance,7.1,he,Hanoar,1.008,5.3,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1379,Youth,135.0,War,7.1,he,Hanoar,1.008,5.3,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1380,Youth,135.0,Drama,7.1,it,Youth,9.265,6.9,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1380,Youth,135.0,Romance,7.1,it,Youth,9.265,6.9,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1380,Youth,135.0,War,7.1,it,Youth,9.265,6.9,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1381,Youth,135.0,Drama,7.1,zh,芳华,5.082,7.7,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1381,Youth,135.0,Romance,7.1,zh,芳华,5.082,7.7,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1381,Youth,135.0,War,7.1,zh,芳华,5.082,7.7,2015-12-04,13000000.0,24001573.0,FoxS,2700000.0,
1382,Arrival,116.0,Drama,7.9,en,Arrival,25.442,7.4,2016-11-11,47000000.0,203127894.0,Par.,100500000.0,102800000.0
1382,Arrival,116.0,Mystery,7.9,en,Arrival,25.442,7.4,2016-11-11,47000000.0,203127894.0,Par.,100500000.0,102800000.0
1382,Arrival,116.0,Sci-Fi,7.9,en,Arrival,25.442,7.4,2016-11-11,47000000.0,203127894.0,Par.,100500000.0,102800000.0
1384,Wonder,113.0,Drama,8.0,en,Wonder,20.101,8.2,2017-11-17,20000000.0,304604712.0,LGF,132400000.0,173500000.0
1384,Wonder,113.0,Family,8.0,en,Wonder,20.101,8.2,2017-11-17,20000000.0,304604712.0,LGF,132400000.0,173500000.0
1386,The Light Between Oceans,133.0,Drama,7.2,en,The Light Between Oceans,29.887,7.1,2016-09-02,20000000.0,22281732.0,BV,12500000.0,13400000.0
1386,The Light Between Oceans,133.0,Romance,7.2,en,The Light Between Oceans,29.887,7.1,2016-09-02,20000000.0,22281732.0,BV,12500000.0,13400000.0
1387,Crimson Peak,119.0,Drama,6.5,en,Crimson Peak,9.897,6.5,2015-10-16,55000000.0,74966854.0,Uni.,31100000.0,43600000.0
1387,Crimson Peak,119.0,Fantasy,6.5,en,Crimson Peak,9.897,6.5,2015-10-16,55000000.0,74966854.0,Uni.,31100000.0,43600000.0
1387,Crimson Peak,119.0,Horror,6.5,en,Crimson Peak,9.897,6.5,2015-10-16,55000000.0,74966854.0,Uni.,31100000.0,43600000.0
1389,The Second Best Exotic Marigold Hotel,122.0,Comedy,6.6,en,The Second Best Exotic Marigold Hotel,7.731,6.4,2015-03-06,10000000.0,90384306.0,FoxS,33100000.0,52900000.0
1389,The Second Best Exotic Marigold Hotel,122.0,Drama,6.6,en,The Second Best Exotic Marigold Hotel,7.731,6.4,2015-03-06,10000000.0,90384306.0,FoxS,33100000.0,52900000.0
1390,Get Hard,100.0,Comedy,6.0,en,Get Hard,12.129,6.0,2015-03-27,40000000.0,106511453.0,WB,90400000.0,21400000.0
1390,Get Hard,100.0,Crime,6.0,en,Get Hard,12.129,6.0,2015-03-27,40000000.0,106511453.0,WB,90400000.0,21400000.0
1391,Alice Through the Looking Glass,113.0,Adventure,6.2,en,Alice Through the Looking Glass,16.642,6.5,2016-05-27,170000000.0,276928112.0,BV,77000000.0,222400000.0
1391,Alice Through the Looking Glass,113.0,Family,6.2,en,Alice Through the Looking Glass,16.642,6.5,2016-05-27,170000000.0,276928112.0,BV,77000000.0,222400000.0
1391,Alice Through the Looking Glass,113.0,Fantasy,6.2,en,Alice Through the Looking Glass,16.642,6.5,2016-05-27,170000000.0,276928112.0,BV,77000000.0,222400000.0
1392,Me and Earl and the Dying Girl,105.0,Comedy,7.8,en,Me and Earl and the Dying Girl,8.677,7.6,2015-06-12,8000000.0,9266180.0,FoxS,6800000.0,2300000.0
1392,Me and Earl and the Dying Girl,105.0,Drama,7.8,en,Me and Earl and the Dying Girl,8.677,7.6,2015-06-12,8000000.0,9266180.0,FoxS,6800000.0,2300000.0
1392,Me and Earl and the Dying Girl,105.0,Romance,7.8,en,Me and Earl and the Dying Girl,8.677,7.6,2015-06-12,8000000.0,9266180.0,FoxS,6800000.0,2300000.0
1393,Shut In,91.0,Drama,4.7,en,Shut In,10.535,5.2,2016-11-11,10000000.0,11360665.0,EC,6900000.0,6200000.0
1393,Shut In,91.0,Mystery,4.7,en,Shut In,10.535,5.2,2016-11-11,10000000.0,11360665.0,EC,6900000.0,6200000.0
1393,Shut In,91.0,Thriller,4.7,en,Shut In,10.535,5.2,2016-11-11,10000000.0,11360665.0,EC,6900000.0,6200000.0
1394,Hell or High Water,102.0,Action,7.6,en,Hell or High Water,15.749,7.3,2016-08-12,12000000.0,37584304.0,LGF,27000000.0,10900000.0
1394,Hell or High Water,102.0,Crime,7.6,en,Hell or High Water,15.749,7.3,2016-08-12,12000000.0,37584304.0,LGF,27000000.0,10900000.0
1394,Hell or High Water,102.0,Drama,7.6,en,Hell or High Water,15.749,7.3,2016-08-12,12000000.0,37584304.0,LGF,27000000.0,10900000.0
1395,Whiplash,106.0,Drama,8.5,en,Whiplash,6.297999999999999,7.9,2014-10-10,3300000.0,38969037.0,SPC,13100000.0,35900000.0
1395,Whiplash,106.0,Music,8.5,en,Whiplash,6.297999999999999,7.9,2014-10-10,3300000.0,38969037.0,SPC,13100000.0,35900000.0
1396,Whiplash,106.0,Drama,8.5,en,Whiplash,28.784,8.4,2014-10-10,3300000.0,38969037.0,SPC,13100000.0,35900000.0
1396,Whiplash,106.0,Music,8.5,en,Whiplash,28.784,8.4,2014-10-10,3300000.0,38969037.0,SPC,13100000.0,35900000.0
1397,Resident Evil: The Final Chapter,107.0,Action,5.6,en,Resident Evil: The Final Chapter,0.8440000000000001,5.9,2017-01-27,40000000.0,314101190.0,SGem,26800000.0,285400000.0
1397,Resident Evil: The Final Chapter,107.0,Horror,5.6,en,Resident Evil: The Final Chapter,0.8440000000000001,5.9,2017-01-27,40000000.0,314101190.0,SGem,26800000.0,285400000.0
1397,Resident Evil: The Final Chapter,107.0,Sci-Fi,5.6,en,Resident Evil: The Final Chapter,0.8440000000000001,5.9,2017-01-27,40000000.0,314101190.0,SGem,26800000.0,285400000.0
1398,Kevin Hart: Let Me Explain,75.0,Comedy,6.8,en,Kevin Hart: Let Me Explain,8.476,6.9,2013-07-03,2500000.0,32327255.0,LG/S,32200000.0,74000.0
1398,Kevin Hart: Let Me Explain,75.0,Documentary,6.8,en,Kevin Hart: Let Me Explain,8.476,6.9,2013-07-03,2500000.0,32327255.0,LG/S,32200000.0,74000.0
1399,Ted 2,115.0,Comedy,6.3,en,Ted 2,17.684,6.1,2015-06-26,68000000.0,217214143.0,Uni.,81500000.0,135200000.0
1400,Hot Tub Time Machine 2,93.0,Comedy,5.1,en,Hot Tub Time Machine 2,8.052999999999999,5.1,2015-02-20,14000000.0,12826644.0,Par.,12300000.0,767000.0
1400,Hot Tub Time Machine 2,93.0,Mystery,5.1,en,Hot Tub Time Machine 2,8.052999999999999,5.1,2015-02-20,14000000.0,12826644.0,Par.,12300000.0,767000.0
1400,Hot Tub Time Machine 2,93.0,Sci-Fi,5.1,en,Hot Tub Time Machine 2,8.052999999999999,5.1,2015-02-20,14000000.0,12826644.0,Par.,12300000.0,767000.0
1401,Midnight Special,112.0,Action,6.6,en,Midnight Special,8.652999999999999,6.3,2016-03-18,18000000.0,7680250.0,WB,3700000.0,2500000.0
1401,Midnight Special,112.0,Drama,6.6,en,Midnight Special,8.652999999999999,6.3,2016-03-18,18000000.0,7680250.0,WB,3700000.0,2500000.0
1401,Midnight Special,112.0,Mystery,6.6,en,Midnight Special,8.652999999999999,6.3,2016-03-18,18000000.0,7680250.0,WB,3700000.0,2500000.0
1402,Split,90.0,Comedy,2.9,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1402,Split,90.0,Romance,2.9,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1402,Split,90.0,Sport,2.9,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1403,Split,90.0,Comedy,2.9,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1403,Split,90.0,Romance,2.9,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1403,Split,90.0,Sport,2.9,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1404,Split,90.0,Comedy,2.9,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1404,Split,90.0,Romance,2.9,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1404,Split,90.0,Sport,2.9,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1405,Split,90.0,Comedy,2.9,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1405,Split,90.0,Romance,2.9,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1405,Split,90.0,Sport,2.9,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1406,Split,127.0,Drama,3.6,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1406,Split,127.0,Fantasy,3.6,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1407,Split,127.0,Drama,3.6,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1407,Split,127.0,Fantasy,3.6,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1408,Split,127.0,Drama,3.6,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1408,Split,127.0,Fantasy,3.6,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1409,Split,127.0,Drama,3.6,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1409,Split,127.0,Fantasy,3.6,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1410,Split,,Crime,6.8,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1411,Split,,Crime,6.8,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1412,Split,,Crime,6.8,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1413,Split,,Crime,6.8,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1414,Split,117.0,Horror,7.3,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1414,Split,117.0,Thriller,7.3,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1415,Split,117.0,Horror,7.3,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1415,Split,117.0,Thriller,7.3,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1416,Split,117.0,Horror,7.3,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1416,Split,117.0,Thriller,7.3,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1417,Split,117.0,Horror,7.3,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1417,Split,117.0,Thriller,7.3,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1418,Split,80.0,Drama,7.0,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1419,Split,80.0,Drama,7.0,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1420,Split,80.0,Drama,7.0,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1421,Split,80.0,Drama,7.0,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1422,Split,123.0,Action,5.4,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1422,Split,123.0,Drama,5.4,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1422,Split,123.0,Sport,5.4,en,Split,0.906,5.3,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1423,Split,123.0,Action,5.4,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1423,Split,123.0,Drama,5.4,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1423,Split,123.0,Sport,5.4,en,Split,25.783,7.2,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1424,Split,123.0,Action,5.4,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1424,Split,123.0,Drama,5.4,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1424,Split,123.0,Sport,5.4,en,Split,2.454,5.0,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1425,Split,123.0,Action,5.4,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1425,Split,123.0,Drama,5.4,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1425,Split,123.0,Sport,5.4,en,Split,2.029,4.8,2017-01-20,5000000.0,278964806.0,Uni.,138300000.0,140200000.0
1426,Star Trek Beyond,122.0,Action,7.1,en,Star Trek Beyond,19.142,6.7,2016-07-22,185000000.0,335802233.0,Par.,158800000.0,184600000.0
1426,Star Trek Beyond,122.0,Adventure,7.1,en,Star Trek Beyond,19.142,6.7,2016-07-22,185000000.0,335802233.0,Par.,158800000.0,184600000.0
1426,Star Trek Beyond,122.0,Sci-Fi,7.1,en,Star Trek Beyond,19.142,6.7,2016-07-22,185000000.0,335802233.0,Par.,158800000.0,184600000.0
1427,Fences,139.0,Drama,7.2,en,Fences,12.753,6.8,2016-12-16,24000000.0,64282881.0,Par.,57700000.0,6700000.0
1429,Me Before You,106.0,Drama,7.4,en,Me Before You,16.917,7.7,2016-06-03,20000000.0,208265198.0,WB (NL),56200000.0,152100000.0
1429,Me Before You,106.0,Romance,7.4,en,Me Before You,16.917,7.7,2016-06-03,20000000.0,208265198.0,WB (NL),56200000.0,152100000.0
1430,Churchill,105.0,Biography,6.3,en,Churchill,7.692,6.1,2017-06-02,10000000.0,7582196.0,Cohen,1300000.0,
1430,Churchill,105.0,Drama,6.3,en,Churchill,7.692,6.1,2017-06-02,10000000.0,7582196.0,Cohen,1300000.0,
1430,Churchill,105.0,History,6.3,en,Churchill,7.692,6.1,2017-06-02,10000000.0,7582196.0,Cohen,1300000.0,
1431,Hitman: Agent 47,96.0,Action,5.7,en,Hitman: Agent 47,14.082,5.6,2015-08-21,35000000.0,82182803.0,Fox,22500000.0,59900000.0
1431,Hitman: Agent 47,96.0,Adventure,5.7,en,Hitman: Agent 47,14.082,5.6,2015-08-21,35000000.0,82182803.0,Fox,22500000.0,59900000.0
1431,Hitman: Agent 47,96.0,Crime,5.7,en,Hitman: Agent 47,14.082,5.6,2015-08-21,35000000.0,82182803.0,Fox,22500000.0,59900000.0
1432,The D Train,101.0,Comedy,5.0,xx,The D Train,0.6,6.0,2015-05-08,3000000.0,772366.0,IFC,673000.0,102000.0
1432,The D Train,101.0,Drama,5.0,xx,The D Train,0.6,6.0,2015-05-08,3000000.0,772366.0,IFC,673000.0,102000.0
1433,The D Train,101.0,Comedy,5.0,en,The D Train,6.465,4.6,2015-05-08,3000000.0,772366.0,IFC,673000.0,102000.0
1433,The D Train,101.0,Drama,5.0,en,The D Train,6.465,4.6,2015-05-08,3000000.0,772366.0,IFC,673000.0,102000.0
1434,Night at the Museum: Secret of the Tomb,98.0,Adventure,6.2,en,Night at the Museum: Secret of the Tomb,20.064,6.1,2014-12-19,127000000.0,353756621.0,Fox,113700000.0,249500000.0
1434,Night at the Museum: Secret of the Tomb,98.0,Comedy,6.2,en,Night at the Museum: Secret of the Tomb,20.064,6.1,2014-12-19,127000000.0,353756621.0,Fox,113700000.0,249500000.0
1434,Night at the Museum: Secret of the Tomb,98.0,Family,6.2,en,Night at the Museum: Secret of the Tomb,20.064,6.1,2014-12-19,127000000.0,353756621.0,Fox,113700000.0,249500000.0
