movie_id,person_id
tt1877797,nm1324831
tt1878942,nm1520649
tt1879043,nm4069410
tt1883212,nm2437032
tt1883370,nm2264275
tt1884355,nm3009468
tt1884419,nm4405885
tt1884419,nm4405849
tt1884419,nm4406391
tt1884480,nm4406112
tt1886524,nm4409357
tt1886524,nm4409901
tt1886524,nm4409239
tt1886770,nm1506642
tt1887748,nm1901219
tt1887792,nm4411047
tt1888605,nm4412176
tt1888605,nm4412687
tt1888605,nm4412365
tt1890455,nm1125564
tt1890455,nm1407430
tt1890464,nm3372979
tt1890464,nm4414078
tt1890464,nm3444016
tt1890513,nm4414872
tt1890513,nm4415009
tt1890513,nm2390228
tt1890513,nm4217565
tt1890513,nm4415007
tt1893253,nm4417786
tt1895294,nm4142119
tt1895594,nm0595586
tt1896753,nm0051760
tt1896753,nm0442905
tt1904875,nm4459693
tt1904875,nm4083927
tt1904899,nm1253429
tt1905060,nm5039343
tt1906338,nm4426962
tt1906347,nm0755389
tt1906347,nm0094726
tt1906453,nm0363034
tt1906453,nm0766360
tt1906470,nm4488446
tt1906471,nm4441815
tt1906471,nm4598888
tt1906471,nm4605579
tt1907717,nm0151013
tt1907717,nm3221887
tt1907717,nm0874683
tt1907758,nm3340797
tt1911553,nm0169300
tt1911553,nm0206797
tt1911600,nm1319671
tt1911600,nm1145589
tt1913073,nm2287975
tt1916728,nm3305275
tt1916728,nm3870757
tt1916728,nm0759785
tt1916728,nm4441122
tt1916728,nm1354763
tt1916728,nm1356032
tt1916766,nm0431954
tt1918782,nm0175736
tt1919017,nm3409359
tt1919017,nm0790250
tt1919041,nm4607757
tt1919067,nm3527394
tt1919067,nm3526914
tt1920829,nm4443532
tt1920969,nm3998626
tt1921129,nm0631315
tt1922559,nm3886858
tt1924487,nm3399500
tt1928329,nm0754847
tt1928340,nm0399655
tt1929235,nm1836981
tt1929235,nm4455458
tt1929310,nm1419025
tt1929321,nm3867691
tt1930294,nm0243233
tt1930294,nm1051221
tt1930408,nm4457056
tt1930444,nm4456860
tt1930545,nm4456715
tt1931533,nm1732981
tt2083379,nm0006860
tt2083935,nm1626841
tt2083935,nm3982118
tt2084044,nm3598133
tt2084861,nm0169557
tt2085833,nm0030634
tt2085833,nm0758161
tt2086938,nm0159522
tt2088666,nm4730449
tt2088666,nm3680248
tt2088666,nm3748235
tt2088666,nm4828528
tt2088795,nm4730570
tt2088967,nm3082897
tt2088971,nm4729555
tt2088971,nm0347202
tt2089733,nm3726121
tt2089759,nm3477875
tt2089759,nm2854099
tt2089759,nm5436925
tt2089759,nm3206009
tt2089759,nm4732184
tt2089759,nm4737031
tt2089759,nm2102653
tt2089759,nm3110022
tt2090454,nm3682989
tt2093218,nm3981229
tt2094114,nm2962740
tt2094854,nm0592803
tt2094883,nm0607904
tt2094883,nm0283960
tt2094883,nm1285700
tt2094931,nm4743021
tt2094931,nm4743000
tt2095824,nm4745481
tt2095824,nm4745291
tt2096585,nm1336304
tt2097267,nm4331500
tt2097267,nm2354908
tt2097827,nm1732859
tt2097827,nm4748994
tt2097827,nm1732196
tt2100382,nm1473521
tt2101466,nm2170526
tt2101466,nm3468350
tt2101491,nm4755434
tt2101491,nm0769249
tt2101491,nm0769250
tt2101507,nm2925572
tt2106460,nm1495139
tt2106460,nm3291357
tt2106460,nm4808502
tt2106601,nm1234619
tt2106712,nm5376821
tt2106717,nm3609775
tt2107644,nm4766951
tt2108629,nm3818213
tt2109098,nm2058888
tt2111382,nm2185486
tt2112222,nm4126429
tt2112222,nm2008556
tt2112316,nm4775850
tt2112902,nm3181574
tt2113075,nm1841065
tt2113646,nm0647718
tt2114410,nm4777579
tt2114410,nm3762244
tt2118009,nm1628542
tt2118009,nm0914529
tt2118009,nm1010414
tt2118573,nm0191763
tt2118573,nm0351410
tt2121250,nm1304568
tt2121250,nm4998894
tt2121250,nm1306619
tt2123976,nm3939623
tt2123976,nm0754159
tt2123976,nm3666669
tt2124734,nm4794637
tt2125429,nm0290908
tt2125511,nm4796919
tt2125511,nm2749753
tt2125511,nm4797404
tt2128493,nm2440516
tt2128493,nm1730235
tt2130022,nm0507274
tt2131519,nm4176753
tt2133310,nm3249369
tt2133324,nm4807278
tt2139577,nm4816530
tt2140587,nm3229556
tt2141935,nm0853853
tt2142987,nm4511838
tt2142987,nm3582132
tt2146816,nm2341063
tt2146816,nm5042466
tt2147589,nm4217786
tt2148250,nm2118270
tt2148596,nm0651388
tt2149079,nm1863789
tt2149079,nm0535351
tt2149498,nm3951701
tt2150182,nm0397162
tt2150209,nm1463981
tt2156791,nm2707397
tt2156791,nm2769171
tt2157001,nm4476209
tt2157452,nm5056989
tt2160181,nm0157905
tt2160181,nm4179198
tt2160181,nm3416327
tt2160181,nm4833668
tt2161896,nm5070409
tt2164096,nm2426615
tt2165769,nm3347325
tt2166333,nm1458965
tt2167482,nm5068887
tt2167819,nm1789635
tt2167819,nm4839275
tt2167835,nm0088498
tt2167895,nm1177753
tt2167895,nm6173487
tt2168288,nm2283124
tt2168380,nm5070348
tt2168380,nm5069718
tt2168380,nm3774796
tt2169070,nm3177888
tt2170351,nm2441833
tt2170439,nm1890845
tt2170439,nm1898234
tt2170439,nm0326246
tt2170439,nm0197855
tt2170439,nm0002864
tt2171791,nm1909377
tt2171791,nm3358510
tt2171791,nm0290556
tt2171791,nm4098590
tt2171791,nm2960150
tt2171791,nm2327216
tt2171791,nm3720904
tt2171791,nm2884434
tt2171791,nm4586881
tt2171791,nm4054218
tt2171791,nm3957616
tt2172133,nm0941201
tt2175823,nm2202395
tt2175823,nm0348015
tt2175823,nm3964880
tt2175902,nm0000636
tt2175902,nm5077189
tt2175902,nm2786459
tt2175902,nm5076726
tt2175902,nm10581811
tt2175926,nm2605216
tt2176070,nm1336503
tt2177583,nm3620555
tt2177583,nm1925423
tt2177619,nm3685430
tt2178927,nm2371540
tt2178927,nm6167154
tt2179130,nm0196441
tt2180283,nm4858045
tt2180283,nm2585156
tt2180283,nm5432438
tt2180283,nm1266137
tt2180283,nm9234987
tt2180283,nm2203783
tt2180283,nm5570499
tt2181993,nm1268397
tt2183864,nm3225574
tt2184233,nm8801937
tt2184233,nm4444576
tt2186873,nm0959881
tt2187061,nm3239276
tt2187159,nm3246475
tt2187165,nm0469467
tt2187884,nm5090157
tt2188733,nm1729382
tt2192900,nm1862508
tt2193269,nm1210215
tt2194501,nm0217052
tt2194501,nm2694469
tt2196059,nm3039005
tt2196572,nm5094590
tt2197881,nm2483722
tt2198022,nm1814028
tt2199439,nm2323201
tt2201236,nm2175894
tt2203868,nm2818126
tt2203868,nm2151903
tt2205501,nm0052755
tt2207484,nm4716310
tt2208144,nm0117698
tt2208144,nm0117697
tt2208868,nm2758185
tt2208868,nm3715377
tt2208868,nm2761275
tt2208868,nm2758322
tt2210866,nm3428504
tt2210871,nm4877278
tt2210983,nm2096009
tt2210983,nm3651567
tt2211970,nm3299837
tt2214861,nm4880762
tt2214941,nm4285728
tt2215673,nm2551258
tt2215673,nm2557193
tt2215673,nm4882017
tt2215729,nm3911376
tt2215755,nm4880436
tt2215755,nm4882293
tt2215763,nm2422909
tt2217802,nm4896988
tt2217924,nm1320081
tt2224073,nm2647420
tt2224073,nm3399858
tt2224162,nm1115862
tt2224162,nm1911349
tt2224162,nm0001345
tt2224162,nm4156538
tt2224383,nm4140136
tt2224383,nm2436997
tt2224383,nm4141828
tt2224383,nm4566403
tt2224383,nm4050406
tt2225044,nm1619476
tt2225044,nm1925633
tt2225054,nm2303860
tt2226283,nm3461206
tt2226283,nm0187834
tt2226301,nm1705578
tt2226403,nm1356917
tt2228378,nm5124152
tt2229187,nm4889277
tt2230816,nm5122943
tt2231603,nm4731208
tt2234271,nm0521314
tt2234555,nm3202659
tt2235318,nm0081077
tt2235318,nm2323884
tt2239414,nm4351739
tt2239866,nm0560277
tt2239866,nm1293834
tt2239876,nm1439349
tt2241116,nm0224197
tt2241868,nm5109395
tt2241868,nm4576912
tt2244886,nm5139347
tt2245544,nm2321771
tt2245544,nm4024791
tt2245900,nm1336304
tt2246100,nm0714605
tt2246100,nm0575671
tt2246376,nm0075261
tt2246857,nm4472413
tt2246857,nm4473856
tt2246857,nm3122736
tt2246857,nm4341102
tt2248723,nm4288450
tt2248723,nm1904507
tt2248841,nm4780952
tt2250620,nm2807963
tt2251443,nm3688769
tt2251443,nm3688539
tt2251443,nm4911811
tt2251818,nm1932042
tt2252728,nm5145049
tt2254380,nm2809845
tt2258212,nm4589331
tt2258212,nm4532541
tt2258435,nm4915460
tt2258651,nm4916013
tt2258664,nm5441427
tt2258664,nm5150804
tt2261427,nm3745149
tt2261719,nm5613377
tt2261719,nm2672655
tt2261719,nm4273489
tt2261719,nm7071130
tt2262010,nm2709595
tt2262010,nm1720535
tt2263172,nm0131821
tt2265203,nm0205169
tt2265381,nm1653460
tt2265381,nm3848973
tt2265640,nm1462552
tt2265878,nm0110291
tt2265878,nm0166178
tt2265878,nm0147004
tt2265878,nm2967521
tt2265878,nm5156773
tt2266886,nm1547991
tt2270718,nm2043258
tt2271142,nm5159321
tt2274604,nm1614404
tt2275573,nm4929054
tt2275667,nm4037858
tt2275667,nm4272325
tt2275675,nm2218947
tt2277860,nm0004056
tt2277860,nm0835194
tt2277860,nm0677037
tt2277860,nm0533691
tt2279065,nm0040585
tt2279956,nm5072302
tt2281333,nm3459414
tt2281333,nm4824538
tt2281333,nm4933561
tt2281343,nm4933269
tt2284550,nm3036874
tt2285614,nm3745299
tt2286676,nm5174956
tt2287170,nm2279419
tt2287170,nm2748313
tt2287170,nm2784610
tt2287909,nm4937730
tt2287909,nm4921502
tt2287909,nm2227034
tt2287909,nm4938741
tt2290263,nm0782599
tt2290473,nm3356728
tt2290836,nm0747689
tt2290836,nm0407150
tt2294789,nm4933214
tt2298489,nm1094386
tt2300836,nm3194525
tt2302943,nm4951421
tt2302945,nm2589712
tt2302945,nm2959698
tt2302947,nm4365140
tt2304310,nm3875581
tt2304310,nm5191089
tt2304310,nm0688783
tt2304310,nm5189528
tt2304459,nm1389835
tt2304459,nm2282434
tt2304543,nm3859651
tt2304933,nm0335666
tt2304933,nm0326040
tt2304933,nm0684374
tt2304933,nm2130099
tt2305003,nm2428088
tt2306739,nm4954706
tt2306739,nm4955572
tt2306775,nm4955818
tt2306775,nm1033667
tt2307846,nm0831370
tt2308585,nm0243848
tt2308725,nm1410208
tt2308725,nm0594323
tt2308879,nm4957380
tt2308879,nm4956449
tt2309939,nm1584669
tt2309939,nm0583622
tt2309939,nm3295812
tt2309939,nm1249713
tt2310814,nm0100522
tt2311278,nm4173463
tt2311278,nm4174031
tt2311278,nm0519999
tt2311334,nm1416091
tt2315628,nm3591467
tt2316659,nm4962606
tt2316659,nm4962091
tt2316787,nm0442455
tt2316787,nm0467145
tt2316817,nm1622439
tt2317271,nm4457761
tt2318522,nm0260181
tt2319580,nm0779433
tt2319580,nm0236226
tt2320015,nm1650332
tt2320015,nm0891367
tt2322395,nm0472966
tt2323619,nm3851153
tt2323619,nm2505211
tt2324098,nm2468562
tt2324544,nm2250534
tt2325625,nm2149099
tt2325767,nm4971757
tt2327253,nm3966897
tt2330444,nm0181109
tt2330444,nm5444351
tt2330444,nm0708196
tt2330444,nm0739744
tt2330691,nm4976940
tt2330933,nm1493270
tt2330933,nm1106095
tt2330979,nm0848338
tt2331167,nm5282500
tt2337164,nm1432775
tt2337164,nm5214584
tt2337164,nm2891978
tt2337650,nm5215985
tt2338341,nm4983910
tt2339567,nm3648386
tt2341766,nm0333818
tt2341766,nm0759270
tt2341766,nm4147929
tt2341766,nm1391682
tt2341766,nm1743389
tt2343134,nm5225445
tt2343729,nm4990910
tt2345683,nm0100040
tt2345683,nm1374646
tt2345683,nm0894219
tt2346170,nm1880240
tt2347503,nm2910938
tt2347503,nm2111174
tt2349643,nm3435194
tt2350782,nm0362771
tt2354144,nm5229324
tt2354144,nm3433358
tt2354531,nm4919531
tt2355144,nm3868633
tt2355144,nm1072411
tt2358965,nm1870949
tt2359473,nm1200194
tt2359473,nm5001455
tt2360060,nm1273537
tt2360614,nm5236117
tt2361551,nm3048151
tt2361551,nm2463151
tt2363213,nm5006328
tt2363309,nm4075424
tt2363421,nm5006565
tt2363513,nm5006008
tt2363513,nm5007146
tt2364773,nm3131248
tt2364985,nm5008315
tt2366043,nm5008999
tt2366043,nm5008747
tt2366043,nm1302708
tt2367988,nm5239516
tt2368717,nm1270457
tt2368900,nm5249031
tt2369041,nm1337887
tt2369154,nm0222150
tt2369154,nm2177665
tt2369154,nm5992903
tt2369154,nm1209132
tt2369410,nm5248313
tt2369497,nm0181117
tt2369497,nm0333818
tt2369497,nm0413051
tt2369497,nm1305724
tt2369543,nm1486975
tt2369666,nm2614642
tt2369666,nm3854460
tt2370034,nm0087646
tt2370034,nm2973991
tt2371365,nm4747123
tt2371365,nm3530498
tt2371365,nm3821208
tt2371365,nm0684222
tt2371365,nm6302954
tt2371365,nm1893578
tt2371511,nm0111292
tt2371834,nm0782430
tt2371834,nm1072411
tt2373878,nm0669704
tt2374864,nm2396618
tt2375767,nm2218593
tt2375767,nm4783072
tt2378057,nm5021208
tt2378057,nm5030669
tt2378089,nm2428276
tt2378089,nm2648766
tt2379450,nm0437738
tt2379450,nm0505579
tt2379831,nm0023776
tt2380137,nm1547925
tt2380342,nm4907486
tt2380342,nm0222615
tt2380342,nm3117093
tt2381213,nm1130190
tt2381213,nm0854185
tt2381335,nm0598531
tt2381335,nm3253001
tt2381957,nm1547825
tt2382955,nm0065036
tt2384984,nm5259413
tt3989904,nm1717943
tt3989904,nm0257391
tt3991384,nm1439377
tt3991384,nm6732734
tt3994448,nm6734908
tt3996204,nm0052234
tt3997544,nm0958577
tt3998210,nm1212765
tt4001342,nm6739727
tt4003794,nm0848838
tt4003794,nm1556136
tt4007006,nm2946675
tt4007320,nm6744983
tt4007378,nm3666045
tt4008392,nm3687285
tt4010062,nm3495777
tt4011018,nm3438353
tt4011018,nm6748303
tt4011018,nm2439594
tt4015846,nm2138235
tt4020272,nm0007048
tt4021084,nm1768265
tt4021084,nm1492984
tt4022252,nm1093723
tt4023854,nm3656962
tt4027076,nm0681309
tt4027076,nm0241414
tt4027076,nm4439294
tt4027334,nm6760675
tt4027334,nm2791377
tt4027402,nm6765605
tt4027402,nm6754977
tt4027780,nm6761379
tt4032264,nm1163929
tt4032264,nm0706178
tt4034236,nm4649849
tt4034448,nm4740006
tt4040906,nm5558733
tt4040906,nm1119672
tt4045384,nm3485526
tt4045384,nm6778230
tt4045420,nm1768211
tt4045444,nm0518031
tt4046118,nm1636656
tt4049312,nm2087936
tt4050462,nm6031788
tt4050462,nm3421748
tt4050462,nm3792014
tt4050462,nm4900080
tt4050462,nm1562886
tt4050462,nm3341086
tt4050462,nm2805638
tt4050462,nm4180242
tt4050462,nm8337607
tt4050462,nm3304591
tt4050462,nm6060035
tt4050462,nm8337609
tt4050462,nm2100529
tt4050462,nm4820663
tt4050462,nm4167736
tt4050462,nm0250080
tt4050462,nm5134804
tt4050462,nm5081043
tt4050462,nm6909004
tt4050462,nm1996753
tt4050462,nm5226119
tt4050462,nm5102243
tt4050462,nm6775503
tt4050462,nm3355887
tt4050462,nm1994318
tt4050462,nm0340236
tt4050462,nm9160937
tt4050462,nm7403267
tt4050462,nm4103143
tt4050462,nm2270915
tt4050462,nm5276508
tt4050462,nm4923896
tt4050462,nm8343598
tt4050462,nm5063717
tt4050462,nm1121352
tt4050462,nm4162365
tt4050462,nm4673342
tt4050462,nm1546474
tt4050462,nm4429747
tt4050462,nm2371321
tt4050462,nm5395511
tt4050462,nm3601272
tt4050462,nm3344916
tt4050462,nm5379852
tt4050462,nm6031792
tt4050462,nm6102773
tt4054186,nm4423404
tt4055546,nm6787790
tt4056974,nm6788939
tt4060244,nm4156438
tt4065346,nm6264147
tt4065552,nm0513028
tt4065552,nm0521803
tt4065552,nm1497250
tt4065842,nm0945282
tt4065842,nm1323078
tt4068576,nm0448768
tt4068630,nm3266654
tt4073166,nm0959255
tt4073166,nm1665609
tt4074196,nm0008458
tt4075458,nm0379332
tt4075458,nm2673025
tt4076980,nm0743683
tt4076980,nm0359534
tt4077618,nm6706960
tt4079142,nm1479219
tt4079142,nm3324150
tt4079142,nm6811084
tt4079142,nm2695444
tt4079566,nm2764093
tt4079804,nm4100405
tt4079804,nm6811488
tt4079996,nm5455187
tt4081012,nm4360075
tt4097114,nm3145173
tt4097778,nm6826438
tt4097778,nm6826437
tt4103686,nm1485969
tt4103686,nm6567508
tt4103686,nm1316831
tt4104014,nm1761181
tt4104014,nm1682736
tt4104014,nm3490450
tt4104212,nm3783639
tt4105274,nm4692819
tt4110722,nm6835185
tt4110978,nm1554712
tt4111262,nm1755525
tt4113846,nm3233049
tt4113916,nm4082583
tt4113916,nm5583307
tt4114606,nm2945184
tt4123216,nm1867303
tt4125710,nm6848793
tt4126602,nm1609650
tt4131654,nm6854612
tt4131654,nm4637211
tt4135016,nm3347134
tt4135932,nm1978171
tt4136162,nm1973622
tt4136732,nm1834747
tt4136732,nm4914875
tt4137262,nm2339107
tt4137714,nm6853804
tt4137714,nm1071617
tt4139160,nm2138501
