movie_id,primary_title,start_year,runtime_minutes,genres,averagerating,numvotes
tt1567130,morgen,2010,100,drama,7.1,921
tt1567233,forks over knives,2011,96,documentary,7.8,10179
tt1567312,gelecekten bir gün,2010,95,"comedy,drama",5.1,951
tt1567437,the voices,2014,103,"comedy,crime,horror",6.4,48335
tt1567609,get the gringo,2012,96,"action,crime,drama",7.0,98014
tt1568139,you got served: beat the world,2011,91,"drama,music",4.6,1789
tt1568323,beatdown,2010,90,"action,crime,thriller",4.5,1138
tt1568334,the tillman story,2010,94,"biography,documentary,mystery",7.8,4321
tt1568335,jean-michel basquiat: the radiant child,2010,88,documentary,7.8,1850
tt1568337,loosies,2011,89,"comedy,crime,romance",6.2,5593
tt1568338,man on a ledge,2012,102,"action,adventure,crime",6.6,137507
tt1568341,some guy who kills people,2011,97,"comedy,crime,drama",6.3,5111
tt1568343,the humbling,2014,112,"comedy,drama,romance",5.6,5905
tt1568346,the girl with the dragon tattoo,2011,158,"crime,drama,mystery",7.8,387580
tt1568815,a family,2010,102,drama,6.7,1132
tt1568816,phase 7,2010,95,"sci-fi,thriller",5.9,2968
tt1568911,war horse,2011,146,"drama,history,war",7.2,136447
tt1568921,the secret world of arrietty,2010,94,"adventure,animation,family",7.6,68266
tt1568923,a film unfinished,2010,88,"documentary,drama,history",7.3,1627
tt1568926,i am comic,2010,87,documentary,6.5,696
tt1568929,the mooring,2012,90,"horror,thriller",4.4,1017
tt1570559,burning man,2011,110,"drama,romance",6.5,3471
tt1570583,for ellen,2012,94,drama,6.0,1728
tt1570619,kutsal damacana 2: itmen,2010,98,"action,comedy,fantasy",2.8,3804
tt1570728,"crazy, stupid, love.",2011,118,"comedy,drama,romance",7.4,436830
tt1570966,balls,2010,97,comedy,5.6,2784
tt1570989,tiny furniture,2010,98,"comedy,drama,romance",6.2,13397
tt1571222,a dangerous method,2011,99,"biography,drama,romance",6.4,93259
tt1571234,mortal engines,2018,128,"action,adventure,fantasy",6.1,70193
tt1571249,the skeleton twins,2014,93,"comedy,drama,romance",6.8,36793
tt1571401,measuring the world,2012,119,"biography,drama,history",5.8,2456
tt1571402,angel of evil,2010,125,"biography,crime,drama",6.8,2746
tt1571409,parked,2010,94,drama,6.8,2131
tt1572008,a nanny for christmas,2010,90,comedy,5.4,1430
tt1572311,tees maar khan,2010,135,"comedy,crime",2.6,10122
tt1572315,texas chainsaw 3d,2013,92,"horror,thriller",4.8,41784
tt1572491,the last circus,2010,107,"comedy,drama,horror",6.6,12183
tt1572502,late bloomers,2011,95,drama,5.7,876
tt1572769,countdown to zero,2010,89,documentary,6.9,2070
tt1572781,the disappearance of haruhi suzumiya,2010,163,"animation,comedy,drama",8.1,5406
tt1573072,housefull,2010,144,comedy,5.5,11089
tt1573109,kajinek,2010,118,"action,crime,drama",6.1,778
tt1573483,textuality,2011,95,"comedy,romance",3.9,822
tt1575539,elena undone,2010,111,"drama,romance",6.2,4763
tt1575694,the hit list,2011,90,"action,thriller",5.4,11081
tt1576382,brother and sister,2010,105,"comedy,drama",6.6,669
tt1576440,good neighbours,2010,99,"drama,thriller",5.9,4881
tt1576450,lily sometimes,2010,103,drama,6.2,1175
tt1576483,the whirl,2012,110,"action,drama,fantasy",6.8,680
tt1577052,goats,2012,94,comedy,5.9,4775
tt1577055,mask maker,2011,90,horror,4.8,1661
tt1577061,recep ivedik 3,2010,95,comedy,4.0,15607
tt1578116,atithi tum kab jaoge?,2010,155,comedy,6.4,4510
tt1578128,otto's eleven,2010,95,comedy,4.6,1100
tt1578261,break ke baad,2010,118,"comedy,drama,romance",5.2,3651
tt1578275,the dilemma,2011,111,"comedy,drama",5.3,48148
tt1578882,elephant white,2011,91,"action,crime,fantasy",5.1,10123
tt1579223,federal bank heist,2011,101,"comedy,crime,thriller",5.9,1943
tt1579232,freerunner,2011,87,action,3.8,4970
tt1580021,silver tongues,2011,87,drama,6.8,699
tt1580426,repeaters,2010,89,"action,crime,drama",5.8,5936
tt1580704,that girl in yellow boots,2010,103,"crime,drama,mystery",6.7,3209
tt1581835,daydream nation,2010,98,"drama,romance",6.4,11759
tt1582196,big fat gypsy gangster,2011,91,"action,comedy,crime",3.5,799
tt1582207,the jewel,2011,110,drama,6.8,1001
tt1582244,guilty,2011,102,"biography,crime,drama",7.3,1606
tt1582248,puncture,2011,100,"biography,drama",6.9,21540
tt1582271,the good doctor,2011,91,"drama,thriller",5.5,6006
tt1582466,adhurs,2010,150,"action,comedy,thriller",6.8,2009
tt1582507,house at the end of the street,2012,101,"drama,horror,thriller",5.6,66303
tt1582519,khaleja,2010,170,"action,comedy,drama",7.6,7243
tt1582546,maryada ramanna,2010,125,"action,comedy",7.4,2137
tt1582604,simha,2010,155,"action,drama",6.0,1238
tt1582621,the holding,2011,89,thriller,4.8,770
tt1582637,varudu,2010,147,"action,drama,thriller",3.7,778
tt1582641,jhummandi naadam,2010,145,drama,7.5,1065
tt1583303,my father's guests,2010,100,comedy,6.5,715
tt1583420,larry crowne,2011,98,"comedy,drama,romance",6.1,58927
tt1583421,g.i. joe: retaliation,2013,110,"action,adventure,sci-fi",5.8,165536
tt1583737,unforgivable,2011,111,drama,5.8,692
tt1584016,catfish,2010,87,"documentary,drama,mystery",7.1,38656
tt1584131,the last godfather,2010,100,"comedy,crime,romance",3.7,1071
tt1584733,suicide girls must die!,2010,97,horror,3.2,658
tt1584941,vicky and the treasure of the gods,2011,96,"action,adventure,comedy",5.4,1065
tt1584943,dark space,2013,91,sci-fi,3.7,964
tt1585255,the hairdresser,2010,106,"comedy,drama",6.5,907
tt1586001,veda - atatürk,2010,114,"biography,drama,history",7.2,5969
tt1586265,what to expect when you're expecting,2012,110,"comedy,drama,romance",5.7,65890
tt1586752,machine gun preacher,2011,129,"action,biography,crime",6.8,60074
tt1586753,the incite mill,2010,107,"horror,mystery,thriller",5.7,1034
tt1587118,beck,2010,145,"drama,music",7.1,840
tt1587135,deli dumrul kurtlar kuslar aleminde,2010,104,comedy,4.3,729
tt1587156,gekijouban fate/stay night: unlimited blade works,2010,107,"action,animation,drama",7.0,1308
tt1587263,romantik komedi,2010,95,"comedy,romance",5.4,4251
tt1587310,maleficent,2014,97,"action,adventure,family",7.0,305832
tt1587411,"i, anna",2012,93,"drama,thriller",6.0,1768
tt1587707,exit through the gift shop,2010,87,"comedy,crime,documentary",8.0,58721
tt1587729,71: into the fire,2010,120,"action,drama,war",7.4,4646
tt1587828,confessions of a brazilian call girl,2011,131,"biography,drama",6.1,5970
tt1587877,all that glitters,2010,100,comedy,6.1,1873
tt1588170,i saw the devil,2010,142,"action,crime,drama",7.8,94029
tt1588173,warm bodies,2013,98,"comedy,horror,romance",6.9,208709
tt1588337,of gods and men,2010,122,"drama,history",7.2,13991
tt1588342,easy money ii: hard to kill,2012,99,"action,crime,drama",6.2,6682
tt1588875,how i ended this summer,2010,130,drama,7.0,6105
tt1588878,the late bloomer,2016,90,"comedy,drama,romance",5.2,6910
tt1588895,uncle boonmee who can recall his past lives,2010,114,"drama,fantasy",6.7,11717
tt1589424,dersimiz: atatürk,2010,92,"biography,drama,history",6.1,1221
tt1590024,"if i want to whistle, i whistle",2010,94,drama,7.2,5737
tt1590125,my iz budushchego 2,2010,98,"action,adventure,sci-fi",5.2,1069
tt1590129,natarang,2010,127,drama,8.4,1314
tt1590193,the commuter,2018,105,"action,mystery,thriller",6.3,83114
tt1590796,mutant girls squad,2010,89,"comedy,fantasy,horror",5.7,1524
tt1590950,age of heroes,2011,90,"action,adventure,drama",5.6,9115
tt1591095,insidious,2010,103,"horror,mystery,thriller",6.9,254197
tt1591479,act of valor,2012,110,"action,adventure,drama",6.5,63787
tt1591504,the hunters,2011,111,"crime,horror,thriller",4.2,1986
tt1592281,take this waltz,2011,116,"comedy,drama",6.6,25866
tt1592292,zero 2,2010,90,"comedy,thriller",7.7,5328
tt1592303,ask your heart,2010,115,"drama,romance",6.2,706
tt1592521,cousinhood,2011,98,comedy,6.7,4135
tt1592525,lockout,2012,95,"action,sci-fi,thriller",6.1,89554
tt1592527,the black power mixtape 1967-1975,2011,100,"documentary,history",7.6,1671
tt1592873,lol,2012,97,"comedy,drama,romance",4.4,51424
tt1594503,with love... from the age of reason,2010,97,"comedy,romance",5.8,1658
tt1594534,traceless,2010,95,"crime,drama,thriller",6.4,1390
tt1594562,the innkeepers,2011,101,"drama,horror,mystery",5.5,31089
tt1594917,age of the dragons,2011,91,"action,adventure,fantasy",3.4,4157
tt1594918,eyyvah eyvah,2010,104,comedy,7.1,16989
tt1594972,norm of the north,2016,90,"adventure,animation,comedy",3.6,7951
tt1595366,what men talk about,2010,93,comedy,7.6,4895
tt1595656,to the wonder,2012,112,"drama,romance",5.9,25322
tt1595833,the monitor,2011,96,"horror,thriller",5.7,5117
tt1596343,fast five,2011,130,"action,crime,thriller",7.3,329892
tt1596345,pawn sacrifice,2014,115,"biography,drama,sport",7.0,34942
tt1596346,soul surfer,2011,112,"biography,drama,family",7.1,41659
tt1596350,this means war,2012,103,"action,comedy,romance",6.3,167438
tt1596363,the big short,2015,130,"biography,comedy,drama",7.8,309227
tt1596365,the woman in black,2012,95,"drama,fantasy,horror",6.4,165357
tt1596753,salinger,2013,120,documentary,6.7,2314
tt1597033,locked down,2010,99,"action,crime,thriller",4.3,2422
tt1597522,astérix and obélix: god save britannia,2012,110,"adventure,comedy,family",5.3,11965
tt1598496,four more years,2010,87,"comedy,drama,romance",6.2,965
tt1598642,z for zachariah,2015,98,"drama,sci-fi,thriller",6.0,25429
tt1598778,contagion,2011,106,"action,drama,thriller",6.6,201536
tt1598828,one for the money,2012,91,"action,comedy,crime",5.3,38473
tt1598873,cleanskin,2012,108,"action,crime,drama",6.3,19207
tt1599296,going down in la-la land,2011,104,"comedy,drama,romance",6.2,2188
tt1599348,safe house,2012,115,"action,adventure,crime",6.8,192655
tt1599913,four black suits,2010,90,comedy,5.4,631
tt1599975,the princess of montpensier,2010,139,"action,drama,history",6.4,3322
tt1600196,the drop,2014,106,"crime,drama",7.1,132161
tt1600207,the eye of the storm,2011,114,drama,6.3,1440
tt1600438,scents and sensibility,2011,90,"comedy,drama,romance",5.4,1229
tt1600439,shaapit: the cursed,2010,145,"adventure,horror,romance",5.6,666
tt1601227,sons of norway,2011,87,drama,6.5,1574
tt1601475,seconds apart,2011,89,"horror,thriller",5.7,5848
tt1601814,büsra,2010,105,drama,5.4,968
tt1601823,esrefpasalilar,2010,100,"comedy,drama",5.1,1873
tt1601901,the voice,2010,97,"horror,thriller",5.1,893
tt1601913,the grey,2011,117,"action,adventure,drama",6.8,228798
tt1602098,albert nobbs,2011,113,"drama,romance",6.7,22213
tt1602472,2 days in new york,2012,96,"comedy,drama,romance",6.0,13318
tt1602476,badmaa$h company,2010,142,"comedy,crime,drama",6.0,5640
tt1602479,love in a puff,2010,104,"comedy,drama,romance",7.2,2087
tt1602500,fire of conscience,2010,106,"action,crime,mystery",6.2,894
tt1602572,echoes of the rainbow,2010,117,"comedy,drama,romance",7.4,1594
tt1602585,ye maaya chesave,2010,155,romance,7.7,2538
tt1602613,only god forgives,2013,90,"crime,drama",5.7,100318
tt1602620,amour,2012,127,"drama,romance",7.9,84960
tt1603362,prasthanam,2010,153,"action,drama",8.4,2058
tt1603789,amphetamine,2010,97,"drama,romance",5.4,773
tt1603933,toilet,2010,109,drama,4.2,689
tt1604070,caught inside,2010,93,"action,adventure,thriller",5.4,639
tt1604171,prom,2011,104,"comedy,drama,family",5.4,14279
tt1604231,the kiss of evil,2011,94,"crime,drama,mystery",6.0,1147
tt1604577,priest of evil,2010,106,"mystery,thriller",5.9,1511
tt1604670,punished,2011,94,"crime,thriller",5.9,667
tt1604900,monga,2010,140,"action,crime,drama",6.9,2428
tt1605630,american reunion,2012,113,comedy,6.7,192250
tt1605782,comic-con episode iv: a fan's hope,2011,88,documentary,7.0,2645
tt1605783,midnight in paris,2011,94,"comedy,fantasy,romance",7.7,356500
tt1605798,effie gray,2014,104,"biography,drama,romance",5.9,3633
tt1605803,the last ride,2011,102,"biography,drama,music",5.8,742
tt1606180,that's what i am,2011,101,"comedy,drama,romance",7.1,9979
tt1606183,boss engira baskaran,2010,161,comedy,7.3,1815
tt1606259,knuckle,2011,97,"biography,documentary,drama",6.8,2642
tt1606267,lafangey parindey,2010,126,"action,drama,romance",5.3,1839
tt1606339,sushi girl,2012,98,"crime,mystery,thriller",6.0,4367
tt1606376,avan ivan,2011,127,"comedy,drama",6.2,787
tt1606378,a good day to die hard,2013,98,"action,thriller",5.3,188383
tt1606382,l'amour fou,2010,98,documentary,6.8,924
tt1606389,the vow,2012,104,"drama,romance",6.8,173629
tt1606390,all things fall apart,2011,110,"drama,sport",5.5,2402
tt1606619,jag saknar dig,2011,125,drama,6.0,926
tt1606652,pirammmida,2011,105,"crime,drama",6.5,1315
tt1606789,loft,2010,108,"crime,drama,thriller",6.8,5218
tt1606829,the other dream team,2012,89,"documentary,sport",8.4,3332
tt1607577,love and other troubles,2012,87,"comedy,romance",5.6,887
tt1608290,zoolander 2,2016,101,comedy,4.7,59914
tt1608334,my life in orange,2011,110,comedy,6.3,932
tt1608368,house hunting,2013,102,"horror,mystery,thriller",5.2,2282
tt1608516,lauf junge lauf,2013,112,"action,biography,drama",7.1,1621
tt1608777,"lsd: love, sex aur dhokha",2010,155,"comedy,crime,drama",7.1,4795
tt1609132,isabelle,2011,90,"drama,thriller",6.0,710
tt1609159,süskind,2012,118,"biography,drama,history",6.9,2015
tt1609168,vinnaithaandi varuvaayaa,2010,157,"drama,romance",8.0,4287
tt1609479,better living through chemistry,2014,91,"comedy,drama",6.3,13388
tt1609492,superclásico,2011,99,comedy,6.4,2302
tt1609790,cornelis,2010,101,"biography,drama,music",6.3,1745
tt1609808,åsa-nisse - wälkom to knohult,2011,89,comedy,3.4,1051
tt1610383,moral bozuklugu ve 31,2010,95,comedy,5.6,648
tt1610452,band baaja baaraat,2010,139,"comedy,drama,romance",7.2,13832
tt1610525,chuck,2016,98,"biography,drama,sport",6.5,4541
tt1610996,absentia,2011,87,"drama,horror,mystery",5.8,15507
tt1611004,autograph,2010,131,drama,7.4,1743
tt1611211,vincent wants to sea,2010,96,drama,7.1,4955
tt1611224,abraham lincoln: vampire hunter,2012,105,"action,fantasy,horror",5.9,142853
tt1611823,gallants,2010,98,"action,comedy,drama",6.6,818
tt1612319,re-kill,2015,88,"action,horror",5.0,2328
tt1612608,the italian,2010,102,"comedy,drama",5.8,1360
tt1612782,the butterfly room,2012,87,"horror,thriller",5.5,1799
tt1613023,"beats, rhymes & life: the travels of a tribe called quest",2011,97,"documentary,music",7.7,3253
tt1613062,the music never stopped,2011,105,"drama,music",7.6,7222
tt1613750,kon-tiki,2012,118,"adventure,history",7.2,41707
tt1614408,time traveller,2010,122,"adventure,sci-fi",6.5,1474
tt1614456,little deaths,2011,94,horror,4.7,2793
tt1614989,headhunters,2011,96,"action,crime,thriller",7.6,91246
tt1615065,savages,2012,131,"crime,drama,thriller",6.5,115793
tt1615075,suing the devil,2011,106,"drama,fantasy",4.7,3674
tt1615147,margin call,2011,107,"drama,thriller",7.1,107264
tt1615918,alvin and the chipmunks: chipwrecked,2011,87,"adventure,animation,comedy",4.4,28158
tt1616194,unter dir die stadt,2010,105,drama,6.3,621
tt1616195,j. edgar,2011,137,"biography,crime,drama",6.6,115925
tt1616543,not the messiah: he's a very naughty boy,2010,92,"comedy,music",7.2,1104
tt1617145,dark souls,2010,95,"horror,thriller",5.2,1645
tt1617178,little rose,2010,118,"drama,history,romance",7.1,1069
tt1617620,a horrible way to die,2010,87,"drama,horror,thriller",5.3,3147
tt1617661,jupiter ascending,2015,127,"action,adventure,sci-fi",5.3,166327
tt1618421,white lion,2010,88,"drama,family",6.7,828
tt1618430,dum maaro dum,2011,128,"action,crime,drama",6.2,3616
tt1618432,i'm in love with a church girl,2013,118,"crime,drama,romance",4.5,1536
tt1618442,the last witch hunter,2015,106,"action,adventure,fantasy",6.0,86118
tt1618445,the we and the i,2012,103,drama,6.1,1773
tt1618447,goodbye first love,2011,110,"drama,romance",6.6,4352
tt1618448,racing extinction,2015,90,"adventure,documentary,drama",8.2,6931
tt1619037,nice guy johnny,2010,89,"comedy,romance",6.3,1636
tt1619277,conception,2011,88,"comedy,romance",5.4,1148
tt1620449,animals united,2010,93,"adventure,animation,comedy",4.9,5340
tt1620466,groupies bleiben nicht zum frühstück,2010,103,"comedy,romance",6.6,1845
tt1620620,the japanese wife,2010,105,"drama,romance",7.6,1887
tt1620680,a wrinkle in time,2018,109,"adventure,family,fantasy",4.2,34888
tt1620719,fearless,2010,126,"action,comedy,crime",6.3,25201
tt1620933,paan singh tomar,2012,135,"action,biography,crime",8.2,29373
tt1620935,bleed for this,2016,117,"biography,drama,sport",6.8,21946
tt1621039,free birds,2013,91,"adventure,animation,comedy",5.9,20934
tt1621045,think like a man,2012,122,"comedy,romance",6.6,41043
tt1621046,cesar chavez,2014,102,"biography,drama",6.4,3025
tt1621446,the task,2011,94,horror,4.3,3112
tt1622979,final destination 5,2011,92,horror,5.9,98061
tt1622991,infected,2013,95,"action,horror,sci-fi",2.8,1028
tt1623008,the arbor,2010,94,"biography,documentary,drama",7.2,1566
tt1623205,oz the great and powerful,2013,130,"adventure,family,fantasy",6.3,192045
tt1623288,paranorman,2012,92,"adventure,animation,comedy",7.0,87250
tt1623745,little birds,2011,94,drama,6.2,4565
tt1623753,kolysanka,2010,95,"comedy,horror",6.1,895
tt1623765,snow beast,2011,88,"drama,sci-fi,thriller",3.5,941
tt1624996,vampire,2011,120,"drama,horror,thriller",5.3,1376
tt1625098,igualita a mi,2010,108,comedy,6.2,747
tt1625134,the dinner club,2010,94,"drama,thriller",5.1,1644
tt1625150,north sea texas,2011,98,"drama,romance",7.2,7476
tt1625346,young adult,2011,94,"comedy,drama",6.3,74071
tt1625350,vares: the path of the righteous men,2012,93,"crime,drama,thriller",5.9,795
tt1625856,badrinath,2011,140,action,4.4,1464
tt1626139,donner pass,2011,90,horror,4.6,2151
tt1626146,hector and the search for happiness,2014,120,"adventure,comedy,drama",7.0,41840
tt1626175,one night in turin,2010,90,"documentary,sport",6.9,1022
tt1627924,mausam,2011,161,"drama,romance,war",4.8,4906
tt1628055,touchback,2011,118,"drama,family,fantasy",6.5,3673
tt1628841,independence day: resurgence,2016,120,"action,adventure,sci-fi",5.2,155344
tt1629242,careful what you wish for,2015,91,"drama,thriller",5.7,6659
tt1629284,hanamizuki,2010,128,"adventure,drama,romance",7.1,915
tt1629374,ronal the barbarian,2011,89,"adventure,animation,comedy",6.6,11834
tt1629376,seven sins forgiven,2011,137,"drama,mystery,thriller",6.1,4948
tt1629391,tere bin laden,2010,95,"comedy,drama",7.2,9830
tt1629439,51,2011,90,"horror,sci-fi",3.5,2891
tt1629705,blackthorn,2011,102,"action,adventure,western",6.6,8553
tt1629715,miss lovely,2012,113,"crime,drama,romance",6.6,2680
tt1629718,poker,2010,112,comedy,5.9,849
tt1629747,the cosmonaut,2013,93,"drama,romance,sci-fi",4.0,764
tt1629757,chasing mavericks,2012,116,"biography,drama,sport",7.2,28994
tt1630027,almanya: welcome to germany,2011,101,"comedy,drama",7.2,6071
tt1630036,courageous,2011,129,drama,7.0,17586
tt1630061,body of water,2011,105,"drama,thriller",5.4,640
tt1630603,kooky,2010,95,"comedy,family,fantasy",7.3,1022
tt1630637,the immature,2011,108,comedy,6.1,2770
tt1631707,enter nowhere,2011,90,"mystery,sci-fi,thriller",6.6,7298
tt1631867,edge of tomorrow,2014,113,"action,sci-fi",7.9,546284
tt1632544,from me to you,2010,128,"animation,drama,romance",7.1,1927
tt1632547,cold fish,2010,146,"comedy,crime,drama",7.1,9672
tt1632703,burzynski,2010,108,documentary,7.4,820
tt1632708,friends with benefits,2011,109,"comedy,romance",6.6,317338
tt1633356,shark night 3d,2011,90,"horror,thriller",4.0,23190
tt1634003,underdogs,2013,106,"adventure,animation,family",6.5,8197
tt1634013,montevideo: taste of a dream,2010,140,"adventure,comedy,drama",8.3,10502
tt1634122,johnny english reborn,2011,101,"action,adventure,comedy",6.3,110824
tt1634136,violet & daisy,2011,88,"action,comedy,crime",6.1,11248
tt1634286,grassroots,2012,98,"comedy,drama",5.3,996
tt1634524,jitters,2010,93,"drama,romance",6.8,1378
tt1635659,what happens next,2011,100,"comedy,romance",5.8,691
tt1636539,love birds,2011,103,"comedy,romance",6.1,1615
tt1636780,gintama: the movie,2010,96,"action,animation,comedy",7.5,1031
tt1636815,detective conan: the lost ship in the sky,2010,103,"action,adventure,animation",7.0,1109
tt1636826,project x,2012,88,comedy,6.7,177782
tt1636833,black and white,2010,90,drama,6.2,843
tt1636844,will,2011,102,"drama,family,sport",6.9,2987
tt1636849,chasing madoff,2010,91,documentary,6.3,965
tt1637687,i want to be a soldier,2010,100,drama,5.9,672
tt1637688,in time,2011,109,"action,crime,drama",6.7,346077
tt1637691,khelein hum jee jaan sey,2010,168,"action,drama,history",5.9,1122
tt1637706,our idiot brother,2011,90,"comedy,drama",6.4,80738
tt1637725,ted,2012,106,"comedy,fantasy",6.9,538367
tt1638002,"love, rosie",2014,102,"comedy,romance",7.2,104983
tt1638277,mars et avril,2012,90,"drama,fantasy,music",6.0,719
tt1638328,love lasts three years,2011,98,"comedy,romance",6.1,4264
tt1638350,skylab,2011,114,comedy,6.4,1863
tt1638353,the patience stone,2012,102,"drama,war",7.1,4115
tt1638355,the man from u.n.c.l.e.,2015,116,"action,adventure,comedy",7.3,240606
tt1638362,client 9: the rise and fall of eliot spitzer,2010,117,documentary,7.4,2097
tt1638364,the armstrong lie,2013,124,"biography,documentary,sport",7.3,6850
tt1639075,no return,2010,104,"drama,thriller",7.0,740
tt1639084,tallulah,2016,111,"comedy,drama,romance",6.7,15075
tt1639093,russendisko,2012,100,comedy,5.6,1634
tt1639426,udaan,2010,134,drama,8.2,38827
tt1639826,justin and the knights of valour,2013,90,"adventure,animation,family",6.0,5239
tt1639901,a screaming man,2010,92,drama,6.7,1370
tt1640202,çok filim hareketler bunlar,2010,134,comedy,4.3,3706
tt1640484,jumping the broom,2011,112,"comedy,drama",5.7,9089
tt1640548,rampart,2011,108,"crime,drama",5.8,22094
tt1640680,armadillo,2010,105,"documentary,war",7.5,8906
tt1640711,a few best men,2011,97,"comedy,romance",5.7,12069
tt1640714,the christmas bunny,2010,98,"drama,family",6.1,662
tt1641385,96 minutes,2011,93,"drama,thriller",5.7,3101
tt1641388,below zero,2011,99,thriller,4.4,740
tt1641410,terraferma,2011,88,drama,6.8,2798
tt1641624,my piece of the pie,2011,109,"comedy,drama",5.8,1811
tt1641638,the legend is born: ip man,2010,100,"action,biography,drama",7.1,29529
tt1641841,skin trade,2014,96,"action,crime,thriller",5.7,6942
tt1642665,the depraved,2011,94,"horror,thriller",5.2,2548
tt1643222,hell,2011,89,"horror,sci-fi,thriller",5.9,11261
tt1645089,inside job,2010,109,"crime,documentary",8.3,65304
tt1645916,standby,2014,90,"comedy,romance",5.8,1462
tt1646114,my joy,2010,127,"adventure,drama",6.9,2013
tt1646127,lights out,2010,87,"drama,mystery,thriller",6.4,971
tt1646212,deep dark canyon,2013,90,"action,drama,thriller",5.0,903
tt1646221,outbound,2010,87,"action,drama",6.7,721
tt1646958,the autobiography of nicolae ceausescu,2010,180,"biography,documentary,history",7.7,1290
tt1646959,bedevilled,2010,115,"drama,horror,thriller",7.3,11554
tt1646971,how to train your dragon 2,2014,102,"action,adventure,animation",7.8,278205
tt1646974,the names of love,2010,100,"comedy,drama,romance",7.2,7127
tt1646975,le quattro volte,2010,88,drama,7.2,3354
tt1646985,love like poison,2010,92,drama,6.4,677
tt1646987,wrath of the titans,2012,99,"action,adventure,fantasy",5.7,172330
tt1647477,scalene,2011,97,"crime,drama,thriller",6.0,677
tt1647483,wasted on the young,2010,97,"drama,thriller",6.0,2342
tt1647668,million dollar arm,2014,124,"biography,drama,sport",7.0,41008
tt1648093,the lost bladesman,2011,109,"action,biography,drama",6.0,3781
tt1648179,here comes the boom,2012,105,"action,comedy,sport",6.4,81761
tt1648186,fisherman's friends,2019,112,"comedy,drama,musical",7.0,1108
tt1648190,the dark tower,2017,95,"action,adventure,fantasy",5.7,107518
tt1648201,for lovers only,2011,87,"comedy,drama,romance",7.2,1422
tt1648208,riddle,2013,100,"mystery,thriller",4.2,1873
tt1648216,three steps above heaven,2010,118,"action,drama,romance",7.1,21173
tt1649419,the impossible,2012,114,"drama,history,thriller",7.6,177762
tt1649431,vedam,2010,135,"action,crime,drama",8.2,5707
tt1649443,[rec] 4: apocalypse,2014,95,"horror,thriller",5.4,14349
tt1649780,"peace, love & misunderstanding",2011,96,"comedy,drama,music",5.9,7465
tt1650043,diary of a wimpy kid: rodrick rules,2011,99,"comedy,family",6.6,23135
tt1650048,laurence anyways,2012,168,"drama,romance",7.7,15577
tt1650056,the cup,2011,99,"biography,drama",5.7,652
tt1650062,super 8,2011,112,"mystery,sci-fi,thriller",7.0,320575
tt1650393,c.o.g.,2013,88,"comedy,drama",5.6,3395
tt1650404,draquila - l'italia che trema,2010,93,documentary,7.5,635
tt1650427,resturlaub,2011,97,comedy,5.0,1098
tt1650433,sura,2010,159,action,2.7,4895
tt1650453,i wish,2011,128,drama,7.4,5267
tt1650535,the entitled,2011,91,"crime,thriller",6.2,6000
tt1650536,türkisch für anfänger,2012,105,"adventure,comedy",5.8,7493
tt1650554,kick-ass 2,2013,103,"action,comedy,crime",6.6,238832
tt1650555,game of werewolves,2011,98,"comedy,horror",6.0,2086
tt1651118,shapito-shou: lyubov i druzhba,2011,107,"comedy,musical",7.7,1159
tt1651143,no controles,2010,100,"comedy,romance",6.0,1013
tt1651328,our day will come,2010,90,drama,6.2,3523
tt1652287,35 and ticking,2011,104,"comedy,romance",5.7,1352
tt1653002,dysfunctional friends,2012,111,"comedy,drama",5.2,760
tt1653649,the alien girl,2010,100,"action,drama",6.6,765
tt1653665,goodbye christopher robin,2017,107,"biography,drama",7.1,20307
tt1653690,ong-bak 3,2010,99,action,5.0,12169
tt1653700,the veteran,2011,98,"action,thriller",5.9,6766
tt1653911,mozart's sister,2010,120,"biography,drama,music",6.4,1392
tt1653913,helldriver,2010,117,"horror,sci-fi",5.4,1387
tt1654523,night train to lisbon,2013,111,"mystery,romance,thriller",6.8,16694
tt1654829,thérèse,2012,110,drama,6.1,3410
tt1655416,mental,2012,116,"comedy,drama",6.2,4670
tt1655420,my week with marilyn,2011,99,"biography,drama",7.0,79337
tt1655424,the matchmaker,2010,112,drama,7.3,668
tt1655441,the age of adaline,2015,112,"drama,fantasy,romance",7.2,138924
tt1655442,the artist,2011,100,"comedy,drama,romance",7.9,217184
tt1655460,wanderlust,2012,98,"comedy,romance",5.6,69081
tt1655607,singam,2010,160,"action,thriller",6.8,4664
tt1656170,bringing up bobby,2011,93,comedy,5.2,1702
tt1656171,dam999,2011,108,"adventure,drama,sci-fi",3.6,887
tt1656186,stolen,2012,96,"action,crime,thriller",5.5,41313
tt1656190,safe,2012,94,"action,crime,thriller",6.5,96388
tt1656192,special forces,2011,109,"action,drama,war",6.4,16882
tt1656648,guilt & sentence,2010,93,"drama,mystery,thriller",8.2,739
tt1657283,honey 2,2011,110,"comedy,drama,music",5.4,6421
tt1657299,the decoy bride,2011,89,"comedy,drama,romance",6.2,10018
tt1657507,colombiana,2011,108,"action,drama,thriller",6.4,87659
tt1657510,gimme shelter,2013,101,drama,6.5,7740
tt1657512,i travel alone,2011,90,drama,6.5,1230
tt1657513,louis cyr,2013,123,"biography,drama,history",7.4,1369
tt1658797,anuvahood,2011,88,"comedy,crime,drama",5.4,4122
tt1658801,freeheld,2015,103,"biography,drama,romance",6.5,10534
tt1658837,the tall man,2012,106,"crime,drama,horror",5.9,36331
