movie_id,person_id,primary_name,birth_year,primary_profession
tt5666126,nm0766211,Hisayasu Satô,1959,"director,assistant_director,writer"
tt10294344,nm0766211,Hisayasu Satô,1959,"director,assistant_director,writer"
tt1693776,nm0766211,Hisayasu Satô,1959,"director,assistant_director,writer"
tt3492080,nm1471017,Tim Ford,1978,"director,producer,actor"
tt2190221,nm1471017,Tim Ford,1978,"director,producer,actor"
tt3492084,nm1471017,Tim Ford,1978,"director,producer,actor"
tt3492076,nm1471017,Tim Ford,1978,"director,producer,actor"
tt3497328,nm0765392,Michael J. Sarna,1965,"stunts,director,producer"
tt3269142,nm0765392,Michael J. Sarna,1965,"stunts,director,producer"
tt3312936,nm0765392,Michael J. Sarna,1965,"stunts,director,producer"
tt4212984,nm0765392,Michael J. Sarna,1965,"stunts,director,producer"
tt3503992,nm6169943,Tyler James Jacobs,1994,"actor,director,writer"
tt3451484,nm6169943,Tyler James Jacobs,1994,"actor,director,writer"
tt4839192,nm6169943,Tyler James Jacobs,1994,"actor,director,writer"
tt3529612,nm0056030,Matthew Barney,1967,"director,writer,producer"
tt3531604,nm0442479,Satish Kaushik,1956,"actor,director,producer"
tt0443331,nm0442479,Satish Kaushik,1956,"actor,director,producer"
tt3532608,nm1191891,Jay Lavender,1975,"writer,producer,director"
tt3542342,nm0895930,Ferdinando Vicentini Orgnani,1963,"producer,writer,director"
tt2447842,nm0895930,Ferdinando Vicentini Orgnani,1963,"producer,writer,director"
tt3543048,nm3491169,Stuart J. Parkins,1980,"director,writer,assistant_director"
tt3548862,nm1189816,Kamen Kalev,1975,"director,writer,cinematographer"
tt1737256,nm1189816,Kamen Kalev,1975,"director,writer,cinematographer"
