movie_id,primary_title,original_title,start_year,runtime_minutes,genres
tt1943012,the view,the view,2011,89,"action,crime"
tt1943036,voces desde mozambique,voces desde mozambique,2011,97,documentary
tt1943048,my own swordsman,wu lin wai zhuan,2011,95,"action,comedy"
tt1943675,cold blue eternal,cold blue eternal,2011,100,"crime,drama,romance"
tt1943689,pieces of me,des morceaux de moi,2012,90,"comedy,drama"
tt1943699,et meeldiks kõigile,et meeldiks kõigile,2011,87,"documentary,drama"
tt1943710,fortune cookie prophecies,fortune cookie prophecies,2011,113,"drama,horror,mystery"
tt1943736,kuku: mina jään ellu,kuku: mina jään ellu,2011,90,"documentary,drama"
tt1943747,let fury have the hour,let fury have the hour,2012,100,"biography,documentary,history"
tt1943763,le monde nous appartient,le monde nous appartient,2012,88,drama
tt1943777,pension freiheit,pension freiheit,2012,90,"comedy,crime"
tt1943782,pwners,pwners,2011,104,"comedy,drama"
tt1943783,radio america,radio america,2015,102,"drama,music"
tt1943786,raul,raul,2010,95,"biography,documentary,drama"
tt1943803,sineaters,sineaters,2012,90,"action,horror"
tt1945034,a gun in each hand,una pistola en cada mano,2012,95,"comedy,drama"
tt1945039,"abu, son of adam",adaminte makan abu,2011,101,drama
tt1945044,exeter,exeter,2015,91,"horror,mystery,thriller"
tt1945052,broken roads,broken roads,2012,151,drama
tt1945053,altered spirits,altered spirits,2016,90,"action,sci-fi"
tt1945057,camcorder,camcorder,2011,92,"crime,drama,thriller"
tt1945062,about cherry,about cherry,2012,98,drama
tt1945084,everly,everly,2014,92,"action,thriller"
tt1945087,in our nature,in our nature,2012,103,drama
tt1945106,hearts of freedom,hati merdeka (merah putih iii),2011,100,"action,drama,war"
tt1945112,i can't do rusty anymore...,i can't do rusty anymore...,2011,119,"biography,documentary"
tt1945118,in a lonely planet,kodokuna wakusei,2011,94,romance
tt1945122,kalyan ram kathi,kalyan ram kathi,2010,129,"action,drama"
tt1945132,m2m eyeball 3,m2m eyeball 3,2011,90,drama
tt1945148,off the boulevard,off the boulevard,2011,96,"biography,comedy,documentary"
tt1945218,tora bora,tora bora,2011,102,drama
tt1945228,voyage of time: life's journey,voyage of time: life's journey,2016,90,"documentary,drama"
tt1946157,between today and tomorrow,kyou to asu no aida de,2011,89,"biography,documentary,music"
tt1946177,coming & going,coming & going,2011,92,"comedy,romance"
tt1946187,dangerous games,opasni igri,2011,90,documentary
tt1946193,the wicked uncle,der böse onkel,2011,98,"comedy,drama"
tt1946204,ek paye royecho dariye,ek paye royecho dariye,2012,92,"drama,fantasy,mystery"
tt1946205,el gusto,el gusto,2011,88,documentary
tt1946217,falling...,falling...,2012,136,drama
tt1946269,18 years old and rising,j'aime regarder les filles,2011,92,"comedy,romance"
tt1946271,jenny dixon beach,jenny dixon beach,2011,110,horror
tt1946275,joseph smith: plates of gold,joseph smith: plates of gold,2011,104,"biography,drama"
tt1946280,noukadubi,noukadubi,2011,135,"drama,romance"
tt1946285,the wings of the kirin,kirin no tsubasa: gekijouban shinzanmono,2011,129,"crime,drama,thriller"
tt1946289,the man who laughs,l'homme qui rit,2012,95,drama
tt1946310,crazy kind of love,crazy kind of love,2013,100,"comedy,drama,romance"
tt1946347,gladiators of rome,gladiatori di roma,2012,94,"adventure,animation,comedy"
tt1946350,o gringo,o gringo,2011,87,"documentary,sport"
tt1946358,operation 8,operation 8,2011,110,documentary
tt1946374,positive creations,positive creations,2011,95,"adventure,biography,comedy"
tt1946379,raghuvinte swantham rasiya,raghuvinte swantham rasiya,2011,127,"drama,family"
tt1946389,seema tapakai,seema tapakai,2011,128,comedy
tt1946392,shifter,shifter,2011,98,"drama,horror,sci-fi"
tt1946421,the captains,the captains,2011,97,"biography,documentary"
tt1946445,the little gypsy witch,duh babe ilonke,2011,98,"comedy,family,fantasy"
tt1946484,the woman who brushed off her tears,the woman who brushed off her tears,2012,103,drama
tt1946486,theo fleury: playing with fire,theo fleury: playing with fire,2011,93,"biography,documentary"
tt1946502,uglydolls,uglydolls,2019,87,"adventure,animation,comedy"
tt1947969,battle b-boy,battle b-boy,2016,89,"action,comedy,sport"
tt1947970,bauernfrühstück - der film,bauernfrühstück - der film,2011,97,comedy
tt1947973,bin bulaye baraati,bin bulaye baraati,2011,133,"action,comedy,crime"
tt1947983,captive audience,captive audience,2011,93,"comedy,drama,romance"
tt1948001,die nordsee von oben,die nordsee von oben,2011,93,documentary
tt1948107,osiris ford,osiris ford,2011,105,"adventure,comedy,thriller"
tt1948119,"pokaz kotku, co masz w srodku","pokaz kotku, co masz w srodku",2011,93,comedy
tt1948132,qirej,qirej,2011,93,"action,crime,drama"
tt1948139,rita and li,rita y li,2010,90,drama
tt1948150,singham,singham,2011,143,"action,drama"
tt1948159,sunny land,sunny land,2011,87,documentary
tt1948198,transnationalmannschaft,transnationalmannschaft,2010,95,documentary
tt1948222,yarisugi konpanion to atashi monogatari,yarisugi konpanion to atashi monogatari,2011,107,"action,comedy"
tt1948512,adalet oyunu,adalet oyunu,2011,105,drama
tt1948563,gekijouban sengoku basara: the last party,gekijouban sengoku basara: the last party,2011,94,"action,adventure,animation"
tt1948575,for i know my weakness,for i know my weakness,2012,100,documentary
tt1948591,a sky too far to see,mienai hodo no tôku no sora wo,2011,99,drama
tt1949106,21 brothers,21 brothers,2011,96,"drama,history,war"
tt1949208,la vie privée du cinéma,la vie privée du cinéma,2011,240,documentary
tt1949526,children of the wind,children of the wind,2013,95,documentary
tt1949543,give me a shot of anything: house calls to the homeless,give me a shot of anything: house calls to the homeless,2011,92,"documentary,drama"
tt1949544,golchehreh,golchehreh,2011,100,drama
tt1949554,"hot ice, no-one is safe","hot ice, no-one is safe",2010,88,action
tt1949567,lexicon devil,lexicon devil,2012,90,documentary
tt1949568,living by the gun,livin' by the gun,2011,104,"action,western"
tt1949574,pearls of the far east,pearls of the far east,2011,103,"drama,romance"
tt1949578,open pit,open pit,2011,90,"documentary,history,news"
tt1949582,puthran,puthran,2010,115,drama
tt1949585,roundball,roundball,2014,100,comedy
tt1949593,the adventures of paul and marian,the adventures of paul and marian,2014,93,"comedy,musical,romance"
tt1949597,the only one who knows you're afraid,the only one who knows you're afraid,2011,89,"adventure,drama,war"
tt1949605,who gets the dog?,who gets the dog?,2016,95,comedy
tt1949610,year of the rat,year of the rat,2011,88,drama
tt1950142,do something with your life,do something with your life,2011,88,"comedy,drama"
tt1950170,"fest selects: best gay shorts, vol. 1","fest selects: best gay shorts, vol. 1",2011,104,"comedy,drama,music"
tt1950173,for honor or glory,for honor or glory,2010,92,drama
tt1950175,forever and a day,forever and a day,2011,105,drama
tt1950205,indifferent worlds,indifferent worlds,2011,104,"adventure,documentary"
tt1950213,joe camilleri: australia's maltese falcon,joe camilleri: australia's maltese falcon,2011,110,"biography,documentary,music"
tt1950226,la carrera panamerica: the director's cut,la carrera panamerica: the director's cut,2010,100,documentary
tt1950252,love/hate,love/hate,2011,90,"comedy,romance"
tt1950261,men's egg drummers,men's egg drummers,2011,99,drama
tt1950270,mother vine,mother vine,2011,98,"documentary,history"
tt1950377,thank you for judging,thank you for judging,2011,91,"comedy,documentary,drama"
tt1950399,the lies we tell but the secrets we keep part 2,the lies we tell but the secrets we keep part 2,2012,120,drama
tt1950447,verano,verano,2011,95,"comedy,drama"
tt1951076,the pursuit of unhappiness,anleitung zum unglücklichsein,2012,87,"comedy,drama"
tt1951087,bom,bom,2011,117,"documentary,history"
tt1951095,child of god,child of god,2013,104,"crime,drama,thriller"
tt1951099,clara and the secret of the bears,clara und das geheimnis der bären,2013,90,family
tt1951141,bum with a gun,bum with a gun,2010,90,horror
tt1951160,kuru,kuru,2011,94,"drama,fantasy,horror"
tt1951164,larisa empisteftiko,larisa empisteftiko,2012,90,comedy
tt1951166,capital,le capital,2012,114,drama
tt1951176,live at the foxes den,live at the foxes den,2013,103,drama
tt1951181,the immigrant,the immigrant,2013,120,"drama,romance"
tt1951189,marilyn,marilyn,2011,106,"crime,drama,romance"
tt1951204,ninja: prophecy of death,ninja: prophecy of death,2011,90,"action,horror,sci-fi"
tt1951212,out of time,out of time,2011,98,"drama,mystery,thriller"
tt1951216,the look of love,the look of love,2013,101,"biography,comedy,drama"
tt1951218,piggy,piggy,2012,106,thriller
tt1951225,radio kings,radio kings,2011,95,"comedy,drama"
tt1951238,scarlet road,scarlet road,2011,106,documentary
tt1951261,the hangover part iii,the hangover part iii,2013,100,"adventure,comedy,crime"
tt1951264,the hunger games: catching fire,the hunger games: catching fire,2013,146,"action,adventure,sci-fi"
tt1951265,the hunger games: mockingjay - part 1,the hunger games: mockingjay - part 1,2014,123,"action,adventure,sci-fi"
tt1951266,the hunger games: mockingjay - part 2,the hunger games: mockingjay - part 2,2015,137,"action,adventure,sci-fi"
tt1951292,türk pasaportu,türk pasaportu,2011,91,"documentary,drama,history"
tt1951299,un giorno devi andare,un giorno devi andare,2013,109,drama
tt1954204,a beautiful soul,a beautiful soul,2012,87,drama
tt1954206,the dirty picture,the dirty picture,2011,144,"biography,drama"
tt1954214,a second knock at the door,a second knock at the door,2012,92,"documentary,history,news"
tt1954220,aanmai thavarael,aanmai thavarael,2011,135,"crime,romance,thriller"
tt1954243,art & sex,art & sex,2011,98,"comedy,drama,romance"
tt1954258,balas & bolinhos: o último capítulo,balas & bolinhos: o último capítulo,2012,129,"action,adventure,comedy"
tt1954276,beto! the bad boy of thompson street,beto! the bad boy of thompson street,2011,100,crime
tt1954290,bord de,bord de,2010,110,documentary
tt1954315,borgman,borgman,2013,113,"drama,horror,mystery"
tt1954318,cinnamon,canela,2012,100,"comedy,drama,family"
tt1954320,carl[a],carla,2011,100,drama
tt1954322,"carolina, ri: the smallest of the small","carolina, ri: the smallest of the small",2010,100,documentary
tt1954326,"cerro rico, tierra rica","cerro rico, tierra rica",2012,90,documentary
tt1954334,christmas with the dead,christmas with the dead,2012,88,horror
tt1954343,compass cabaret 55,compass cabaret 55,2014,94,documentary
tt1954352,crooked arrows,crooked arrows,2012,105,"drama,sport"
tt1954353,cruz del sur,cruz del sur,2012,97,"comedy,drama,family"
tt1954364,dark hearts,dark hearts,2014,99,"drama,thriller"
tt1954374,deadball,deddobôru,2011,99,"comedy,horror,sport"
tt1954379,kids of töday,des jeunes gens mödernes,2011,97,"drama,fantasy,musical"
tt1954381,dhada,dhada,2011,147,"action,comedy"
tt1954414,el circuito de román,el circuito de román,2011,93,"drama,sci-fi,thriller"
tt1954427,fable,fable,2011,90,"adventure,family,fantasy"
tt1954442,streets of hope,finding hope now,2014,120,drama
tt1954464,famous five,fünf freunde,2012,93,"adventure,crime,family"
tt1954470,gangs of wasseypur,gangs of wasseypur,2012,321,"action,comedy,crime"
tt1954480,goodbye my friend,goodbye my friend,2011,120,"drama,romance,war"
tt1954481,namma graamam,namma graamam,2014,100,"drama,family"
tt1954491,hanaoni,hanaoni,2010,270,"adventure,drama,fantasy"
tt1954498,he's mine not yours,he's mine not yours,2011,104,"comedy,romance"
tt1954508,hai tenshon purîzu,hai tenshon purîzu,2011,90,comedy
tt1954509,highway 91,highway 91,2011,115,horror
tt1954510,himmelfahrtskommando,himmelfahrtskommando,2013,100,comedy
tt1954512,hit a lick,hit a lick,2017,92,"crime,drama,music"
tt1954513,hockey courage,hockey courage,2010,96,"biography,documentary,sport"
tt1954538,in medias res,in medias res,2011,90,thriller
tt1954539,in my lifetime: a presentation of the nuclear world project,in my lifetime: a presentation of the nuclear world project,2011,112,"documentary,history,news"
tt1954549,is anyone not ready?,is anyone not ready?,2011,120,"comedy,documentary,drama"
tt1954567,jun ma shao nian,jun ma shao nian,2010,90,family
tt1954573,kamp,kamp,2013,90,"action,drama,thriller"
tt1954586,l'incrédule,l'incrédule,2011,95,drama
tt1954598,ladies vs. ricky bahl,ladies vs. ricky bahl,2011,140,"comedy,drama,romance"
tt1954605,last days of the coliseum,last days of the coliseum,2010,120,documentary
tt1954606,lañinbwil's gift,lañinbwil's gift,2011,99,"drama,fantasy,mystery"
tt1954618,lesson before love,lesson before love,2011,108,drama
tt1954642,heart is... 2,ma-eum-i doo-beon-jjae i-ya-gi,2010,92,"comedy,drama,family"
tt1954648,manyaa the wonder boy,manyaa the wonder boy,2011,132,"family,musical,sport"
tt1954674,na sombra da linha verde,na sombra da linha verde,2010,92,drama
tt1954688,new order,new order,2012,90,"fantasy,sci-fi,thriller"
tt1954714,osage tribal murders,osage tribal murders,2010,89,documentary
tt1954763,purple sail,purple sail,2011,95,"drama,mystery,romance"
tt1954768,rag doll,rag doll,2011,100,drama
tt1954811,see girl run,see girl run,2012,89,"drama,romance"
tt1954818,shatru,shatru,2011,150,"action,crime,drama"
tt1954839,soul ties,soul ties,2015,145,drama
tt1954874,tao of peace,tao of peace,2010,100,"adventure,documentary,drama"
tt1954882,the art of killing bigfoot: a tragic story of love and loss,the art of killing bigfoot: a tragic story of love and loss,2012,88,comedy
tt1954884,the ballad of frankie silver,the ballad of frankie silver,2010,98,"drama,history"
tt1954906,the door (2010),the door,2010,92,"action,drama,thriller"
tt1954925,the good son: the life of ray boom boom mancini,the good son: the life of ray boom boom mancini,2013,90,documentary
tt1954970,the representative,the representative,2011,95,"drama,mystery"
tt1954977,the sad cafe,the sad cafe,2011,98,"action,romance"
tt1955015,tree keeper,tree keeper,2011,89,"drama,thriller"
tt1955036,"twisted trunk, big fat body",vakratunda mahakaaya,2013,92,comedy
tt1955044,viento en contra,viento en contra,2011,104,"action,drama,thriller"
tt1955079,xi jie gu shi zhi yi - jiang po po de zui hou shi guang,xi jie gu shi zhi yi - jiang po po de zui hou shi guang,2011,109,"documentary,family"
tt1956416,adams apples,adams apples,2011,90,drama
tt1956433,ata pata lapatta,ata pata lapatta,2012,120,"comedy,musical"
tt1956447,bokser,bokser,2011,91,drama
tt1956450,bridal party massacre,bridal party massacre,2011,90,horror
tt1956538,josé martí: el ojo del canario,josé martí: el ojo del canario,2010,120,"drama,history"
tt1956580,nie opuszczaj mnie,nie opuszczaj mnie,2010,115,drama
tt1956594,paul williams still alive,paul williams still alive,2011,87,"biography,comedy,documentary"
tt1956603,postales colombianas,postales colombianas,2011,94,"comedy,crime,drama"
tt1956616,saa nohara e ikou,saa nohara e ikou,2011,116,documentary
tt1956618,screwed (2013),screwed,2013,96,"comedy,romance"
tt1956620,sex tape,sex tape,2014,94,"comedy,romance"
tt1956635,storyteller of terror,storyteller of terror,2011,104,horror
tt1956637,jail caesar,jail caesar,2012,90,"drama,history"
tt1956646,poterpevshiy,poterpevshiy,2010,104,drama
tt1956655,the ganzfeld haunting,the ganzfeld haunting,2014,87,"horror,thriller"
tt1956657,the king and the commissioner,the king and the commissioner,2012,183,"action,thriller"
tt1956697,vettai,vettai,2012,150,action
tt1957867,christmas in compton,christmas in compton,2012,93,comedy
tt1957886,delivery: the beast within,delivery,2013,87,"horror,mystery,thriller"
tt1957889,die große passion,die große passion,2011,145,documentary
tt1957909,gajaar: journey of the soul,gajaar: journey of the soul,2011,114,drama
tt1957930,implosion,implosion,2011,90,"drama,romance"
tt1957938,narcopolis,narcopolis,2015,96,"mystery,sci-fi,thriller"
tt1958006,right to remain silent,right to remain silent,2011,120,drama
tt1958007,roadside,roadside,2013,90,"drama,horror,mystery"
tt1958016,season of a lifetime,season of a lifetime,2012,89,"biography,documentary,drama"
tt1958017,sentimental yasuko,senchimentaru yasuko,2012,87,thriller
tt1958053,changing hearts,changing hearts,2012,89,family
tt1958088,what would bear do?,what would bear do?,2013,89,"adventure,comedy"
tt1959332,american mary,american mary,2012,103,"drama,horror"
tt1959346,blind man,à l'aveugle,2012,94,"action,thriller"
tt1959363,deadhorse,deadhorse,2011,112,"adventure,biography,documentary"
tt1959438,kiss of the damned,kiss of the damned,2012,97,"drama,horror,romance"
tt1959468,manikyakallu,manikyakallu,2011,150,"drama,family"
tt1959487,mój biegun,mój biegun,2011,93,"biography,drama"
tt1959526,buttwhistle,buttwhistle,2014,93,"comedy,crime,drama"
tt1959529,sense of scale,sense of scale,2011,106,"biography,documentary,sci-fi"
tt1959550,the beat hotel,the beat hotel,2012,88,"biography,documentary,history"
tt1959563,the hitman's bodyguard,the hitman's bodyguard,2017,118,"action,comedy,thriller"
tt1959578,the offering,the offering,2011,110,thriller
tt1961143,...ebong kanna,...ebong kanna,2010,119,"drama,western"
tt1961159,a good dad,a good dad,2011,88,drama
tt1961175,american assassin,american assassin,2017,112,"action,thriller"
tt1961179,the woman in the septic tank,ang babae sa septic tank,2011,87,comedy
tt1961191,baby factory,bahay bata,2011,94,drama
tt1961192,marie krøyer,marie krøyer,2012,102,"biography,drama"
tt1961198,being kosher,nicht ganz koscher,2010,89,"documentary,family"
tt1961199,being from another planet,being from another planet,2011,117,"comedy,drama"
tt1961203,black blood,black blood,2011,123,drama
tt1961211,boy with blue,boy with blue,2011,94,"drama,family"
tt1961250,cuchera,cuchera,2011,90,drama
tt1961265,the summer side,del lado del verano,2012,100,"comedy,drama"
tt1961271,devdas,devdas,2013,150,"drama,musical,romance"
tt1961279,dose of reality,dose of reality,2013,95,"drama,mystery,thriller"
tt1961295,electric daisy carnival experience,electric daisy carnival experience,2011,116,documentary
tt1961303,escaping robert parker: 2014 director's cut vintage,escaping robert parker: 2014 director's cut vintage,2014,132,"adventure,documentary"
tt1961311,fasel wa na'ood,fasel wa na'ood,2011,110,"drama,mystery,thriller"
tt1961324,pokémon the movie: black-victini and reshiram,gekijouban pokketo monsutâ besuto wisshu: bikutini to shiroku eiyuu reshiramu,2011,88,"animation,drama,family"
tt1961363,jacob's hammer,jacob's hammer,2012,90,horror
tt1961366,jasmin,jasmin,2011,120,drama
tt1961438,nicky's family,nicky's family,2011,96,"documentary,history"
tt1961440,niño,niño,2011,100,drama
tt1961447,"now, forager","now, forager",2012,93,drama
tt1961458,passion despair,passion despair,2011,93,documentary
tt1961461,phoenix in der asche,phoenix in der asche,2011,88,documentary
tt1961498,sea horse,sea horse,2013,94,"adventure,drama,fantasy"
tt1961524,it's a beautiful life: irodori,"jinsei, irodori",2012,112,drama
tt1961530,tell me o kkhuda,tell me o kkhuda,2011,125,"action,crime,drama"
tt1961568,the life of riley,the life of riley,2011,87,"comedy,drama,romance"
tt1961595,the skin,the skin,2011,99,"horror,thriller"
tt1961604,the undefeated,the undefeated,2011,118,"biography,documentary"
tt1961624,transmigration,transmigration,2011,96,"adventure,fantasy,mystery"
tt1961649,vuelve,vuelve,2013,88,thriller
tt1961650,wisdom of changes - richard wilhelm and the i ching,wandlungen - richard wilhelm und das i ging,2011,87,"biography,documentary"
tt1961680,"young, high and dead","young, high and dead",2013,89,"horror,thriller"
tt1964416,"100,000 zombie heads","100,000 zombie heads",2012,88,sci-fi
tt1964418,tomorrowland,tomorrowland,2015,130,"action,adventure,family"
tt1964434,7 years underground: a 60's tale,7 years underground: a 60's tale,2011,95,"biography,documentary,history"
tt1964445,a million miles away,a million miles away,2011,93,"documentary,music"
tt1964479,american passages,american passages,2011,120,documentary
tt1964485,we are not alone,anachnu lo levad,2011,90,drama
tt1964549,bigfoot lives 2,bigfoot lives 2,2011,95,documentary
tt1964570,boxing day,boxing day,2012,94,drama
tt1964580,by bogdanovich,by bogdanovich,2011,160,"biography,documentary"
tt1964589,chamaco,chamaco,2010,90,drama
tt1964608,everything's gonna be pink,everything's gonna be pink,2015,100,drama
tt1964618,greencard warriors,crosstown,2013,90,"action,drama,romance"
tt1964624,in the house,dans la maison,2012,105,"drama,mystery,thriller"
tt1964634,deer crossing,deer crossing,2012,110,"crime,drama,horror"
tt1964658,"diol kadd. vita, diari e riprese in un villaggio del senegal","diol kadd. vita, diari e riprese in un villaggio del senegal",2010,90,documentary
tt1964665,no doubt,dol-i-kil soo eobs-neun,2010,90,drama
tt1964706,fighting angels: exodus,fighting angels: exodus,2010,116,"action,fantasy"
tt1964777,monika,monika,2012,88,"action,thriller"
tt1964795,the red and the blue,il rosso e il blu,2012,98,drama
tt1964800,independent draper,independent draper,2011,91,"comedy,drama,music"
tt1964837,kempe gowda,kempe gowda,2011,141,"action,crime,thriller"
tt1964853,l'oiseau,l'oiseau,2011,90,drama
tt1964860,the third side of the river,la tercera orilla,2014,92,drama
tt1964868,late september,late september,2012,87,drama
tt1964883,lost heroes,lost heroes,2014,108,documentary
tt1964895,little black dress,mai beulraek minideureseu,2011,108,"comedy,drama"
tt1964898,martial science,martial science,2013,88,"action,comedy"
tt1964924,misdirection,misdirection,2011,96,"drama,mystery,thriller"
tt1964969,o annivas pro ton pylon,o annivas pro ton pylon,2011,104,drama
tt1965057,run for your wife,run for your wife,2012,94,comedy
tt1965061,salsa tel aviv,salsa tel aviv,2011,100,"comedy,romance"
tt1965065,save the date,save the date,2012,97,"comedy,romance"
tt1965108,spaceship terror,spaceship terror,2011,94,"horror,sci-fi,thriller"
tt1965115,stealing roses,stealing roses,2012,96,"comedy,drama,romance"
tt1965118,strike one,strike one,2014,102,"action,crime,drama"
tt1965128,symphonys target,symphonys target,2012,90,"action,crime,drama"
tt1965131,tabu: the soul is a stranger on earth,tabu - es ist die seele ein fremdes auf erden,2011,100,"biography,drama"
tt1965134,"takumi-kun shirîzu: ano, hareta aozora","takumi-kun shirîzu: ano, hareta aozora",2011,89,"drama,romance"
tt1965145,teneriffa exit,teneriffa exit,2011,91,"drama,romance"
tt1965162,boys of abu ghraib,boys of abu ghraib,2014,102,"drama,thriller,war"
tt1965239,ties that bind,ties that bind,2011,111,drama
tt1965260,under my nails,under my nails,2012,102,"crime,romance,thriller"
tt1965264,sarah palin: you betcha!,sarah palin: you betcha!,2011,91,documentary
tt1965272,velayudham,velayudham,2011,186,"action,adventure"
tt1965273,vinopiri: ledena trgatev,vinopiri: ledena trgatev,2010,92,horror
tt1965279,wader wecker father land,wader/wecker - vater land,2011,91,documentary
tt1965309,zr- 7 aka the red house seven,zr- 7 aka the red house seven,2011,95,"adventure,drama"
tt1966344,143 - i love you,143 - i love you,2011,159,"action,drama,romance"
tt1966359,father figures,father figures,2017,113,"adventure,comedy,drama"
tt1966368,bhalobaslei ghor bandha jay na,bhalobaslei ghor bandha jay na,2010,152,"drama,musical,romance"
tt1966385,city of tiny lights,city of tiny lights,2016,110,"crime,drama,thriller"
tt1966433,ella y el candidato,ella y el candidato,2011,99,drama
tt1966446,fist of the north star: the kaioh saga,fist of the north star: the kaioh saga,2011,120,"action,animation,drama"
tt1966447,fist of the north star: the raul saga,fist of the north star: the raul saga,2011,120,"action,animation,drama"
tt1966448,fist of the north star: the ray saga,fist of the north star: the ray saga,2011,120,"action,animation,drama"
tt1966449,fist of the north star: the souther saga,fist of the north star: the souther saga,2011,120,"action,animation,drama"
tt1966450,fist of the north star: the toki saga,fist of the north star: the toki saga,2011,120,"action,animation,drama"
tt1966465,hell and mr. fudge,hell and mr. fudge,2012,97,"biography,drama"
tt1966475,i'm beso,i'm beso,2014,91,"adventure,comedy,drama"
tt1966477,il viaggio di kalibani,il viaggio di kalibani,2011,88,"biography,documentary,drama"
tt1966497,kiese dakuchi kouthi mate,kiese dakuchi kouthi mate,2011,170,"action,musical,romance"
tt1966498,kitaro's graveyard gang 2,kitaro's graveyard gang 2,2011,96,animation
tt1966509,le grand'tour,le grand'tour,2011,98,comedy
tt1966566,stalingrad,stalingrad,2013,131,"action,drama,war"
tt1966571,shanghai gypsy,sanghaj,2012,124,"comedy,crime,drama"
tt1966575,sole survivor,sole survivor,2013,91,documentary
tt1966604,the imposter,the imposter,2012,99,"biography,crime,documentary"
tt1966622,tongan ark,tongan ark,2012,93,"biography,documentary,history"
tt1966637,a street in palermo,via castellana bandiera,2013,92,"comedy,drama"
tt1967478,coming back,coming back,2011,90,"comedy,crime,drama"
tt1967525,itsukaichi monogatari,itsukaichi monogatari,2011,119,drama
tt1967534,janapriyan,janapriyan,2011,150,"drama,family,musical"
tt1967545,labor day,labor day,2013,111,"drama,romance"
tt1967579,rasta: a soul's journey,rasta: a soul's journey,2011,90,"biography,documentary,history"
tt1967614,the comedian,the comedian,2016,120,comedy
tt1967628,the libertines: there are no innocent bystanders,the libertines: there are no innocent bystanders,2011,87,"documentary,music"
tt1967632,vacation hunter,vacation hunter,2013,93,"adventure,drama,thriller"
tt1967651,unconditional love,unconditional,2012,92,"drama,thriller"
tt1967697,white frog,white frog,2012,93,"drama,romance"
tt1969018,dangerous writing,dangerous writing,2011,90,drama
tt1969062,infinitely polar bear,infinitely polar bear,2014,90,"comedy,drama,romance"
tt1969084,love costs everything,love costs everything,2011,105,"biography,documentary,drama"
tt1969118,obsession,resisei ahava,2011,94,drama
tt1969175,mckenna shoots for the stars,mckenna shoots for the stars,2012,93,"drama,family,sport"
tt1969959,box office 3d: il film dei film,box office 3d: il film dei film,2011,90,"comedy,family"
tt1969991,lincz,lincz,2010,118,"drama,thriller"
tt1970021,shamenbana,shamenbana,2012,107,drama
tt1970044,the heart that sings,the heart that sings,2011,87,musical
tt1970077,dreams for sale,yume uru futari,2012,134,"crime,drama"
tt1971310,5 weddings,5 weddings,2018,90,"comedy,drama,romance"
tt1971352,compliance,compliance,2012,90,"biography,crime,drama"
tt1971365,dangerous ishq,dangerous ishhq,2012,130,"fantasy,mystery,romance"
tt1971367,danziger studios: the untold elstree story,danziger studios: the untold elstree story,2011,119,documentary
tt1971371,dia de preto,dia de preto,2012,90,"adventure,fantasy,mystery"
tt1971385,mein verrücktes jahr in bangkok,mein verrücktes jahr in bangkok,2011,90,"comedy,drama,romance"
tt1971393,ever after (reloaded),ever after (reloaded),2011,92,"action,drama,thriller"
tt1971397,favor,favor,2013,102,thriller
tt1971403,general education,general education,2012,94,comedy
tt1971458,smugglers' songs,les chants de mandrin,2011,97,adventure
tt1971462,little thief,little thief,2011,93,drama
tt1971466,"daisy, a hen into the wild",madangeul naon amtak,2011,93,"adventure,animation,drama"
tt1971488,on/off,on/off,2011,87,"drama,sci-fi,thriller"
tt1971510,roll call,roll call,2011,95,"comedy,crime"
tt1971514,salvo,salvo,2013,110,"crime,drama,romance"
tt1971558,the sleeper,the sleeper,2012,90,"horror,thriller"
tt1971571,fraktus - das letzte kapitel der musikgeschichte,fraktus - das letzte kapitel der musikgeschichte,2012,95,"comedy,music"
tt1971576,wir waren das miljoe,wir waren das miljoe,2011,88,documentary
tt1972571,a most wanted man,a most wanted man,2014,122,"crime,drama,thriller"
tt1972591,king arthur: legend of the sword,king arthur: legend of the sword,2017,126,"action,adventure,drama"
tt1972602,believe: the misfit pawn,believe: the misfit pawn,2011,90,drama
tt1972630,cream,cream,2011,117,"drama,family,romance"
tt1972643,dichotomy,dichotomy,2010,90,drama
tt1972645,don't tread on me,don't tread on me,2010,94,"documentary,history,news"
tt1972657,final dance,final dance,2015,90,drama
tt1972663,into the abyss,into the abyss,2011,107,"crime,documentary,drama"
tt1972666,girlstories,girlstories,2011,93,"biography,documentary,drama"
tt1972688,the bear,khers,2012,100,drama
tt1972694,laurentia,laurentie,2011,120,drama
tt1972749,"secrets, objects",samul-eui bimil,2011,112,"drama,romance"
tt1972752,shockwave darkside,shockwave darkside,2014,87,"action,sci-fi"
tt1972761,spanien,spanien,2012,102,drama
tt1972768,sunblocked,sunblocked,2010,89,comedy
tt1972779,the best of me,the best of me,2014,118,"drama,romance"
tt1972803,the silent thief,the silent thief,2012,104,thriller
tt1974181,12 counts of deception,12 counts of deception,2011,93,horror
tt1974182,"12+1, una comedia metafísica","12+1, una comedia metafísica",2012,106,comedy
tt1974212,facing mirrors,aynehaye rooberoo,2011,98,drama
tt1974218,bara to samurai,bara to samurai,2011,197,comedy
tt1974223,bessie blues: a journey at the pace of a ferguson,bessie blues: a journey at the pace of a ferguson,2011,92,"documentary,family,history"
tt1974232,chandrayaan,chandrayaan,2010,87,"drama,history,sci-fi"
tt1974239,continuity,continuity,2012,91,thriller
tt1974241,cybornetics,cybornetics,2012,111,"action,adventure,fantasy"
