movie_id,movie_name,release_year,runtime_minutes,genres,averagerating,numvotes,release_date,production_budget,domestic_gross,worldwide_gross,writers,person_ids
tt1496422,the paperboy,2012,107,"crime,drama,mystery",5.8,33940,2012-10-05,12500000,677200,4027663,"Peter Dexter, Lee Daniels","nm0223320, nm0200005"
tt1499658,horrible bosses,2011,98,"comedy,crime",6.9,398695,2011-07-08,35000000,117538559,212417601,"Jonathan Goldstein, John Francis Daley, Michael Markowitz","nm0326246, nm0197855, nm0002864"
tt1502404,drive angry,2011,104,"action,fantasy,thriller",5.4,90203,2011-02-25,50000000,10721033,41042583,Todd Farmer,nm0267805
tt1506999,haywire,2011,93,"action,drama,thriller",5.8,78681,2012-01-20,23000000,18942396,36374700,Lem Dobbs,nm0229644
tt1508675,le havre,2011,93,"comedy,drama",7.2,18490,2011-10-21,5500000,611709,13480196,Aki Kaurismäki,nm0442454
tt1515091,sherlock holmes: a game of shadows,2011,129,"action,adventure,crime",7.5,394189,2011-12-16,125000000,186848418,535663443,Kieran Mulroney,nm0612487
tt1517260,the host,2013,125,"action,adventure,drama",5.9,105633,2013-03-29,50000000,26623701,64477051,"Stephenie Meyer, Andrew Niccol","nm2769412, nm0629272"
tt1517451,a star is born,2018,136,"drama,music,romance",7.8,249245,2018-10-05,36000000,215288866,433449571,"Eric Roth, Joan Didion","nm0744839, nm0225820"
tt1524137,contraband,2012,109,"action,crime,drama",6.5,111709,2012-01-13,25000000,66528000,98406855,Óskar Jónasson,nm0433588
tt1524930,vacation,2015,99,"adventure,comedy",6.1,87582,2015-07-29,31000000,58884188,102306500,"Jonathan Goldstein, Jonathan Goldstein, John Francis Daley, John Francis Daley","nm0326246, nm0326246, nm0197855, nm0197855"
tt1527186,melancholia,2011,135,"drama,sci-fi",7.2,153434,2011-11-11,9400000,3030848,21817298,Lars von Trier,nm0001885
tt1528100,exodus: gods and kings,2014,150,"action,adventure,drama",6.0,150858,2014-12-12,140000000,65014513,268314513,"Steven Zaillian, Jeffrey Caine","nm0001873, nm0128997"
tt1532503,beginners,2010,105,"comedy,drama,romance",7.2,83770,2011-06-03,3200000,5790894,14314407,Mike Mills,nm0590122
tt1535108,elysium,2013,109,"action,drama,sci-fi",6.6,395572,2013-08-09,120000000,93050117,286192091,Neill Blomkamp,nm0088955
tt1535612,the son of no one,2011,90,"action,crime,drama",5.1,15743,2011-11-04,15000000,30680,1148578,Dito Montiel,nm1996918
tt1536044,paranormal activity 2,2010,91,horror,5.7,93122,2010-10-20,3000000,84752907,177512032,"Michael R. Perry, Christopher Landon","nm0675219, nm0484907"
tt1538403,the mortal instruments: city of bones,2013,130,"action,fantasy,horror",5.9,121936,2013-08-21,60000000,31165421,75965567,Cassandra Clare,nm3673996
tt1540133,the guard,2011,96,"comedy,crime,thriller",7.3,75183,2011-07-29,6000000,5359774,21197454,John Michael McDonagh,nm0567620
tt1541995,snow flower and the secret fan,2011,104,"drama,history",6.1,3429,2011-07-15,6000000,1348205,11348205,"Ronald Bass, Lisa See","nm0060103, nm2744976"
tt1542344,127 hours,2010,94,"adventure,biography,drama",7.6,323949,2010-11-05,18000000,18335230,60217171,"Simon Beaufoy, Danny Boyle, Aron Ralston","nm0064479, nm0000965, nm1737008"
tt1544600,the grace card,2010,101,drama,6.6,2488,2011-02-25,200000,2430735,2430735,Howard Klausner,nm0458439
tt1547234,premium rush,2012,91,"action,crime,thriller",6.5,105279,2012-08-24,35000000,20275446,31393201,David Koepp,nm0462895
tt1549572,another earth,2011,92,"drama,romance,sci-fi",7.0,85839,2011-07-22,175000,1321194,2102779,Brit Marling,nm1779870
tt1551641,winnie mandela,2011,104,"biography,drama,history",6.0,695,2013-09-06,15000000,61847,61847,"Darrell Roodt, André Pieterse","nm0740213, nm0682848"
tt1554091,a better life,2011,98,"drama,romance",7.2,14602,2011-06-24,10000000,1759252,1884251,Roger L. Simon,nm0800363
tt1555064,country strong,2010,117,"drama,music",6.3,16296,2010-12-22,15000000,20218921,20601987,Shana Feste,nm0275277
tt1559547,beautiful creatures,2013,124,"drama,fantasy,romance",6.2,79764,2013-02-14,50000000,19452138,60282876,Richard LaGravenese,nm0481418
tt1560747,the master,2012,138,drama,7.1,131365,2012-09-14,37500000,16247159,50647416,Paul Thomas Anderson,nm0000759
tt1562568,higher ground,2011,109,drama,6.3,2869,2011-08-23,1800000,841056,842693,Tim Metcalfe,nm0582481
tt1564367,just go with it,2011,117,"comedy,romance",6.4,200932,2011-02-11,80000000,103028109,214974953,"Timothy Dowling, Jean-Pierre Grédy","nm0000251, nm0344899"
tt1564585,skyline,2010,92,"action,sci-fi,thriller",4.4,83710,2010-11-12,10000000,21416355,68264973,"Liam O'Donnell, Liam O'Donnell","nm2880943, nm2880943"
tt1564916,head over heels,2010,101,comedy,5.7,1952,2001-02-02,14000000,10397365,10397365,Marcelo Saback,nm0754467
tt1568338,man on a ledge,2012,102,"action,adventure,crime",6.6,137507,2012-01-27,42000000,18620000,49621440,Pablo F. Fenjves,nm0271854
tt1568346,the girl with the dragon tattoo,2011,158,"crime,drama,mystery",7.8,387580,2011-12-20,90000000,102515793,239373970,Steven Zaillian,nm0001873
tt1568911,war horse,2011,146,"drama,history,war",7.2,136447,2011-12-25,70000000,79883359,156815529,"Richard Curtis, Michael Morpurgo, Lee Hall","nm0193485, nm0606190, nm0355822"
tt1570989,tiny furniture,2010,98,"comedy,drama,romance",6.2,13397,2010-11-12,50000,391674,424149,Lena Dunham,nm2501633
tt1571222,a dangerous method,2011,99,"biography,drama,romance",6.4,93259,2011-11-23,20000000,5702083,14807531,Christopher Hampton,nm0358960
tt1571234,mortal engines,2018,128,"action,adventure,fantasy",6.1,70193,2018-12-14,100000000,15951040,85287417,"Fran Walsh, Peter Jackson","nm0909638, nm0001392"
tt1572315,texas chainsaw 3d,2013,92,"horror,thriller",4.8,41784,2013-01-04,20000000,34341945,47666013,"Kim Henkel, Adam Marcus","nm0377066, nm0546057"
tt1573072,housefull,2010,144,comedy,5.5,11089,2010-04-30,10100000,1183658,18726300,Sajid Khan,nm1349318
tt1582507,house at the end of the street,2012,101,"drama,horror,thriller",5.6,66303,2012-09-21,6900000,31611916,44103982,Jonathan Mostow,nm0609236
tt1583420,larry crowne,2011,98,"comedy,drama,romance",6.1,58927,2011-07-01,30000000,35608245,61449135,Nia Vardalos,nm0889522
tt1586752,machine gun preacher,2011,129,"action,biography,crime",6.8,60074,2011-09-23,30000000,538690,3721988,Jason Keller,nm0445669
tt1587310,maleficent,2014,97,"action,adventure,family",7.0,305832,2014-05-30,180000000,241407328,758536735,Linda Woolverton,nm0941314
tt1590193,the commuter,2018,105,"action,mystery,thriller",6.3,83114,2018-01-12,40000000,36343858,101985431,Ryan Engle,nm0257513
tt1591095,insidious,2010,103,"horror,mystery,thriller",6.9,254197,2011-04-01,1500000,54009150,99870886,Leigh Whannell,nm1191481
tt1592525,lockout,2012,95,"action,sci-fi,thriller",6.1,89554,2012-04-13,20000000,14326865,33943049,"Luc Besson, Luc Besson, John Carpenter, John Carpenter, Nick Castle, Nick Castle","nm0000108, nm0000108, nm0000118, nm0000118, nm0145309, nm0145309"
tt1592873,lol,2012,97,"comedy,drama,romance",4.4,51424,2012-05-04,11000000,0,10431506,Lisa Azuelos,nm0018132
tt1594562,the innkeepers,2011,101,"drama,horror,mystery",5.5,31089,2012-02-03,750000,78396,1011535,Ti West,nm1488800
tt1596343,fast five,2011,130,"action,crime,thriller",7.3,329892,2011-04-29,125000000,210031325,630163454,Gary Scott Thompson,nm0860155
tt1596346,soul surfer,2011,112,"biography,drama,family",7.1,41659,2011-04-08,18000000,43853424,47158652,"Sean McNamara, Bethany Hamilton","nm0573732, nm1703268"
tt1596350,this means war,2012,103,"action,comedy,romance",6.3,167438,2012-02-17,65000000,54760791,156974557,"Timothy Dowling, Simon Kinberg","nm0000251, nm1334526"
tt1596363,the big short,2015,130,"biography,comedy,drama",7.8,309227,2015-12-11,28000000,70259870,133162752,"Adam McKay, Michael Lewis","nm0570912, nm1034122"
tt1596365,the woman in black,2012,95,"drama,fantasy,horror",6.4,165357,2012-02-03,15000000,54333290,128955898,"Jane Goldman, Susan Hill","nm0963359, nm0384702"
tt1598828,one for the money,2012,91,"action,comedy,crime",5.3,38473,2012-01-27,42000000,26414527,36197221,Janet Evanovich,nm2208656
tt1600196,the drop,2014,106,"crime,drama",7.1,132161,2014-09-12,12600000,10724389,19054534,Dennis Lehane,nm1212331
tt1601913,the grey,2011,117,"action,adventure,drama",6.8,228798,2012-01-27,25000000,51580136,81249176,Joe Carnahan,nm0138620
tt1602098,albert nobbs,2011,113,"drama,romance",6.7,22213,2011-12-21,7500000,3014696,8539003,"István Szabó, John Banville, Gabriella Prekop","nm0843640, nm0052581, nm0695881"
tt1602613,only god forgives,2013,90,"crime,drama",5.7,100318,2013-07-19,4800000,775849,4494560,Nicolas Winding Refn,nm0716347
tt1602620,amour,2012,127,"drama,romance",7.9,84960,2012-12-19,9700000,6738954,36787044,Michael Haneke,nm0359734
tt1605630,american reunion,2012,113,comedy,6.7,192250,2012-04-06,50000000,56758835,236799211,"Jon Hurwitz, Jon Hurwitz, Hayden Schlossberg, Hayden Schlossberg, Adam Herz, Adam Herz","nm1375358, nm1375358, nm1376383, nm1376383, nm0381221, nm0381221"
tt1605783,midnight in paris,2011,94,"comedy,fantasy,romance",7.7,356500,2011-05-20,30000000,56816662,162502774,Woody Allen,nm0000095
tt1606829,the other dream team,2012,89,"documentary,sport",8.4,3332,2012-09-28,500000,134109,314444,Marius A. Markevicius,nm2101256
tt1608290,zoolander 2,2016,101,comedy,4.7,59914,2016-02-12,50000000,28848693,55348693,"Justin Theroux, Nicholas Stoller, John Hamburg","nm0857620, nm0831557, nm0357453"
tt1610996,absentia,2011,87,"drama,horror,mystery",5.8,15507,2011-12-31,70000,0,8555,Mike Flanagan,nm1093039
tt1611224,abraham lincoln: vampire hunter,2012,105,"action,fantasy,horror",5.9,142853,2012-06-22,67500000,37519139,137489730,Seth Grahame-Smith,nm0334381
tt1615065,savages,2012,131,"crime,drama,thriller",6.5,115793,2012-07-06,45000000,47323100,82513490,"Shane Salerno, Oliver Stone","nm0004307, nm0000231"
tt1615918,alvin and the chipmunks: chipwrecked,2011,87,"adventure,animation,comedy",4.4,28158,2011-12-16,80000000,133107389,349088523,"Jonathan Aibel, Glenn Berger, Janice Karman","nm0008743, nm0074184, nm0439739"
tt1616195,j. edgar,2011,137,"biography,crime,drama",6.6,115925,2011-11-09,35000000,37306030,84606030,Dustin Lance Black,nm0085257
tt1617661,jupiter ascending,2015,127,"action,adventure,sci-fi",5.3,166327,2015-02-06,179000000,47482519,181982519,"Lilly Wachowski, Lilly Wachowski, Lana Wachowski, Lana Wachowski","nm0905152, nm0905152, nm0905154, nm0905154"
tt1620680,a wrinkle in time,2018,109,"adventure,family,fantasy",4.2,34888,2018-03-09,103000000,100478608,133401882,Jennifer Lee,nm1601644
tt1620935,bleed for this,2016,117,"biography,drama,sport",6.8,21946,2016-11-18,16000000,5083906,6603926,Ben Younger,nm0950226
tt1621039,free birds,2013,91,"adventure,animation,comedy",5.9,20934,2013-11-01,55000000,55750480,110387072,"Scott Mosier, John J. Strauss","nm0608714, nm0833828"
tt1621045,think like a man,2012,122,"comedy,romance",6.6,41043,2012-04-20,12000000,91547205,113373764,Steve Harvey,nm0367724
tt1622979,final destination 5,2011,92,horror,5.9,98061,2011-08-12,40000000,42587643,155011165,"Eric Heisserer, Jeffrey Reddick","nm2104063, nm0714695"
tt1623205,oz the great and powerful,2013,130,"adventure,family,fantasy",6.3,192045,2013-03-08,200000000,234770996,490359051,David Lindsay-Abaire,nm1865755
tt1623288,paranorman,2012,92,"adventure,animation,comedy",7.0,87250,2012-08-17,60000000,56003051,108119662,"Chris Butler, Chris Butler","nm2752098, nm2752098"
tt1625346,young adult,2011,94,"comedy,drama",6.3,74071,2011-12-09,12000000,16311571,22750356,Diablo Cody,nm1959505
tt1628841,independence day: resurgence,2016,120,"action,adventure,sci-fi",5.2,155344,2016-06-24,165000000,103144286,384169424,"James Vanderbilt, James A. Woods, Roland Emmerich","nm0888743, nm1123994, nm0000386"
tt1629757,chasing mavericks,2012,116,"biography,drama,sport",7.2,28994,2012-10-26,20000000,6002756,8300821,"Kario Salem, Kario Salem","nm0758002, nm0758002"
tt1630036,courageous,2011,129,drama,7.0,17586,2011-09-30,2000000,34522221,35185884,Alex Kendrick,nm1731937
tt1631867,edge of tomorrow,2014,113,"action,sci-fi",7.9,546284,2014-06-06,178000000,100206256,370541256,"Jez Butterworth, Christopher McQuarrie, John-Henry Butterworth","nm0125336, nm0003160, nm3890871"
tt1634003,underdogs,2013,106,"adventure,animation,family",6.5,8197,2013-08-16,2500000,35017,1392649,"Juan José Campanella, Axel Kuschevatzky","nm0002728, nm1098024"
tt1634122,johnny english reborn,2011,101,"action,adventure,comedy",6.3,110824,2011-10-21,45000000,8406711,164640401,"Neal Purvis, Robert Wade, Hamish McColl","nm0701031, nm0905498, nm0566100"
tt1636826,project x,2012,88,comedy,6.7,177782,2012-03-02,12000000,54731865,103028188,Michael Bacall,nm0045209
tt1637688,in time,2011,109,"action,crime,drama",6.7,346077,2011-10-28,35000000,37553932,165103952,Andrew Niccol,nm0629272
tt1637706,our idiot brother,2011,90,"comedy,drama",6.4,80738,2011-08-26,5000000,24814830,25861249,Jesse Peretz,nm0673400
tt1637725,ted,2012,106,"comedy,fantasy",6.9,538367,2012-06-29,50000000,218665740,556016627,"Seth MacFarlane, Alec Sulkin, Wellesley Wild","nm0532235, nm1273148, nm1273397"
tt1638355,the man from u.n.c.l.e.,2015,116,"action,adventure,comedy",7.3,240606,2015-08-14,75000000,45445109,104949584,"Guy Ritchie, Lionel Wigram","nm0005363, nm0927880"
tt1640711,a few best men,2011,97,"comedy,romance",5.7,12069,2015-05-05,15000000,0,17224539,Dean Craig,nm1918877
tt1641841,skin trade,2014,96,"action,crime,thriller",5.7,6942,2015-05-08,9000000,1242,1242,Gabriel Dowrick,nm1907744
tt1645089,inside job,2010,109,"crime,documentary",8.3,65304,2010-10-08,2000000,4311834,7799257,Charles Ferguson,nm2480587
tt1646971,how to train your dragon 2,2014,102,"action,adventure,animation",7.8,278205,2014-06-13,145000000,177002924,614586270,Dean DeBlois,nm0213450
tt1646987,wrath of the titans,2012,99,"action,adventure,fantasy",5.7,172330,2012-03-30,150000000,83670083,305270083,Greg Berlanti,nm0075528
tt1647668,million dollar arm,2014,124,"biography,drama,sport",7.0,41008,2014-05-16,25000000,36447959,39217912,Tom McCarthy,nm0565336
tt1648179,here comes the boom,2012,105,"action,comedy,sport",6.4,81761,2012-10-12,42000000,45290318,73239258,Kevin James,nm0416673
tt1648190,the dark tower,2017,95,"action,adventure,fantasy",5.7,107518,2017-08-04,60000000,50701325,113461527,"Anders Thomas Jensen, Akiva Goldsman, Stephen King, Nikolaj Arcel","nm0421314, nm0326040, nm0000175, nm1064048"
tt1649419,the impossible,2012,114,"drama,history,thriller",7.6,177762,2012-12-21,40000000,19019882,169590606,Sergio G. Sánchez,nm1037221
tt1650062,super 8,2011,112,"mystery,sci-fi,thriller",7.0,320575,2011-06-10,50000000,127004179,257972745,J.J. Abrams,nm0009190
tt1650554,kick-ass 2,2013,103,"action,comedy,crime",6.6,238832,2013-08-16,28000000,28795985,63129909,"Jeff Wadlow, Mark Millar, John Romita Jr.","nm0905592, nm2092839, nm1348210"
tt1655420,my week with marilyn,2011,99,"biography,drama",7.0,79337,2011-11-23,10000000,14597405,34240572,Adrian Hodges,nm0388130
tt1655441,the age of adaline,2015,112,"drama,fantasy,romance",7.2,138924,2015-04-24,30000000,42629776,68984536,J. Mills Goodloe,nm0328987
tt1655442,the artist,2011,100,"comedy,drama,romance",7.9,217184,2011-11-25,16000000,44667095,128256712,Michel Hazanavicius,nm0371890
tt1655460,wanderlust,2012,98,"comedy,romance",5.6,69081,2012-02-24,32500000,17288155,24159934,"David Wain, Ken Marino","nm0906476, nm0547800"
tt1656190,safe,2012,94,"action,crime,thriller",6.5,96388,2012-04-27,33000000,17142080,41495213,Boaz Yakin,nm0945026
tt1657507,colombiana,2011,108,"action,drama,thriller",6.4,87659,2011-08-26,40000000,36665854,72295262,"Luc Besson, Robert Mark Kamen","nm0000108, nm0436543"
tt1658801,freeheld,2015,103,"biography,drama,romance",6.5,10534,2015-10-02,7000000,546201,1732228,Ron Nyswaner,nm0638913
tt1659337,the perks of being a wallflower,2012,103,drama,8.0,422671,2012-09-21,13000000,17742948,33069303,Stephen Chbosky,nm0154716
tt1661420,polisse,2011,127,"crime,drama",7.3,12506,2012-05-18,8900000,176988,22744132,"Emmanuelle Bercot, Maïwenn","nm0073384, nm0494069"
tt1663202,the revenant,2015,156,"action,adventure,biography",8.0,621193,2015-12-25,135000000,183637894,532938302,Alejandro G. Iñárritu,nm0327944
tt1663662,pacific rim,2013,131,"action,adventure,sci-fi",6.9,443667,2013-07-12,190000000,101802906,411002906,Guillermo del Toro,nm0868219
tt1666185,all eyez on me,2017,139,"biography,drama,music",5.8,18541,2017-06-16,45000000,44922302,54876855,Jeremy Haft,nm0353183
tt1667307,damsels in distress,2011,99,"comedy,drama,romance",5.7,8794,2012-04-06,3000000,1007535,1324299,Whit Stillman,nm0001775
tt1667353,mirror mirror,2012,106,"adventure,comedy,drama",5.6,79510,2012-03-30,85000000,64935167,173613482,Jason Keller,nm0445669
tt1667889,ice age: continental drift,2012,88,"adventure,animation,comedy",6.6,175601,2012-07-13,95000000,161321843,879765137,"Jason Fuchs, Jason Fuchs","nm0297229, nm0297229"
tt1674771,entourage,2015,104,comedy,6.6,71519,2015-06-03,30000000,32363404,46438538,Doug Ellin,nm0254120
tt1674784,trespass,2011,91,"crime,drama,thriller",5.3,39404,2011-10-14,35000000,16816,786532,Karl Gajdusek,nm2244980
tt1675192,take shelter,2011,121,"drama,horror,thriller",7.4,83200,2011-09-30,4750000,1728953,4972016,Jeff Nichols,nm2158772
tt1677720,ready player one,2018,140,"action,adventure,sci-fi",7.5,301660,2018-03-29,150000000,137690172,579290136,Zak Penn,nm0672015
tt1679335,trolls,2016,92,"adventure,animation,comedy",6.5,63295,2016-11-04,125000000,153707064,344150134,"Jonathan Aibel, Jonathan Aibel, Glenn Berger, Glenn Berger","nm0008743, nm0008743, nm0074184, nm0074184"
tt1682180,stoker,2013,99,"drama,thriller",6.8,97393,2013-03-01,12000000,1703125,12034913,Wentworth Miller,nm0589505
tt1684628,circumstance,2011,107,drama,5.9,7055,2011-08-26,900000,454121,958978,Maryam Keshavarz,nm1991486
tt1690953,despicable me 2,2013,98,"adventure,animation,comedy",7.4,344230,2013-07-03,76000000,368065385,975216835,"Cinco Paul, Cinco Paul","nm0666791, nm0666791"
tt1691916,before i fall,2017,98,"drama,fantasy,mystery",6.4,39282,2017-03-03,5000000,12241072,18945682,Maria Maggenti,nm0535940
tt1700841,sausage party,2016,89,"adventure,animation,comedy",6.2,159111,2016-08-12,19000000,97670358,141344255,"Seth Rogen, Seth Rogen, Jonah Hill, Jonah Hill","nm0736622, nm0736622, nm1706767, nm1706767"
tt1706620,snowpiercer,2013,126,"action,drama,sci-fi",7.1,239264,2014-06-27,40000000,4563029,88069880,"Joon-ho Bong, Benjamin Legrand","nm0094435, nm0499429"
tt1710396,joyful noise,2012,118,"comedy,drama,music",5.8,7575,2012-01-13,27500000,30932113,31157914,Todd Graff,nm0333804
tt1711525,office christmas party,2016,105,comedy,5.8,59253,2016-12-09,45000000,54767494,91323299,"Timothy Dowling, Timothy Dowling, Dan Mazer, Dan Mazer","nm0000251, nm0000251, nm0563243, nm0563243"
tt1712170,alex cross,2012,101,"action,crime,mystery",5.1,30951,2012-10-19,35000000,25888412,35426759,James Patterson,nm0666248
tt1714206,the spectacular now,2013,95,"comedy,drama,romance",7.1,133887,2013-08-02,2500000,6852971,6916951,Scott Neustadter,nm2354099
tt1714210,weekend,2011,97,"drama,romance",7.6,25424,2011-09-23,190000,484592,1577585,Andrew Haigh,nm0354091
tt1716777,people like us,2012,114,"comedy,drama",7.1,39618,2012-06-29,16000000,12431792,12617472,"Alex Kurtzman, Roberto Orci","nm0476064, nm0649460"
tt1726592,before i go to sleep,2014,92,"drama,horror,mystery",6.3,64684,2014-10-31,22000000,3242457,19563579,Rowan Joffe,nm0423626
tt1726669,killer joe,2011,102,"crime,drama,thriller",6.7,67842,2012-07-27,10000000,1291645,4659110,Tracy Letts,nm0504832
tt1727388,the way way back,2013,103,"comedy,drama",7.4,132642,2013-07-05,5000000,21502690,26853810,"Jim Rash, Jim Rash","nm0711110, nm0711110"
tt1727776,scouts guide to the zombie apocalypse,2015,93,"action,comedy,horror",6.3,40479,2015-10-30,15000000,3703046,15554855,Christopher Landon,nm0484907
tt1727824,bohemian rhapsody,2018,134,"biography,drama,music",8.0,345466,2018-11-02,55000000,216303339,894985342,Peter Morgan,nm0604948
tt1730687,darling companion,2012,103,"comedy,drama,romance",5.1,3085,2012-04-20,12000000,793352,1200346,Lawrence Kasdan,nm0001410
tt1731141,ender's game,2013,114,"action,adventure,fantasy",6.6,211722,2013-11-01,110000000,61737191,127983283,Orson Scott Card,nm0136298
tt1735898,snow white and the huntsman,2012,127,"action,adventure,drama",6.1,258938,2012-06-01,170000000,155136755,401021746,"Hossein Amini, John Lee Hancock","nm0024925, nm0359387"
tt1741273,secret in their eyes,2015,111,"crime,drama,mystery",6.3,37455,2015-11-20,20000000,20180155,32608019,Juan José Campanella,nm0002728
tt1742044,jersey boys,2014,134,"biography,drama,music",6.8,30410,2014-06-20,40000000,47047013,65282732,Marshall Brickman,nm0108613
tt1742334,sabotage,2014,109,"action,crime,drama",5.7,55597,2014-03-28,35000000,10508518,18376443,David Ayer,nm0043742
tt1742650,i don't know how she does it,2011,89,"comedy,romance",4.9,18552,2011-09-16,24000000,9659074,24474463,"Aline Brosh McKenna, Allison Pearson","nm0112459, nm1308026"
tt1748122,moonrise kingdom,2012,94,"adventure,comedy,drama",7.8,291750,2012-05-25,16000000,45512466,68848446,"Roman Coppola, Wes Anderson","nm0178910, nm0027572"
tt1748179,red lights,2012,114,"drama,fantasy,horror",6.2,55287,2012-07-13,17700000,49521,14518884,Rodrigo Cortés,nm0181579
tt1756851,twixt,2011,88,"comedy,fantasy,horror",4.8,9774,2013-07-23,7000000,0,1268346,Francis Ford Coppola,nm0000338
tt1758795,the to do list,2013,104,"comedy,romance",5.8,34524,2013-07-26,1500000,3491669,4128828,Maggie Carey,nm0962849
tt1758810,the snowman,2017,119,"crime,drama,mystery",5.1,47890,2017-10-20,35000000,6670765,43226146,"Hossein Amini, Jo Nesbø","nm0024925, nm1867674"
tt1758830,this is 40,2012,134,"comedy,romance",6.2,118862,2012-12-21,35000000,67544505,90221182,Judd Apatow,nm0031976
tt1764234,killing them softly,2012,97,"crime,thriller",6.2,124086,2012-11-30,15000000,14945541,39238443,Andrew Dominik,nm0231596
tt1764651,the expendables 2,2012,103,"action,adventure,thriller",6.6,277584,2012-08-17,100000000,85028192,311979256,"Richard Wenk, Sylvester Stallone, Dave Callaham, Ken Kaufman","nm0921013, nm0000230, nm1709264, nm0442190"
tt1772341,wreck-it ralph,2012,101,"adventure,animation,comedy",7.7,344496,2012-11-02,165000000,189412677,496511521,"Phil Johnston, Jennifer Lee, John C. Reilly, Sam Levine","nm1601882, nm1601644, nm0000604, nm0505946"
tt1781769,anna karenina,2012,129,"drama,romance",6.6,84668,2012-11-16,49000000,12816367,71004627,Tom Stoppard,nm0001779
tt1781827,hands of stone,2016,111,"action,biography,drama",6.6,12851,2016-08-26,20000000,4712792,5031975,Jonathan Jakubowicz,nm1189755
tt1781922,no escape,2015,103,"action,thriller",6.8,70222,2015-08-26,5000000,27288872,42844516,John Erick Dowdle,nm0235719
tt1787759,madea's big happy family,2011,106,"comedy,drama",4.7,6996,2011-04-22,25000000,53345287,54160818,Tyler Perry,nm1347153
tt1788391,kill list,2011,95,"crime,drama,horror",6.4,32807,2012-02-03,800000,29063,462206,Ben Wheatley,nm1296554
tt1790809,pirates of the caribbean: dead men tell no tales,2017,129,"action,adventure,fantasy",6.6,228592,2017-05-26,230000000,172558876,788241137,"Jeff Nathanson, Jeff Nathanson, Ted Elliott, Ted Elliott, Terry Rossio, Terry Rossio","nm0622288, nm0622288, nm0254645, nm0254645, nm0744429, nm0744429"
tt1790864,the maze runner,2014,113,"action,mystery,sci-fi",6.8,387038,2014-09-19,34000000,102427862,348319861,Grant Pierce Myers,nm2233127
tt1790885,zero dark thirty,2012,157,"drama,thriller",7.4,251072,2012-12-19,52500000,95720716,134612435,Mark Boal,nm1676793
tt1791528,inherent vice,2014,148,"comedy,crime,drama",6.7,83346,2014-12-12,20000000,8110975,14772346,"Paul Thomas Anderson, Thomas Pynchon","nm0000759, nm1535410"
tt1791682,while we're young,2014,97,"comedy,drama,mystery",6.3,41327,2015-03-27,10000000,7582065,17503828,"Noah Baumbach, Wallace Shawn","nm0000876, nm0001728"
tt1792647,cirque du soleil: worlds away,2012,91,fantasy,6.8,7643,2012-12-21,25000000,12512862,28012862,Andrew Adamson,nm0011470
tt1798243,rudderless,2014,105,"comedy,drama,music",7.5,16303,2014-10-17,5000000,56001,567219,William H. Macy,nm0000513
tt1798684,southpaw,2015,124,"drama,sport",7.4,199783,2015-07-24,30000000,52421953,94156456,Kurt Sutter,nm1176676
tt1798709,her,2013,126,"drama,romance,sci-fi",8.0,467232,2014-01-10,23000000,25568251,48163815,Spike Jonze,nm0005069
tt1800241,american hustle,2013,138,"crime,drama",7.2,418221,2013-12-13,40000000,150117807,257878294,David O. Russell,nm0751102
tt1801552,gotti,2018,112,"biography,crime,drama",4.8,10358,2018-06-15,10000000,4286367,6089100,"Lem Dobbs, Leo Rossi","nm0229644, nm0744235"
tt1809398,unbroken,2014,137,"biography,drama,sport",7.2,129981,2014-12-25,65000000,115637895,163527824,"Richard LaGravenese, William Nicholson, Laura Hillenbrand, Joel Coen, Ethan Coen","nm0481418, nm0629933, nm1227780, nm0001054, nm0001053"
tt1810683,little boy,2015,106,"drama,history,war",7.4,20945,2015-04-24,20000000,6485961,17769299,Alejandro Monteverde,nm1920049
tt1815862,after earth,2013,100,"action,adventure,drama",4.8,181687,2013-05-31,130000000,60522097,251499665,M. Night Shyamalan,nm0796117
tt1817273,the place beyond the pines,2012,140,"crime,drama,thriller",7.3,226765,2013-03-29,15000000,21403519,47011449,"Derek Cianfrance, Ben Coccio","nm0161834, nm1397579"
tt1821549,nebraska,2013,115,"adventure,comedy,drama",7.7,105304,2013-11-15,12000000,17654912,24761360,Bob Nelson,nm1504572
tt1821694,red 2,2013,116,"action,comedy,crime",6.6,148846,2013-07-19,84000000,53262560,141507355,"Cully Hamner, Warren Ellis","nm1216642, nm1979137"
tt1823664,annie,2014,118,"comedy,drama,family",5.3,31241,2014-12-19,65000000,85911262,139829625,Aline Brosh McKenna,nm0112459
tt1823672,chappie,2015,120,"action,crime,drama",6.8,213733,2015-03-06,49000000,31569268,105002056,Neill Blomkamp,nm0088955
tt1825683,black panther,2018,134,"action,adventure,sci-fi",7.3,516148,2018-02-16,200000000,700059566,1348258224,Ryan Coogler,nm3363032
tt1826590,about last night,2014,100,"comedy,romance",6.1,21078,2014-02-14,13000000,48637684,50445860,"Leslye Headland, Tim Kazurinsky, David Mamet","nm2853516, nm0443730, nm0000519"
tt1833673,dhoom 3,2013,172,"action,thriller",5.4,40466,2013-12-20,24000000,8031955,11723620,Aditya Chopra,nm0159147
tt1837636,queen of the desert,2015,128,"adventure,biography,drama",5.7,8529,2017-04-14,36000000,0,1578543,Werner Herzog,nm0001348
